Discipline,Gender,Event,phase,Eventunit,ENG Description,FRA Description,KOR Description,ENG longdescription,FRA longdescription,KOR longdescription,Level,Order,schedule,medalflag,Eventunittype,cisSchedule,infoSchedule,ENG unit Description,FRA unit Description,KOR unit Description,Old DDGEEEPUU
FRS,W,HP----------------,QUAL,000200--,Ladies' Ski Halfpipe Qualification Run 2,"Ski halfpipe femmes, qualification 2",여자 스키 하프파이프 예선 런 2,Ladies' Ski Halfpipe Qualification Run 2,"Ski halfpipe femmes, qualifications, manche 2",여자 스키 하프파이프 예선 런 2,Unit,,Y,0,ATH,Y,Y,Qualification Run 2,"Qualifications, manche 2",예선 런 2,FRW060902
FRS,W,HP----------------,VICT,FLOWER--,Ladies' Ski Halfpipe Venue Ceremony,"Ski halfpipe femmes, cérémonie du site",여자 스키 하프파이프 시상식,Ladies' Ski Halfpipe Venue Ceremony,"Ski halfpipe femmes, cérémonie du site",여자 스키 하프파이프 시상식,Medals,,Y,0,NONE,N,Y,Venue Ceremony,Cérémonie du site,시상식,FRW060M02
FRS,W,HP----------------,VICT,MEDAL---,Ladies' Ski Halfpipe Victory Ceremony,"Ski halfpipe F, cérémonie des vainqueurs",여자 스키 하프파이프 메달 시상식,Ladies' Ski Halfpipe Victory Ceremony,"Ski halfpipe femmes, cérémonie des vainqueurs",여자 스키 하프파이프 메달 시상식,Medals,,Y,0,NONE,N,Y,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,FRW060M01
FRS,W,MO----------------,----,--------,Ladies' Moguls,Bosses femmes,여자 모글,Ladies' Moguls,Bosses femmes,여자 모글,Event,,N,0,NONE,N,N,,,,FRW020000
FRS,W,MO----------------,DRAW,--------,Ladies' Moguls Draw,"Bosses femmes, tirage au sort",여자 모글 추첨,Ladies' Moguls Draw,"Bosses femmes, tirage au sort",여자 모글 추첨,Draw,,N,0,NONE,N,N,Draw,Tirage au sort,추첨,
FRS,W,MO----------------,DRAW,000100--,Ladies' Moguls Draw,"Bosses femmes, tirage au sort",여자 모글 추첨,Ladies' Moguls Draw,"Bosses femmes, tirage au sort",여자 모글 추첨,Draw,,Y,0,NONE,N,Y,Draw,Tirage au sort,추첨,FRW020E01
FRS,W,MO----------------,DRAW,000200--,Ladies' Moguls Draw,"Bosses femmes, tirage au sort",여자 모글 추첨,Ladies' Moguls Draw,"Bosses femmes, tirage au sort",여자 모글 추첨,Draw,,Y,0,NONE,N,Y,Draw,Tirage au sort,추첨,FRW020E02
FRS,W,MO----------------,FNL-,--------,Ladies' Moguls Finals,"Bosses femmes, finales",여자 모글 결승,Ladies' Moguls Finals,"Bosses femmes, finales",여자 모글 결승,Phase,,N,1,ATH,N,N,Finals,Finales,결승,FRW020100
FRS,W,MO----------------,FNL-,000100--,Ladies' Moguls Final 1,"Bosses femmes, finale 1",여자 모글 결승 1,Ladies' Moguls Final 1,"Bosses femmes, finale 1",여자 모글 결승 1,Unit,,Y,0,ATH,Y,Y,Final 1,Finale 1,결승 1,FRW020101
FRS,W,MO----------------,FNL-,000200--,Ladies' Moguls Final 2,"Bosses femmes, finale 2",여자 모글 결승 2,Ladies' Moguls Final 2,"Bosses femmes, finale 2",여자 모글 결승 2,Unit,,Y,0,ATH,Y,Y,Final 2,Finale 2,결승 2,FRW020102
FRS,W,MO----------------,FNL-,000300--,Ladies' Moguls Final 3,"Bosses femmes, finale 3",여자 모글 결승 3,Ladies' Moguls Final 3,"Bosses femmes, finale 3",여자 모글 결승 3,Unit,,Y,1,ATH,Y,Y,Final 3,Finale 3,결승 3,FRW020103
FRS,W,MO----------------,MEET,--------,Ladies' Moguls Team Captain Meeting,"Bosses femmes, réunion chefs d'équipe",여자 모글 대표자회의,Ladies' Moguls Team Captain Meeting,"Bosses femmes, réunion des chefs d'équipe",여자 모글 대표자회의,Meeting,,N,0,NONE,N,N,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,
FRS,W,MO----------------,MEET,000100--,Ladies' Moguls Team Captain Meeting,"Bosses femmes, réunion chefs d'équipe",여자 모글 대표자회의,Ladies' Moguls Team Captain Meeting,"Bosses femmes, réunion des chefs d'équipe",여자 모글 대표자회의,Meeting,,Y,0,NONE,N,Y,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,FRW020T01
FRS,W,MO----------------,MEET,000200--,Ladies' Moguls Team Captain Meeting,"Bosses femmes, réunion chefs d'équipe",여자 모글 대표자회의,Ladies' Moguls Team Captain Meeting,"Bosses femmes, réunion des chefs d'équipe",여자 모글 대표자회의,Meeting,,Y,0,NONE,N,Y,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,FRW020T02
FRS,W,MO----------------,QUAL,--------,Ladies' Moguls Qualifications,"Bosses femmes, qualifications",여자 모글 예선전,Ladies' Moguls Qualifications,"Bosses femmes, qualifications",여자 모글 예선전,Phase,,N,0,ATH,N,N,Qualifications,Qualifications,예선전,FRW020900
FRS,W,MO----------------,QUAL,000100--,Ladies' Moguls Qualification 1,"Bosses femmes, qualification 1",여자 모글 예선 1,Ladies' Moguls Qualification 1,"Bosses femmes, qualification 1",여자 모글 예선 1,Unit,,Y,0,ATH,Y,Y,Qualification 1,Qualification 1,예선 1,FRW020901
FRS,W,MO----------------,QUAL,000200--,Ladies' Moguls Qualification 2,"Bosses femmes, qualification 2",여자 모글 예선 2,Ladies' Moguls Qualification 2,"Bosses femmes, qualification 2",여자 모글 예선 2,Unit,,Y,0,ATH,Y,Y,Qualification 2,Qualification 2,예선 2,FRW020902
FRS,W,MO----------------,VICT,FLOWER--,Ladies' Moguls Venue Ceremony,"Bosses femmes, cérémonie du site",여자 모글 시상식,Ladies' Moguls Venue Ceremony,"Bosses femmes, cérémonie du site",여자 모글 시상식,Medals,,Y,0,NONE,N,Y,Venue Ceremony,Cérémonie du site,시상식,FRW020M02
FRS,W,MO----------------,VICT,MEDAL---,Ladies' Moguls Victory Ceremony,"Bosses femmes, cérémonie des vainqueurs",여자 모글 메달 시상식,Ladies' Moguls Victory Ceremony,"Bosses femmes, cérémonie des vainqueurs",여자 모글 메달 시상식,Medals,,Y,0,NONE,N,Y,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,FRW020M01
FRS,W,SS----------------,----,--------,Ladies' Ski Slopestyle,Ski slopestyle femmes,여자 스키 슬로프스타일,Ladies' Ski Slopestyle,Ski slopestyle femmes,여자 스키 슬로프스타일,Event,,N,0,NONE,N,N,,,,FRW070000
FRS,W,SS----------------,DRAW,--------,Ladies' Ski Slopestyle Draw,"Ski slopestyle femmes, tirage au sort",여자 스키 슬로프스타일 추첨,Ladies' Ski Slopestyle Draw,"Ski slopestyle femmes, tirage au sort",여자 스키 슬로프스타일 추첨,Draw,,N,0,NONE,N,N,Draw,Tirage au sort,추첨,
FRS,W,SS----------------,DRAW,000100--,Ladies' Ski Slopestyle Draw,"Ski slopestyle femmes, tirage au sort",여자 스키 슬로프스타일 추첨,Ladies' Ski Slopestyle Draw,"Ski slopestyle femmes, tirage au sort",여자 스키 슬로프스타일 추첨,Draw,,Y,0,NONE,N,Y,Draw,Tirage au sort,추첨,FRW070E01
FRS,W,SS----------------,DRAW,000200--,Ladies' Ski Slopestyle Draw,"Ski slopestyle femmes, tirage au sort",여자 스키 슬로프스타일 추첨,Ladies' Ski Slopestyle Draw,"Ski slopestyle femmes, tirage au sort",여자 스키 슬로프스타일 추첨,Draw,,Y,0,NONE,N,Y,Draw,Tirage au sort,추첨,FRW070E02
FRS,W,SS----------------,FNL-,--------,Ladies' Ski Slopestyle Final,"Ski slopestyle femmes, finale",여자 스키 슬로프스타일 결승,Ladies' Ski Slopestyle Final,"Ski slopestyle femmes, finale",여자 스키 슬로프스타일 결승,Phase,,N,1,ATH,N,N,Final,Finale,결승,FRW070100
FRS,W,SS----------------,FNL-,000100--,Ladies' Ski Slopestyle Final Run 1,"Ski slopestyle femmes, finale, manche 1",여자 스키 슬로프스타일 결승 런 1,Ladies' Ski Slopestyle Final Run 1,"Ski slopestyle femmes, finale, manche 1",여자 스키 슬로프스타일 결승 런 1,Unit,,Y,0,ATH,Y,Y,Final Run 1,"Finale, manche 1",결승 런 1,FRW070101
FRS,W,SS----------------,FNL-,000200--,Ladies' Ski Slopestyle Final Run 2,"Ski slopestyle femmes, finale, manche 2",여자 스키 슬로프스타일 결승 런 2,Ladies' Ski Slopestyle Final Run 2,"Ski slopestyle femmes, finale, manche 2",여자 스키 슬로프스타일 결승 런 2,Unit,,Y,0,ATH,Y,Y,Final Run 2,"Finale, manche 2",결승 런 2,FRW070102
FRS,W,SS----------------,FNL-,000300--,Ladies' Ski Slopestyle Final Run 3,"Ski slopestyle femmes, finale, manche 3",여자 스키 슬로프스타일 결승 런 3,Ladies' Ski Slopestyle Final Run 3,"Ski slopestyle femmes, finale, manche 3",여자 스키 슬로프스타일 결승 런 3,Unit,,Y,1,ATH,Y,Y,Final Run 3,"Finale, manche 3",결승 런 3,
FRS,W,SS----------------,MEET,--------,Ladies' Ski Slopestyle TCM,"Ski slopestyle F, réunion chefs d'équipe",여자 스키 슬로프스타일 TCM,Ladies' Ski Slopestyle Team Captain Meeting,"Ski slopestyle femmes, réunion des chefs d'équipe",여자 스키 슬로프스타일 TCM,Meeting,,N,0,NONE,N,N,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,
FRS,W,SS----------------,MEET,000100--,Ladies' Ski Slopestyle TCM,"Ski slopestyle F, réunion chefs d'équipe",여자 스키 슬로프스타일 TCM,Ladies' Ski Slopestyle Team Captain Meeting,"Ski slopestyle femmes, réunion des chefs d'équipe",여자 스키 슬로프스타일 TCM,Meeting,,Y,0,NONE,N,Y,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,FRW070T01
FRS,W,SS----------------,MEET,000200--,Ladies' Ski Slopestyle TCM,"Ski slopestyle F, réunion chefs d'équipe",여자 스키 슬로프스타일 TCM,Ladies' Ski Slopestyle Team Captain Meeting,"Ski slopestyle femmes, réunion des chefs d'équipe",여자 스키 슬로프스타일 TCM,Meeting,,Y,0,NONE,N,Y,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,FRW070T02
FRS,W,SS----------------,MEET,000300--,Ladies' Ski Slopestyle TCM,"Ski slopestyle F, réunion chefs d'équipe",여자 스키 슬로프스타일 TCM,Ladies' Ski Slopestyle Team Captain Meeting,"Ski slopestyle femmes, réunion des chefs d'équipe",여자 스키 슬로프스타일 TCM,Meeting,,Y,0,NONE,N,Y,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,FRW070T03
FRS,W,SS----------------,QUAL,--------,Ladies' Ski Slopestyle Qualification,"Ski slopestyle femmes, qualifications",여자 스키 슬로프스타일 예선,Ladies' Ski Slopestyle Qualification,"Ski slopestyle femmes, qualifications",여자 스키 슬로프스타일 예선,Phase,,N,0,ATH,N,N,Qualification,Qualifications,예선,FRW070900
FRS,W,SS----------------,QUAL,000100--,Ladies' Ski Slopestyle Qual. Run 1,"Ski slopestyle femmes, qualification 1",여자 스키 슬로프스타일 예선 런 1,Ladies' Ski Slopestyle Qualification Run 1,"Ski slopestyle femmes, qualifications, manche 1",여자 스키 슬로프스타일 예선 런 1,Unit,,Y,0,ATH,Y,Y,Qualification Run 1,"Qualifications, manche 1",예선 런 1,FRW070901
FRS,W,SS----------------,QUAL,000200--,Ladies' Ski Slopestyle Qual. Run 2,"Ski slopestyle femmes, qualification 2",여자 스키 슬로프스타일 예선 런 2,Ladies' Ski Slopestyle Qualification Run 2,"Ski slopestyle femmes, qualifications, manche 2",여자 스키 슬로프스타일 예선 런 2,Unit,,Y,0,ATH,Y,Y,Qualification Run 2,"Qualifications, manche 2",예선 런 2,FRW070902
FRS,W,SS----------------,VICT,FLOWER--,Ladies' Ski Slopestyle Venue Ceremony,"Ski slopestyle femmes, cérémonie du site",여자 스키 슬로프스타일 시상식,Ladies' Ski Slopestyle Venue Ceremony,"Ski slopestyle femmes, cérémonie du site",여자 스키 슬로프스타일 시상식,Medals,,Y,0,NONE,N,Y,Venue Ceremony,Cérémonie du site,시상식,FRW070M02
FRS,W,SS----------------,VICT,MEDAL---,Ladies' Ski Slopestyle Victory Ceremony,"Ski slopestyle F, cérémonie vainqueurs",여자 스키 슬로프스타일 메달 시상식,Ladies' Ski Slopestyle Victory Ceremony,"Ski slopestyle femmes, cérémonie des vainqueurs",여자 스키 슬로프스타일 메달 시상식,Medals,,Y,0,NONE,N,Y,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,FRW070M01
FRS,W,SX----------------,----,--------,Ladies' Ski Cross,Ski cross femmes,여자 스키 크로스,Ladies' Ski Cross,Ski cross femmes,여자 스키 크로스,Event,,N,0,NONE,N,N,,,,FRW740000
FRS,W,SX----------------,8FNL,--------,Ladies' Ski Cross 1/8 Finals,"Ski cross femmes, 1/8 de finale",여자 스키 크로스 16강전,Ladies' Ski Cross 1/8 Finals,"Ski cross femmes, huitièmes de finale",여자 스키 크로스 16강전,Phase,,N,0,ATH,N,N,1/8 Finals,Huitièmes de finale,16강전,FRW740400
FRS,W,SX----------------,8FNL,000100--,Ladies' Ski Cross 1/8 Final 1,"Ski cross femmes, 1/8 de finale 1",여자 스키 크로스 16강전 1,Ladies' Ski Cross 1/8 Final 1,"Ski cross femmes, huitième de finale 1",여자 스키 크로스 16강전 1,Unit,,Y,0,ATH,Y,Y,1/8 Final 1,Huitième de finale 1,16강전 1,FRW740401
FRS,W,SX----------------,8FNL,000200--,Ladies' Ski Cross 1/8 Final 2,"Ski cross femmes, 1/8 de finale 2",여자 스키 크로스 16강전 2,Ladies' Ski Cross 1/8 Final 2,"Ski cross femmes, huitième de finale 2",여자 스키 크로스 16강전 2,Unit,,Y,0,ATH,Y,Y,1/8 Final 2,Huitième de finale 2,16강전 2,FRW740402
FRS,W,SX----------------,8FNL,000300--,Ladies' Ski Cross 1/8 Final 3,"Ski cross femmes, 1/8 de finale 3",여자 스키 크로스 16강전 3,Ladies' Ski Cross 1/8 Final 3,"Ski cross femmes, huitième de finale 3",여자 스키 크로스 16강전 3,Unit,,Y,0,ATH,Y,Y,1/8 Final 3,Huitième de finale 3,16강전 3,FRW740403
FRS,W,SX----------------,8FNL,000400--,Ladies' Ski Cross 1/8 Final 4,"Ski cross femmes, 1/8 de finale 4",여자 스키 크로스 16강전 4,Ladies' Ski Cross 1/8 Final 4,"Ski cross femmes, huitième de finale 4",여자 스키 크로스 16강전 4,Unit,,Y,0,ATH,Y,Y,1/8 Final 4,Huitième de finale 4,16강전 4,FRW740404
FRS,W,SX----------------,8FNL,000500--,Ladies' Ski Cross 1/8 Final 5,"Ski cross femmes, 1/8 de finale 5",여자 스키 크로스 16강전 5,Ladies' Ski Cross 1/8 Final 5,"Ski cross femmes, huitième de finale 5",여자 스키 크로스 16강전 5,Unit,,Y,0,ATH,Y,Y,1/8 Final 5,Huitième de finale 5,16강전 5,FRW740405
FRS,W,SX----------------,8FNL,000600--,Ladies' Ski Cross 1/8 Final 6,"Ski cross femmes, 1/8 de finale 6",여자 스키 크로스 16강전 6,Ladies' Ski Cross 1/8 Final 6,"Ski cross femmes, huitième de finale 6",여자 스키 크로스 16강전 6,Unit,,Y,0,ATH,Y,Y,1/8 Final 6,Huitième de finale 6,16강전 6,FRW740406
FRS,W,SX----------------,8FNL,000700--,Ladies' Ski Cross 1/8 Final 7,"Ski cross femmes, 1/8 de finale 7",여자 스키 크로스 16강전 7,Ladies' Ski Cross 1/8 Final 7,"Ski cross femmes, huitième de finale 7",여자 스키 크로스 16강전 7,Unit,,Y,0,ATH,Y,Y,1/8 Final 7,Huitième de finale 7,16강전 7,FRW740407
FRS,W,SX----------------,8FNL,000800--,Ladies' Ski Cross 1/8 Final 8,"Ski cross femmes, 1/8 de finale 8",여자 스키 크로스 16강전 8,Ladies' Ski Cross 1/8 Final 8,"Ski cross femmes, huitième de finale 8",여자 스키 크로스 16강전 8,Unit,,Y,0,ATH,Y,Y,1/8 Final 8,Huitième de finale 8,16강전 8,FRW740408
FRS,W,SX----------------,DRAW,--------,Ladies' Ski Cross Draw,"Ski cross femmes, tirage au sort",여자 스키 크로스 추첨,Ladies' Ski Cross Draw,"Ski cross femmes, tirage au sort",여자 스키 크로스 추첨,Draw,,N,0,NONE,N,N,Draw,Tirage au sort,추첨,
FRS,W,SX----------------,DRAW,000100--,Ladies' Ski Cross Draw,"Ski cross femmes, tirage au sort",여자 스키 크로스 추첨,Ladies' Ski Cross Draw,"Ski cross femmes, tirage au sort",여자 스키 크로스 추첨,Draw,,Y,0,NONE,N,Y,Draw,Tirage au sort,추첨,FRW740E01
FRS,W,SX----------------,DRAW,000200--,Ladies' Ski Cross Draw,"Ski cross femmes, tirage au sort",여자 스키 크로스 추첨,Ladies' Ski Cross Draw,"Ski cross femmes, tirage au sort",여자 스키 크로스 추첨,Draw,,Y,0,NONE,N,Y,Draw,Tirage au sort,추첨,FRW740E02
FRS,W,SX----------------,FNL-,--------,Ladies' Ski Cross Finals,"Ski cross femmes, finales",여자 스키 크로스 결승,Ladies' Ski Cross Finals,"Ski cross femmes, finales",여자 스키 크로스 결승,Phase,,N,1,ATH,N,N,Finals,Finales,결승,FRW740100
FRS,W,SX----------------,FNL-,000100--,Ladies' Ski Cross Big Final,"Ski cross femmes, finale",여자 스키 크로스 1-4위 결정전,Ladies' Ski Cross Big Final,"Ski cross femmes, finale",여자 스키 크로스 1-4위 결정전,Unit,,Y,1,ATH,Y,Y,Big Final,Finale,1-4위 결정전,FRW740101
FRS,W,SX----------------,FNL-,000200--,Ladies' Ski Cross Small Final,"Ski cross femmes, petite finale",여자 스키 크로스 5-8위 결정전,Ladies' Ski Cross Small Final,"Ski cross femmes, petite finale",여자 스키 크로스 5-8위 결정전,Unit,,Y,0,ATH,Y,Y,Small Final,Petite finale,5-8위 결정전,FRW740102
FRS,W,SX----------------,MEET,--------,Ladies' Ski Cross Team Captain Meeting,"Ski cross femmes, réunion chefs d'équipe",여자 스키 크로스 대표자회의,Ladies' Ski Cross Team Captain Meeting,"Ski cross femmes, réunion des chefs d'équipe",여자 스키 크로스 대표자회의,Meeting,,N,0,NONE,N,N,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,
FRS,W,SX----------------,MEET,000100--,Ladies' Ski Cross Team Captain Meeting,"Ski cross femmes, réunion chefs d'équipe",여자 스키 크로스 대표자회의,Ladies' Ski Cross Team Captain Meeting,"Ski cross femmes, réunion des chefs d'équipe",여자 스키 크로스 대표자회의,Meeting,,Y,0,NONE,N,Y,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,FRW740T01
FRS,W,SX----------------,MEET,000200--,Ladies' Ski Cross Team Captain Meeting,"Ski cross femmes, réunion chefs d'équipe",여자 스키 크로스 대표자회의,Ladies' Ski Cross Team Captain Meeting,"Ski cross femmes, réunion des chefs d'équipe",여자 스키 크로스 대표자회의,Meeting,,Y,0,NONE,N,Y,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,FRW740T02
FRS,W,SX----------------,QFNL,--------,Ladies' Ski Cross Quarterfinals,"Ski cross femmes, quarts de finale",여자 스키 크로스 준준결승,Ladies' Ski Cross Quarterfinals,"Ski cross femmes, quarts de finale",여자 스키 크로스 준준결승,Phase,,N,0,ATH,N,N,Quarterfinals,Quarts de finale,준준결승,FRW740300
FRS,W,SX----------------,QFNL,000100--,Ladies' Ski Cross Quarterfinal 1,"Ski cross femmes, quart de finale 1",여자 스키 크로스 준준결승 1,Ladies' Ski Cross Quarterfinal 1,"Ski cross femmes, quart de finale 1",여자 스키 크로스 준준결승 1,Unit,,Y,0,ATH,Y,Y,Quarterfinal 1,Quart de finale 1,준준결승 1,FRW740301
FRS,W,SX----------------,QFNL,000200--,Ladies' Ski Cross Quarterfinal 2,"Ski cross femmes, quart de finale 2",여자 스키 크로스 준준결승 2,Ladies' Ski Cross Quarterfinal 2,"Ski cross femmes, quart de finale 2",여자 스키 크로스 준준결승 2,Unit,,Y,0,ATH,Y,Y,Quarterfinal 2,Quart de finale 2,준준결승 2,FRW740302
FRS,W,SX----------------,QFNL,000300--,Ladies' Ski Cross Quarterfinal 3,"Ski cross femmes, quart de finale 3",여자 스키 크로스 준준결승 3,Ladies' Ski Cross Quarterfinal 3,"Ski cross femmes, quart de finale 3",여자 스키 크로스 준준결승 3,Unit,,Y,0,ATH,Y,Y,Quarterfinal 3,Quart de finale 3,준준결승 3,FRW740303
FRS,W,SX----------------,QFNL,000400--,Ladies' Ski Cross Quarterfinal 4,"Ski cross femmes, quart de finale 4",여자 스키 크로스 준준결승 4,Ladies' Ski Cross Quarterfinal 4,"Ski cross femmes, quart de finale 4",여자 스키 크로스 준준결승 4,Unit,,Y,0,ATH,Y,Y,Quarterfinal 4,Quart de finale 4,준준결승 4,FRW740304
FRS,W,SX----------------,QUAL,--------,Ladies' Ski Cross Seeding,"Ski cross femmes, classement",여자 스키 크로스 시드 배정,Ladies' Ski Cross Seeding,"Ski cross femmes, classement",여자 스키 크로스 시드 배정,Phase,,N,0,ATH,N,N,Seeding,Classement,시드 배정,FRW740900
FRS,W,SX----------------,QUAL,000100--,Ladies' Ski Cross Seeding,"Ski cross femmes, classement",여자 스키 크로스 시드 배정,Ladies' Ski Cross Seeding,"Ski cross femmes, classement",여자 스키 크로스 시드 배정,Unit,,Y,0,ATH,Y,Y,Seeding,Classement,시드 배정,
FRS,W,SX----------------,QUAL,000200--,Ladies' Ski Cross Seeding,"Ski cross femmes, classement",여자 스키 크로스 시드 배정,Ladies' Ski Cross Seeding,"Ski cross femmes, classement",여자 스키 크로스 시드 배정,Unit,,Y,0,ATH,Y,Y,Seeding,Classement,시드 배정,
FRS,W,SX----------------,SFNL,--------,Ladies' Ski Cross Semifinals,"Ski cross femmes, demi-finales",여자 스키 크로스 준결승,Ladies' Ski Cross Semifinals,"Ski cross femmes, demi-finales",여자 스키 크로스 준결승,Phase,,N,0,ATH,N,N,Semifinals,Demi-finales,준결승,FRW740200
FRS,W,SX----------------,SFNL,000100--,Ladies' Ski Cross Semifinal 1,"Ski cross femmes, demi-finale 1",여자 스키 크로스 준결승 1,Ladies' Ski Cross Semifinal 1,"Ski cross femmes, demi-finale 1",여자 스키 크로스 준결승 1,Unit,,Y,0,ATH,Y,Y,Semifinal 1,Demi-finale 1,준결승 1,FRW740201
FRS,W,SX----------------,SFNL,000200--,Ladies' Ski Cross Semifinal 2,"Ski cross femmes, demi-finale 2",여자 스키 크로스 준결승 2,Ladies' Ski Cross Semifinal 2,"Ski cross femmes, demi-finale 2",여자 스키 크로스 준결승 2,Unit,,Y,0,ATH,Y,Y,Semifinal 2,Demi-finale 2,준결승 2,FRW740202
FRS,W,SX----------------,VICT,FLOWER--,Ladies' Ski Cross Venue Ceremony,"Ski cross femmes, cérémonie du site",여자 스키 크로스 시상식,Ladies' Ski Cross Venue Ceremony,"Ski cross femmes, cérémonie du site",여자 스키 크로스 시상식,Medals,,Y,0,NONE,N,Y,Venue Ceremony,Cérémonie du site,시상식,FRW740M02
FRS,W,SX----------------,VICT,MEDAL---,Ladies' Ski Cross Victory Ceremony,"Ski cross femmes, cérémonie vainqueurs",여자 스키 크로스 메달 시상식,Ladies' Ski Cross Victory Ceremony,"Ski cross femmes, cérémonie des vainqueurs",여자 스키 크로스 메달 시상식,Medals,,Y,0,NONE,N,Y,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,FRW740M01
FSK,-,------------------,----,--------,Figure Skating,Patinage artistique,피겨 스케이팅,Figure Skating,Patinage artistique,피겨 스케이팅,Discipline,,N,0,NONE,N,N,,,,FS0000000
FSK,-,------------------,----,GIA-----,FSK GIA Local On/Off / KA,FSK GIA Local On/Off / KA,FSK GIA Local On/Off / KA,FSK GIA Local On/Off / KA,FSK GIA Local On/Off / KA,FSK GIA Local On/Off / KA,Venue,,N,0,NONE,N,N,,,,FS0OSV000
FSK,-,------------------,MEET,--------,Figure Skating Team Leaders Meeting,"Patinage artistique, réunion chefs d'éq.",피겨 스케이팅 대표자회의,Figure Skating Team Leaders Meeting,"Patinage artistique, réunion des chefs d'équipe",피겨 스케이팅 대표자회의,Meeting,,N,0,NONE,N,N,Team Leaders Meeting,Réunion des chefs d'équipe,대표자회의,
FSK,-,------------------,MEET,000100--,Figure Skating Team Leaders Meeting,"Patinage artistique, réunion chefs d'éq.",피겨 스케이팅 대표자회의,Figure Skating Team Leaders Meeting,"Patinage artistique, réunion des chefs d'équipe",피겨 스케이팅 대표자회의,Meeting,,Y,0,NONE,N,Y,Team Leaders Meeting,Réunion des chefs d'équipe,대표자회의,FS0000T01
FSK,-,------------------,MEET,000200--,Figure Skating Team Leaders Meeting,"Patinage artistique, réunion chefs d'éq.",피겨 스케이팅 대표자회의,Figure Skating Team Leaders Meeting,"Patinage artistique, réunion des chefs d'équipe",피겨 스케이팅 대표자회의,Meeting,,Y,0,NONE,N,Y,Team Leaders Meeting,Réunion des chefs d'équipe,대표자회의,FS0000T02
FSK,M,SINGLES-----------,----,--------,Men Single Skating,Patinage individuel hommes,남자 싱글 스케이팅,Men Single Skating,Patinage individuel hommes,남자 싱글 스케이팅,Event,,N,0,NONE,N,N,,,,FSM010000
FSK,M,SINGLES-----------,DRAW,--------,Men Single Skating Draw,"Patinage individuel H, tirage au sort",남자 싱글 스케이팅 추첨,Men Single Skating Draw,"Patinage individuel hommes, tirage au sort",남자 싱글 스케이팅 추첨,Draw,,N,0,NONE,N,N,Draw,Tirage au sort,추첨,
FSK,M,SINGLES-----------,DRAW,000100--,Men Single Skating Short Program Draw,"Patinage ind. H, programme court, tirage",남자 싱글 스케이팅 쇼트 프로그램 추첨,Men Single Skating Short Program Draw,"Patinage individuel hommes, programme court, tirage au sort",남자 싱글 스케이팅 쇼트 프로그램 추첨,Draw,,Y,0,NONE,N,Y,Short Program Draw,"Programme court, tirage au sort",쇼트 프로그램 추첨,FSM010E01
FSK,M,SINGLES-----------,DRAW,000200--,Men Single Skating Free Skating Draw,"Patinage ind. H, programme libre, tirage",남자 싱글 스케이팅 프리 스케이팅 추첨,Men Single Skating Free Skating Draw,"Patinage individuel hommes, programme libre, tirage au sort",남자 싱글 스케이팅 프리 스케이팅 추첨,Draw,,Y,0,NONE,N,Y,Free Skating Draw,"Programme libre, tirage au sort",프리 스케이팅 추첨,FSM010E02
FSK,M,SINGLES-----------,DRAW,000300--,Men Short Program Judges Draw,"Patinage ind. H, progr court, tirage jug",남자 쇼트 프로그램 심판 추첨,Men Single Skating Short Program Judges Draw,"Patinage individuel hommes, programme court, tirage au sort des juges",남자 싱글 스케이팅 쇼트 프로그램 심판 추첨,Draw,,Y,0,NONE,N,Y,Short Program Judges Draw,"Programme court, tirage au sort des juges",쇼트 프로그램 심판 추첨,FSM010E11
FSK,M,SINGLES-----------,DRAW,000400--,Men Free Skating Judges Draw,"Patinage ind. H, progr libre, tirage jug",남자 프리 스케이팅 심판 추첨,Men Single Skating Free Skating Judges Draw,"Patinage individuel hommes, programme libre, tirage au sort des juges",남자 싱글 스케이팅 프리 스케이팅 심판 추첨,Draw,,Y,0,NONE,N,Y,Free Skating Judges Draw,"Programme libre, tirage au sort des juges",프리 스케이팅 심판 추첨,FSM010E12
FSK,M,SINGLES-----------,FNL-,--------,Men Single Skating Free Skating,"Patinage individuel H, programme libre",남자 싱글 스케이팅 프리 스케이팅,Men Single Skating Free Skating,"Patinage individuel hommes, programme libre",남자 싱글 스케이팅 프리 스케이팅,Phase,,N,0,NONE,N,N,Free Skating,Programme libre,프리 스케이팅,
