Discipline,Gender,Event,phase,Eventunit,ENG Description,FRA Description,KOR Description,ENG longdescription,FRA longdescription,KOR longdescription,Level,Order,schedule,medalflag,Eventunittype,cisSchedule,infoSchedule,ENG unit Description,FRA unit Description,KOR unit Description,Old DDGEEEPUU
ALP,M,AC----------------,TRNO,000400--,Men's AC Downhill 4th Training,"Descente combiné alpin H, entraînement 4",남자 알파인 복합 활강 네 번째 연습 ,Men's Alpine Combined Downhill 4th Training,"Descente du combiné alpin hommes, entraînement 4",남자 알파인 복합 활강 네 번째 연습 ,Training,,Y,0,ATH,Y,Y,Downhill 4th Training,"Descente, entraînement 4",활강 네 번째 연습,ASM105O04
ALP,M,AC----------------,TRNO,000500--,Men's AC Downhill 5th Training,"Descente combiné alpin H, entraînement 5",남자 알파인 복합 활강 다섯 번째 연습,Men's Alpine Combined Downhill 5th Training,"Descente du combiné alpin hommes, entraînement 5",남자 알파인 복합 활강 다섯 번째 연습,Training,,Y,0,ATH,Y,Y,Downhill 5th Training,"Descente, entraînement 5",활강 다섯 번째 연습,ASM105O05
ALP,M,AC----------------,TRNO,000600--,Men's AC Downhill 6th Training,"Descente combiné alpin H, entraînement 6",남자 알파인 복합 활강 여섯 번째 연습,Men's Alpine Combined Downhill 6th Training,"Descente du combiné alpin hommes, entraînement 6",남자 알파인 복합 활강 여섯 번째 연습,Training,,Y,0,ATH,Y,Y,Downhill 6th Training,"Descente, entraînement 6",활강 여섯 번째 연습,ASM105O06
ALP,M,AC----------------,VICT,FLOWER--,Men's Alpine Combined Venue Ceremony,"Combiné alpin hommes, cérémonie du site",남자 알파인 복합 시상식,Men's Alpine Combined Venue Ceremony,"Combiné alpin hommes, cérémonie du site",남자 알파인 복합 시상식,Medals,,Y,0,NONE,N,Y,Venue Ceremony,Cérémonie du site,시상식,ASM105M02
ALP,M,AC----------------,VICT,MEDAL---,Men's Alpine Combined Victory Ceremony,"Combiné alpin H, cérémonie vainqueurs",남자 알파인 복합 메달 시상식,Men's Alpine Combined Victory Ceremony,"Combiné alpin hommes, cérémonie des vainqueurs",남자 알파인 복합 메달 시상식,Medals,,Y,0,NONE,N,Y,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,ASM105M01
ALP,M,DH----------------,----,--------,Men's Downhill,Descente hommes,남자 활강,Men's Downhill,Descente hommes,남자 활강,Event,,N,0,NONE,N,N,,,,ASM010000
ALP,M,DH----------------,DRAW,--------,Men's Downhill Draw,"Descente hommes, tirage au sort",남자 활강 추첨,Men's Downhill Draw,"Descente hommes, tirage au sort",남자 활강 추첨,Draw,,N,0,NONE,N,N,Draw,Tirage au sort,추첨,
ALP,M,DH----------------,DRAW,000100--,Men's Downhill Draw,"Descente hommes, tirage au sort",남자 활강 추첨,Men's Downhill Draw,"Descente hommes, tirage au sort",남자 활강 추첨,Draw,,Y,0,NONE,N,Y,Draw,Tirage au sort,추첨,ASM010E01
ALP,M,DH----------------,FNL-,--------,Men's Downhill,Descente hommes,남자 활강,Men's Downhill,Descente hommes,남자 활강,Phase,,N,0,NONE,N,N,,,,
ALP,M,DH----------------,FNL-,000100--,Men's Downhill,Descente hommes,남자 활강,Men's Downhill,Descente hommes,남자 활강,Unit,,Y,1,ATH,Y,Y,,,,ASM010101
ALP,M,DH----------------,FNL-,000101--,Men's Downhill Run 1,"Descente hommes, manche 1",남자 활강 런 1,Men's Downhill Run 1,"Descente hommes, manche 1",남자 활강 런 1,Unit,,Y,0,ATH,Y,Y,Run 1,Manche 1,런 1,ASM010111
ALP,M,DH----------------,FNL-,000102--,Men's Downhill Run 2,"Descente hommes, manche 2",남자 활강 런 2,Men's Downhill Run 2,"Descente hommes, manche 2",남자 활강 런 2,Unit,,Y,1,ATH,Y,Y,Run 2,Manche 2,런 2,ASM010112
ALP,M,DH----------------,TRNO,--------,Men's Downhill Training,"Descente hommes, entraînement",남자 활강 연습,Men's Downhill Training,"Descente hommes, entraînement",남자 활강 연습,Training,,N,0,NONE,N,N,Training,Entraînement,연습,ASM010O00
ALP,M,DH----------------,TRNO,000100--,Men's Downhill 1st Training,"Descente hommes, entraînement 1",남자 활강 첫 번째 연습,Men's Downhill 1st Training,"Descente hommes, entraînement 1",남자 활강 첫 번째 연습,Training,,Y,0,ATH,Y,Y,1st Training,Entraînement 1,첫 번째 연습,ASM010O01
ALP,M,DH----------------,TRNO,000200--,Men's Downhill 2nd Training,"Descente hommes, entraînement 2",남자 활강 두 번째 연습,Men's Downhill 2nd Training,"Descente hommes, entraînement 2",남자 활강 두 번째 연습,Training,,Y,0,ATH,Y,Y,2nd Training,Entraînement 2,두 번째 연습,ASM010O02
ALP,M,DH----------------,TRNO,000300--,Men's Downhill 3rd Training,"Descente hommes, entraînement 3",남자 활강 세 번째 연습,Men's Downhill 3rd Training,"Descente hommes, entraînement 3",남자 활강 세 번째 연습,Training,,Y,0,ATH,Y,Y,3rd Training,Entraînement 3,세 번째 연습,ASM010O03
ALP,M,DH----------------,TRNO,000400--,Men's Downhill 4th Training,"Descente hommes, entraînement 4",남자 활강 네 번째 연습,Men's Downhill 4th Training,"Descente hommes, entraînement 4",남자 활강 네 번째 연습,Training,,Y,0,ATH,Y,Y,4th Training,Entraînement 4,네 번째 연습,ASM010O04
ALP,M,DH----------------,TRNO,000500--,Men's Downhill 5th Training,"Descente hommes, entraînement 5",남자 활강 다섯 번째 연습,Men's Downhill 5th Training,"Descente hommes, entraînement 5",남자 활강 다섯 번째 연습,Training,,Y,0,ATH,Y,Y,5th Training,Entraînement 5,다섯 번째 연습,ASM010O05
ALP,M,DH----------------,TRNO,000600--,Men's Downhill 6th Training,"Descente hommes, entraînement 6",남자 활강 여섯 번째 연습,Men's Downhill 6th Training,"Descente hommes, entraînement 6",남자 활강 여섯 번째 연습,Training,,Y,0,ATH,Y,Y,6th Training,Entraînement 6,여섯 번째 연습,ASM010O06
ALP,M,DH----------------,TRNO,001100--,Men's Downhill 1st DH and AC Training,"Descente H, desc. & comb. alp. entr. 1",남자 활강 첫 번째 활강 및 복합 연습,Men's Downhill 1st Training Run and Alpine Combined Downhill Training Run,"Descente hommes, entraînement de la descente et du combiné alpin 1",남자 활강 첫 번째 연습 주행 및 복합 활강 연습 주행,Training,,Y,0,ATH,Y,Y,1st DH and AC Training,Entraînement 1 DH AC,첫 번째 활강 및 복합 연습,ASM010O11
ALP,M,DH----------------,TRNO,001200--,Men's Downhill 2nd DH and AC Training,"Descente H, desc. & comb. alp. entr. 2",남자 활강 두 번째 활강 및 복합 연습,Men's Downhill 2nd Training Run and Alpine Combined Downhill Training Run,"Descente hommes, entraînement de la descente et du combiné alpin 2",남자 활강 두 번째 연습 주행 및 복합 활강 연습 주행,Training,,Y,0,ATH,Y,Y,2nd DH and AC Training,Entraînement 2 DH AC,두 번째 활강 및 복합 연습,ASM010O12
ALP,M,DH----------------,TRNO,001300--,Men's Downhill 3rd DH and AC Training,"Descente H, desc. & comb. alp. entr. 3",남자 활강 세 번째 활강 및 복합 연습,Men's Downhill 3rd Training Run and Alpine Combined Downhill Training Run,"Descente hommes, entraînement de la descente et du combiné alpin 3",남자 활강 세 번째 연습 주행 및 복합 활강 연습 주행,Training,,Y,0,ATH,Y,Y,3rd DH and AC Training,Entraînement 3 DH AC,세 번째 활강 및 복합 연습,ASM010O13
ALP,M,DH----------------,TRNO,001400--,Men's Downhill 4th DH and AC Training,"Descente H, desc. & comb. alp. entr. 4",남자 활강 네 번째 활강 및 복합 연습,Men's Downhill 4th Training Run and Alpine Combined Downhill Training Run,"Descente hommes, entraînement de la descente et du combiné alpin 4",남자 활강 네 번째 연습 주행 및 복합 활강 연습 주행,Training,,Y,0,ATH,Y,Y,4th DH and AC Training,Entraînement 4 DH AC,네 번째 활강 및 복합 연습,ASM010O14
ALP,M,DH----------------,TRNO,001500--,Men's Downhill 5th DH and AC Training,"Descente H, desc. & comb. alp. entr. 5",남자 활강 다섯 번째 활강 및 복합 연습,Men's Downhill 5th Training Run and Alpine Combined Downhill Training Run,"Descente hommes, entraînement de la descente et du combiné alpin 5",남자 활강 다섯 번째 연습 주행 및 복합 활강 연습 주행,Training,,Y,0,ATH,Y,Y,5th DH and AC Training,Entraînement 5 DH AC,다섯 번째 활강 및 복합 연습,ASM010O15
ALP,M,DH----------------,TRNO,001600--,Men's Downhill 6th DH and AC Training,"Descente H, desc. & comb. alp. entr. 6",남자 활강 여섯 번째 활강 및 복합 연습,Men's Downhill 6th Training Run and Alpine Combined Downhill Training Run,"Descente hommes, entraînement de la descente et du combiné alpin 6",남자 활강 여섯 번째 연습 주행 및 복합 활강 연습 주행,Training,,Y,0,ATH,Y,Y,6th DH and AC Training,Entraînement 6 DH AC,여섯 번째 활강 및 복합 연습,ASM010O16
ALP,M,DH----------------,VICT,FLOWER--,Men's Downhill Venue Ceremony,"Descente hommes, cérémonie du site",남자 활강 시상식,Men's Downhill Venue Ceremony,"Descente hommes, cérémonie du site",남자 활강 시상식,Medals,,Y,0,NONE,N,Y,Venue Ceremony,Cérémonie du site,시상식,ASM010M02
ALP,M,DH----------------,VICT,MEDAL---,Men's Downhill Victory Ceremony,"Descente hommes, cérémonie vainqueurs",남자 활강 메달 시상식,Men's Downhill Victory Ceremony,"Descente hommes, cérémonie des vainqueurs",남자 활강 메달 시상식,Medals,,Y,0,NONE,N,Y,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,ASM010M01
ALP,M,GS----------------,----,--------,Men's Giant Slalom,Slalom géant hommes,남자 대회전,Men's Giant Slalom,Slalom géant hommes,남자 대회전,Event,,N,0,NONE,N,N,,,,ASM030000
ALP,M,GS----------------,DRAW,--------,Men's Giant Slalom Draw,"Slalom géant hommes, tirage au sort",남자 대회전 추첨,Men's Giant Slalom Draw,"Slalom géant hommes, tirage au sort",남자 대회전 추첨,Draw,,N,0,NONE,N,N,Draw,Tirage au sort,추첨,
ALP,M,GS----------------,DRAW,000100--,Men's Giant Slalom Draw,"Slalom géant hommes, tirage au sort",남자 대회전 추첨,Men's Giant Slalom Draw,"Slalom géant hommes, tirage au sort",남자 대회전 추첨,Draw,,Y,0,NONE,N,Y,Draw,Tirage au sort,추첨,ASM030E01
ALP,M,GS----------------,FNL-,--------,Men's Giant Slalom,Slalom géant hommes,남자 대회전,Men's Giant Slalom,Slalom géant hommes,남자 대회전,Phase,,N,0,NONE,N,N,,,,
ALP,M,GS----------------,FNL-,000100--,Men's Giant Slalom Run 1,"Slalom géant hommes, manche 1",남자 대회전 런 1,Men's Giant Slalom Run 1,"Slalom géant hommes, manche 1",남자 대회전 런 1,Unit,,Y,0,ATH,Y,Y,Run 1,Manche 1,런 1,ASM030101
ALP,M,GS----------------,FNL-,000200--,Men's Giant Slalom Run 2,"Slalom géant hommes, manche 2",남자 대회전 런 2,Men's Giant Slalom Run 2,"Slalom géant hommes, manche 2",남자 대회전 런 2,Unit,,Y,1,ATH,Y,Y,Run 2,Manche 2,런 2,ASM030102
ALP,M,GS----------------,VICT,FLOWER--,Men's Giant Slalom Venue Ceremony,"Slalom géant hommes, cérémonie du site",남자 대회전 시상식,Men's Giant Slalom Venue Ceremony,"Slalom géant hommes, cérémonie du site",남자 대회전 시상식,Medals,,Y,0,NONE,N,Y,Venue Ceremony,Cérémonie du site,시상식,ASM030M02
ALP,M,GS----------------,VICT,MEDAL---,Men's Giant Slalom Victory Ceremony,"Slalom géant H, cérémonie vainqueurs",남자 대회전 메달 시상식,Men's Giant Slalom Victory Ceremony,"Slalom géant hommes, cérémonie des vainqueurs",남자 대회전 메달 시상식,Medals,,Y,0,NONE,N,Y,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,ASM030M01
ALP,M,SG----------------,----,--------,Men's Super-G,Super-G hommes,남자 슈퍼대회전,Men's Super-G,Super-G hommes,남자 슈퍼대회전,Event,,N,0,NONE,N,N,,,,ASM040000
ALP,M,SG----------------,DRAW,--------,Men's Super-G Draw,"Super-G hommes, tirage au sort",남자 슈퍼대회전 추첨,Men's Super-G Draw,"Super-G hommes, tirage au sort",남자 슈퍼대회전 추첨,Draw,,N,0,NONE,N,N,Draw,Tirage au sort,추첨,
ALP,M,SG----------------,DRAW,000100--,Men's Super-G Draw,"Super-G hommes, tirage au sort",남자 슈퍼대회전 추첨,Men's Super-G Draw,"Super-G hommes, tirage au sort",남자 슈퍼대회전 추첨,Draw,,Y,0,NONE,N,Y,Draw,Tirage au sort,추첨,ASM040E01
ALP,M,SG----------------,FNL-,--------,Men's Super-G,Super-G hommes,남자 슈퍼대회전,Men's Super-G,Super-G hommes,남자 슈퍼대회전,Phase,,N,0,NONE,N,N,,,,ASM040100
ALP,M,SG----------------,FNL-,000100--,Men's Super-G,Super-G hommes,남자 슈퍼대회전,Men's Super-G,Super-G hommes,남자 슈퍼대회전,Unit,,Y,1,ATH,Y,Y,,,,ASM040101
ALP,M,SG----------------,VICT,FLOWER--,Men's Super-G Venue Ceremony,"Super-G hommes, cérémonie du site",남자 슈퍼대회전 시상식,Men's Super-G Venue Ceremony,"Super-G hommes, cérémonie du site",남자 슈퍼대회전 시상식,Medals,,Y,0,NONE,N,Y,Venue Ceremony,Cérémonie du site,시상식,ASM040M02
ALP,M,SG----------------,VICT,MEDAL---,Men's Super-G Victory Ceremony,"Super-G hommes, cérémonie des vainqueurs",남자 슈퍼대회전 메달 시상식,Men's Super-G Victory Ceremony,"Super-G hommes, cérémonie des vainqueurs",남자 슈퍼대회전 메달 시상식,Medals,,Y,0,NONE,N,Y,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,ASM040M01
ALP,M,SL----------------,----,--------,Men's Slalom,Slalom hommes,남자 회전,Men's Slalom,Slalom hommes,남자 회전,Event,,N,0,NONE,N,N,,,,ASM020000
ALP,M,SL----------------,DRAW,--------,Men's Slalom Draw,"Slalom hommes, tirage au sort",남자 회전 추첨,Men's Slalom Draw,"Slalom hommes, tirage au sort",남자 회전 추첨,Draw,,N,0,NONE,N,N,Draw,Tirage au sort,추첨,
ALP,M,SL----------------,DRAW,000100--,Men's Slalom Draw,"Slalom hommes, tirage au sort",남자 회전 추첨,Men's Slalom Draw,"Slalom hommes, tirage au sort",남자 회전 추첨,Draw,,Y,0,NONE,N,Y,Draw,Tirage au sort,추첨,ASM020E01
ALP,M,SL----------------,FNL-,--------,Men's Slalom,Slalom hommes,남자 회전,Men's Slalom,Slalom hommes,남자 회전,Phase,,N,0,NONE,N,N,,,,
ALP,M,SL----------------,FNL-,000100--,Men's Slalom Run 1,"Slalom hommes, manche 1",남자 회전 런 1,Men's Slalom Run 1,"Slalom hommes, manche 1",남자 회전 런 1,Unit,,Y,0,ATH,Y,Y,Run 1,Manche 1,런 1,ASM020101
ALP,M,SL----------------,FNL-,000200--,Men's Slalom Run 2,"Slalom hommes, manche 2",남자 회전 런 2,Men's Slalom Run 2,"Slalom hommes, manche 2",남자 회전 런 2,Unit,,Y,1,ATH,Y,Y,Run 2,Manche 2,런 2,ASM020102
ALP,M,SL----------------,VICT,FLOWER--,Men's Slalom Venue Ceremony,"Slalom hommes, cérémonie du site",남자 회전 시상식,Men's Slalom Venue Ceremony,"Slalom hommes, cérémonie du site",남자 회전 시상식,Medals,,Y,0,NONE,N,Y,Venue Ceremony,Cérémonie du site,시상식,ASM020M02
ALP,M,SL----------------,VICT,MEDAL---,Men's Slalom Victory Ceremony,"Slalom hommes, cérémonie des vainqueurs",남자 회전 메달 시상식,Men's Slalom Victory Ceremony,"Slalom hommes, cérémonie des vainqueurs",남자 회전 메달 시상식,Medals,,Y,0,NONE,N,Y,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,ASM020M01
ALP,W,------------------,----,--------,Ladies' Alpine Skiing,Ski alpin femmes,알파인 스키 여자,Ladies' Alpine Skiing,Ski alpin femmes,여자알파인 스키,Gender,,N,0,NONE,N,N,,,,ASW000000
ALP,W,------------------,MEET,--------,Team Captains' Meeting - Ladies,Réunion chefs d'équipe - Femmes,대표자회의 - 여자,Team Captains' Meeting - Ladies,Réunion des chefs d'équipe - Femmes,대표자회의 - 여자경기,Meeting,,N,0,NONE,N,N,Team Captains' Meeting,Réunion des chefs d'équipe,대표자회의,
ALP,W,------------------,MEET,000100--,Team Captains' Meeting - Ladies,Réunion chefs d'équipe - Femmes,대표자회의 - 여자,Team Captains' Meeting - Ladies,Réunion des chefs d'équipe - Femmes,대표자회의 - 여자경기,Meeting,,Y,0,NONE,N,Y,Team Captains' Meeting,Réunion des chefs d'équipe,대표자회의,ASW000T11
ALP,W,------------------,MEET,000200--,Team Captains' Meeting - Ladies,Réunion chefs d'équipe - Femmes,대표자회의 - 여자,Team Captains' Meeting - Ladies,Réunion des chefs d'équipe - Femmes,대표자회의 - 여자경기,Meeting,,Y,0,NONE,N,Y,Team Captains' Meeting,Réunion des chefs d'équipe,대표자회의,ASW000T12
ALP,W,------------------,MEET,000300--,Team Captains' Meeting - Ladies,Réunion chefs d'équipe - Femmes,대표자회의 - 여자,Team Captains' Meeting - Ladies,Réunion des chefs d'équipe - Femmes,대표자회의 - 여자경기,Meeting,,Y,0,NONE,N,Y,Team Captains' Meeting,Réunion des chefs d'équipe,대표자회의,ASW000T13
ALP,W,------------------,MEET,000400--,Team Captains' Meeting - Ladies,Réunion chefs d'équipe - Femmes,대표자회의 - 여자,Team Captains' Meeting - Ladies,Réunion des chefs d'équipe - Femmes,대표자회의 - 여자경기,Meeting,,Y,0,NONE,N,Y,Team Captains' Meeting,Réunion des chefs d'équipe,대표자회의,ASW000T14
ALP,W,------------------,MEET,000500--,Team Captains' Meeting - Ladies,Réunion chefs d'équipe - Femmes,대표자회의 - 여자,Team Captains' Meeting - Ladies,Réunion des chefs d'équipe - Femmes,대표자회의 - 여자경기,Meeting,,Y,0,NONE,N,Y,Team Captains' Meeting,Réunion des chefs d'équipe,대표자회의,ASW000T15
ALP,W,------------------,MEET,000600--,Team Captains' Meeting - Ladies,Réunion chefs d'équipe - Femmes,대표자회의 - 여자,Team Captains' Meeting - Ladies,Réunion des chefs d'équipe - Femmes,대표자회의 - 여자경기,Meeting,,Y,0,NONE,N,Y,Team Captains' Meeting,Réunion des chefs d'équipe,대표자회의,ASW000T16
ALP,W,------------------,MEET,000700--,Team Captains' Meeting - Ladies,Réunion chefs d'équipe - Femmes,대표자회의 - 여자,Team Captains' Meeting - Ladies,Réunion des chefs d'équipe - Femmes,대표자회의 - 여자경기,Meeting,,Y,0,NONE,N,Y,Team Captains' Meeting,Réunion des chefs d'équipe,대표자회의,ASW000T17
ALP,W,------------------,MEET,000800--,Team Captains' Meeting - Ladies,Réunion chefs d'équipe - Femmes,대표자회의 - 여자,Team Captains' Meeting - Ladies,Réunion des chefs d'équipe - Femmes,대표자회의 - 여자경기,Meeting,,Y,0,NONE,N,Y,Team Captains' Meeting,Réunion des chefs d'équipe,대표자회의,ASW000T18
ALP,W,------------------,MEET,000900--,Team Captains' Meeting - Ladies,Réunion chefs d'équipe - Femmes,대표자회의 - 여자,Team Captains' Meeting - Ladies,Réunion des chefs d'équipe - Femmes,대표자회의 - 여자경기,Meeting,,Y,0,NONE,N,Y,Team Captains' Meeting,Réunion des chefs d'équipe,대표자회의,ASW000T19
ALP,W,------------------,MEET,001000--,Team Captains' Meeting - Ladies,Réunion chefs d'équipe - Femmes,대표자회의 - 여자,Team Captains' Meeting - Ladies,Réunion des chefs d'équipe - Femmes,대표자회의 - 여자경기,Meeting,,Y,0,NONE,N,Y,Team Captains' Meeting,Réunion des chefs d'équipe,대표자회의,ASW000T20
ALP,W,------------------,MEET,001100--,Team Captains' Meeting - Ladies,Réunion chefs d'équipe - Femmes,대표자회의 - 여자,Team Captains' Meeting - Ladies,Réunion des chefs d'équipe - Femmes,대표자회의 - 여자경기,Meeting,,Y,0,NONE,N,Y,Team Captains' Meeting,Réunion des chefs d'équipe,대표자회의,ASW000T21
ALP,W,------------------,MEET,001200--,Team Captains' Meeting - Ladies,Réunion chefs d'équipe - Femmes,대표자회의 - 여자,Team Captains' Meeting - Ladies,Réunion des chefs d'équipe - Femmes,대표자회의 - 여자경기,Meeting,,Y,0,NONE,N,Y,Team Captains' Meeting,Réunion des chefs d'équipe,대표자회의,ASW000T22
ALP,W,AC----------------,----,--------,Ladies' Alpine Combined,Combiné alpin femmes,여자 알파인 복합,Ladies' Alpine Combined,Combiné alpin femmes,여자 알파인 복합,Event,,N,0,NONE,N,N,,,,ASW105000
ALP,W,AC----------------,DRAW,--------,Ladies' Alpine Combined Draw,"Combiné alpin femmes, tirage au sort",여자 알파인 복합 추첨,Ladies' Alpine Combined Draw,"Combiné alpin femmes, tirage au sort",여자 알파인 복합 추첨,Draw,,N,0,NONE,N,N,Draw,Tirage au sort,추첨,
ALP,W,AC----------------,DRAW,000100--,Ladies' Alpine Combined Draw,"Combiné alpin femmes, tirage au sort",여자 알파인 복합 추첨,Ladies' Alpine Combined Draw,"Combiné alpin femmes, tirage au sort",여자 알파인 복합 추첨,Draw,,Y,0,NONE,N,Y,Draw,Tirage au sort,추첨,ASW105E01
ALP,W,AC----------------,DRAW,0001DH--,Ladies' Alpine Combined Downhill Draw,"Descente comb. alpin F, tirage au sort",여자 알파인 복합 활강 추첨,Ladies' Alpine Combined Downhill Draw,"Descente du combiné alpin femmes, tirage au sort",여자 알파인 복합 활강 추첨,Draw,,Y,0,NONE,N,Y,Downhill Draw,"Descente, tirage au sort",활강 추첨,ASW105E02
ALP,W,AC----------------,DRAW,0001SL--,Ladies' Alpine Combined Slalom Draw,"Slalom combiné alpin F, tirage au sort",여자 알파인 복합 회전 추첨,Ladies' Alpine Combined Slalom Draw,"Slalom du combiné alpin femmes, tirage au sort",여자 알파인 복합 회전 추첨,Draw,,Y,0,NONE,N,Y,Slalom Draw,"Slalom, tirage au sort",회전 추첨,ASW105E03
ALP,W,AC----------------,FNL-,--------,Ladies' Alpine Combined,Combiné alpin femmes,여자 알파인 복합,Ladies' Alpine Combined,Combiné alpin femmes,여자 알파인 복합,Phase,,N,0,NONE,N,N,,,,
ALP,W,AC----------------,FNL-,0001DH--,Ladies' Alpine Combined Downhill,Descente du combiné alpin femmes,여자 알파인 복합 활강,Ladies' Alpine Combined Downhill,Descente du combiné alpin femmes,여자 알파인 복합 활강,Unit,,Y,0,ATH,Y,Y,Downhill,Descente,활강,ASW105A01
ALP,W,AC----------------,FNL-,0001SG--,Ladies' Alpine Combined Super-G,Super-G du combiné alpin femmes,여자 알파인 복합 슈퍼대회전,Ladies' Alpine Combined Super-G,Super-G du combiné alpin femmes,여자 알파인 복합 슈퍼대회전,Unit,,Y,0,ATH,Y,Y,Super-G,Super-G,슈퍼대회전,ASW105C01
ALP,W,AC----------------,FNL-,0001SL--,Ladies' Alpine Combined Slalom,Slalom du combiné alpin femmes,여자 알파인 복합 회전,Ladies' Alpine Combined Slalom,Slalom du combiné alpin femmes,여자 알파인 복합 회전,Unit,,Y,1,ATH,Y,Y,Slalom,Slalom,복합 회전,ASW105B01
ALP,W,AC----------------,TRNO,--------,Ladies' AC Downhill Training,"Descente combiné alpin F, entraînement",여자 알파인 복합 활강 연습,Ladies' Alpine Combined Downhill Training,"Descente du combiné alpin femmes, entraînement",여자 알파인 복합 활강 연습,Training,,N,0,NONE,N,N,Downhill Training,"Descente, entraînement",활강 연습,ASW105O00
ALP,W,AC----------------,TRNO,000100--,Ladies' AC Downhill 1st Training,"Descente combiné alpin F, entraînement 1",여자 알파인 복합 활강 첫 번째 연습,Ladies' Alpine Combined Downhill 1st Training,"Descente du combiné alpin femmes, entraînement 1",여자 알파인 복합 활강 첫 번째 연습,Training,,Y,0,ATH,Y,Y,Downhill 1st Training,"Descente, entraînement 1",활강 첫 번째 연습,ASW105O01
ALP,W,AC----------------,TRNO,000200--,Ladies' AC Downhill 2nd Training,"Descente combiné alpin F, entraînement 2",여자 알파인 복합 활강 두 번째 연습,Ladies' Alpine Combined Downhill 2nd Training,"Descente du combiné alpin femmes, entraînement 2",여자 알파인 복합 활강 두 번째 연습,Training,,Y,0,ATH,Y,Y,Downhill 2nd Training,"Descente, entraînement 2",활강 두 번째 연습,ASW105O02
ALP,W,AC----------------,TRNO,000300--,Ladies' AC Downhill 3rd Training,"Descente combiné alpin F, entraînement 3",여자 알파인 복합 활강 세 번째 연습,Ladies' Alpine Combined Downhill 3rd Training,"Descente du combiné alpin femmes, entraînement 3",여자 알파인 복합 활강 세 번째 연습,Training,,Y,0,ATH,Y,Y,Downhill 3rd Training,"Descente, entraînement 3",활강 세 번째 연습,ASW105O03
ALP,W,AC----------------,TRNO,000400--,Ladies' AC Downhill 4th Training,"Descente combiné alpin F, entraînement 4",여자 알파인 복합 활강 네 번째 연습,Ladies' Alpine Combined Downhill 4th Training,"Descente du combiné alpin femmes, entraînement 4",여자 알파인 복합 활강 네 번째 연습,Training,,Y,0,ATH,Y,Y,Downhill 4th Training,"Descente, entraînement 4",활강 네 번째 연습,ASW105O04
ALP,W,AC----------------,TRNO,000500--,Ladies' AC Downhill 5th Training,"Descente combiné alpin F, entraînement 5",여자 알파인 복합 활강 다섯 번째 연습,Ladies' Alpine Combined Downhill 5th Training,"Descente du combiné alpin femmes, entraînement 5",여자 알파인 복합 활강 다섯 번째 연습,Training,,Y,0,ATH,Y,Y,Downhill 5th Training,"Descente, entraînement 5",활강 다섯 번째 연습,ASW105O05
ALP,W,AC----------------,TRNO,000600--,Ladies' AC Downhill 6th Training,"Descente combiné alpin F, entraînement 6",여자 알파인 복합 활강 여섯 번째 연습,Ladies' Alpine Combined Downhill 6th Training,"Descente du combiné alpin femmes, entraînement 6",여자 알파인 복합 활강 여섯 번째 연습,Training,,Y,0,ATH,Y,Y,Downhill 6th Training,"Descente, entraînement 6",활강 여섯 번째 연습,ASW105O06
ALP,W,AC----------------,VICT,FLOWER--,Ladies' Alpine Combined Venue Ceremony,"Combiné alpin femmes, cérémonie du site",여자 알파인 복합 시상식,Ladies' Alpine Combined Venue Ceremony,"Combiné alpin femmes, cérémonie du site",여자 알파인 복합 시상식,Medals,,Y,0,NONE,N,Y,Venue Ceremony,Cérémonie du site,시상식,ASW105M02
ALP,W,AC----------------,VICT,MEDAL---,Ladies' Alpine Combined Victory Ceremony,"Combiné alpin F, cérémonie vainqueurs",여자 알파인 복합 메달 시상식,Ladies' Alpine Combined Victory Ceremony,"Combiné alpin femmes, cérémonie des vainqueurs",여자 알파인 복합 메달 시상식,Medals,,Y,0,NONE,N,Y,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,ASW105M01
ALP,W,DH----------------,----,--------,Ladies' Downhill,Descente femmes,여자 활강,Ladies' Downhill,Descente femmes,여자 활강,Event,,N,0,NONE,N,N,,,,ASW010000
ALP,W,DH----------------,DRAW,--------,Ladies' Downhill Draw,"Descente femmes, tirage au sort",여자 활강 추첨,Ladies' Downhill Draw,"Descente femmes, tirage au sort",여자 활강 추첨,Draw,,N,0,NONE,N,N,Draw,Tirage au sort,추첨,
ALP,W,DH----------------,DRAW,000100--,Ladies' Downhill Draw,"Descente femmes, tirage au sort",여자 활강 추첨,Ladies' Downhill Draw,"Descente femmes, tirage au sort",여자 활강 추첨,Draw,,Y,0,NONE,N,Y,Draw,Tirage au sort,추첨,ASW010E01
ALP,W,DH----------------,FNL-,--------,Ladies' Downhill,Descente femmes,여자 활강,Ladies' Downhill,Descente femmes,여자 활강,Phase,,N,0,NONE,N,N,,,,
ALP,W,DH----------------,FNL-,000100--,Ladies' Downhill,Descente femmes,여자 활강,Ladies' Downhill,Descente femmes,여자 활강,Unit,,Y,1,ATH,Y,Y,,,,ASW010101
