Discipline,Gender,Event,phase,Eventunit,schedule,medalflag,ENG Description,POR Description,ENG longdescription,POR longdescription,Level,Order,Eventunittype,cisSchedule,infoSchedule,Competition Schedule Description,ENG unit Description,POR unit Description
AR,M,071,5,02,Y,0,Men's Ind. Recurve/Compound - W1 1/16,"Arco recurvo/composto masc-W1, primeira",Men's Individual Recurve/Compound - W1 1/16 Elimination,"Arco recurvo/composto masculino - W1, primeira fase",EventUnit,15,HATH,N,Y,Men's Individual Recurve/Compound - W1 1/16 Elimination 2,1/16 Elimination 2,Primeira fase
AR,M,071,5,03,Y,0,Men's Ind. Recurve/Compound - W1 1/16,"Arco recurvo/composto masc-W1, primeira",Men's Individual Recurve/Compound - W1 1/16 Elimination,"Arco recurvo/composto masculino - W1, primeira fase",EventUnit,15,HATH,N,Y,Men's Individual Recurve/Compound - W1 1/16 Elimination 3,1/16 Elimination 3,Primeira fase
AR,M,071,5,04,Y,0,Men's Ind. Recurve/Compound - W1 1/16,"Arco recurvo/composto masc-W1, primeira",Men's Individual Recurve/Compound - W1 1/16 Elimination,"Arco recurvo/composto masculino - W1, primeira fase",EventUnit,15,HATH,N,Y,Men's Individual Recurve/Compound - W1 1/16 Elimination 4,1/16 Elimination 4,Primeira fase
AR,M,071,5,05,Y,0,Men's Ind. Recurve/Compound - W1 1/16,"Arco recurvo/composto masc-W1, primeira",Men's Individual Recurve/Compound - W1 1/16 Elimination,"Arco recurvo/composto masculino - W1, primeira fase",EventUnit,15,HATH,N,Y,Men's Individual Recurve/Compound - W1 1/16 Elimination 5,1/16 Elimination 5,Primeira fase
AR,M,071,5,06,Y,0,Men's Ind. Recurve/Compound - W1 1/16,"Arco recurvo/composto masc-W1, primeira",Men's Individual Recurve/Compound - W1 1/16 Elimination,"Arco recurvo/composto masculino - W1, primeira fase",EventUnit,15,HATH,N,Y,Men's Individual Recurve/Compound - W1 1/16 Elimination 6,1/16 Elimination 6,Primeira fase
AR,M,071,5,07,Y,0,Men's Ind. Recurve/Compound - W1 1/16,"Arco recurvo/composto masc-W1, primeira",Men's Individual Recurve/Compound - W1 1/16 Elimination,"Arco recurvo/composto masculino - W1, primeira fase",EventUnit,15,HATH,N,Y,Men's Individual Recurve/Compound - W1 1/16 Elimination 7,1/16 Elimination 7,Primeira fase
AR,M,071,5,08,Y,0,Men's Ind. Recurve/Compound - W1 1/16,"Arco recurvo/composto masc-W1, primeira",Men's Individual Recurve/Compound - W1 1/16 Elimination,"Arco recurvo/composto masculino - W1, primeira fase",EventUnit,15,HATH,N,Y,Men's Individual Recurve/Compound - W1 1/16 Elimination 8,1/16 Elimination 8,Primeira fase
AR,M,071,5,09,Y,0,Men's Ind. Recurve/Compound - W1 1/16,"Arco recurvo/composto masc-W1, primeira",Men's Individual Recurve/Compound - W1 1/16 Elimination,"Arco recurvo/composto masculino - W1, primeira fase",EventUnit,15,HATH,N,Y,Men's Individual Recurve/Compound - W1 1/16 Elimination 9,1/16 Elimination 9,Primeira fase
AR,M,071,5,10,Y,0,Men's Ind. Recurve/Compound - W1 1/16,"Arco recurvo/composto masc-W1, primeira",Men's Individual Recurve/Compound - W1 1/16 Elimination,"Arco recurvo/composto masculino - W1, primeira fase",EventUnit,15,HATH,N,Y,Men's Individual Recurve/Compound - W1 1/16 Elimination 10,1/16 Elimination 10,Primeira fase
AR,M,071,5,11,Y,0,Men's Ind. Recurve/Compound - W1 1/16,"Arco recurvo/composto masc-W1, primeira",Men's Individual Recurve/Compound - W1 1/16 Elimination,"Arco recurvo/composto masculino - W1, primeira fase",EventUnit,15,HATH,N,Y,Men's Individual Recurve/Compound - W1 1/16 Elimination 11,1/16 Elimination 11,Primeira fase
AR,M,071,5,12,Y,0,Men's Ind. Recurve/Compound - W1 1/16,"Arco recurvo/composto masc-W1, primeira",Men's Individual Recurve/Compound - W1 1/16 Elimination,"Arco recurvo/composto masculino - W1, primeira fase",EventUnit,15,HATH,N,Y,Men's Individual Recurve/Compound - W1 1/16 Elimination 12,1/16 Elimination 12,Primeira fase
AR,M,071,5,13,Y,0,Men's Ind. Recurve/Compound - W1 1/16,"Arco recurvo/composto masc-W1, primeira",Men's Individual Recurve/Compound - W1 1/16 Elimination,"Arco recurvo/composto masculino - W1, primeira fase",EventUnit,15,HATH,N,Y,Men's Individual Recurve/Compound - W1 1/16 Elimination 13,1/16 Elimination 13,Primeira fase
AR,M,071,5,14,Y,0,Men's Ind. Recurve/Compound - W1 1/16,"Arco recurvo/composto masc-W1, primeira",Men's Individual Recurve/Compound - W1 1/16 Elimination,"Arco recurvo/composto masculino - W1, primeira fase",EventUnit,15,HATH,N,Y,Men's Individual Recurve/Compound - W1 1/16 Elimination 14,1/16 Elimination 14,Primeira fase
AR,M,071,5,15,Y,0,Men's Ind. Recurve/Compound - W1 1/16,"Arco recurvo/composto masc-W1, primeira",Men's Individual Recurve/Compound - W1 1/16 Elimination,"Arco recurvo/composto masculino - W1, primeira fase",EventUnit,15,HATH,N,Y,Men's Individual Recurve/Compound - W1 1/16 Elimination 15,1/16 Elimination 15,Primeira fase
AR,M,071,5,16,Y,0,Men's Ind. Recurve/Compound - W1 1/16,"Arco recurvo/composto masc-W1, primeira",Men's Individual Recurve/Compound - W1 1/16 Elimination,"Arco recurvo/composto masculino - W1, primeira fase",EventUnit,15,HATH,N,Y,Men's Individual Recurve/Compound - W1 1/16 Elimination 16,1/16 Elimination 16,Primeira fase
AR,M,071,9,00,N,0,Men's Ind. Recurve/Compound - W1 RR,"Arco recurvo/composto masc-W1, classif",Men's Individual Recurve/Compound - W1 Ranking Round,"Arco recurvo/composto masculino - W1, classificatório",Phase,14,NONE,N,N,Men's Individual Recurve/Compound - W1 Ranking Round,Ranking Round,Classificatório
AR,M,071,9,01,Y,0,Men's Ind. Recurve/Compound - W1 RR,"Arco recurvo/composto masc-W1, classif",Men's Individual Recurve/Compound - W1 Ranking Round,"Arco recurvo/composto masculino - W1, classificatório",EventUnit,15,ATH,N,Y,Men's Individual Recurve/Compound - W1 Ranking Round,Ranking Round,Classificatório
AR,M,071,M,00,Y,0,Men's Ind. Recurve/Compound - W1 VC,"Arco recurvo/composto masc-W1, premiação",Men's Individual Recurve/Compound - W1 Victory Ceremony,"Arco recurvo/composto masculino - W1, cerimônia de premiação",Medals,17,NONE,N,Y,Men's Individual Recurve/Compound - W1 Victory Ceremony,"",""
AR,M,072,0,00,N,0,Men's Ind. Compound - Open,Arco composto masculino - aberto,Men's Individual Compound - Open,Arco composto masculino - aberto,Event,13,NONE,N,N,Men's Individual Compound - Open,"",""
AR,M,072,1,00,N,0,Men's Ind. Compound - Open Finals,"Arco composto masc - aberto, finais",Men's Individual Compound - Open Finals,"Arco composto masculino - aberto, finais",Phase,14,NONE,N,N,Men's Individual Compound - Open Finals,Finals,Finais
AR,M,072,1,01,Y,1,Men's Ind. Compound - Open Gold Medal,"Arco composto masc - aberto, ouro",Men's Individual Compound - Open Gold Medal,"Arco composto masculino - aberto, disputa pelo ouro",EventUnit,15,HATH,N,Y,Men's Individual Compound - Open Gold Medal,Gold Medal,Disputa pelo ouro
AR,M,072,1,02,Y,2,Men's Ind. Compound - Open Bronze Medal,"Arco composto masc - aberto, bronze",Men's Individual Compound - Open Bronze Medal,"Arco composto masculino - aberto, disputa pelo bronze",EventUnit,15,HATH,N,Y,Men's Individual Compound - Open Bronze Medal,Bronze Medal,Disputa pelo bronze
AR,M,072,2,00,N,0,Men's Ind. Compound - Open Semifinals,"Arco composto masc - aberto, semifinais",Men's Individual Compound - Open Semifinals,"Arco composto masculino - aberto, semifinais",Phase,14,NONE,N,N,Men's Individual Compound - Open Semifinals,Semifinals,Semifinais
AR,M,072,2,01,Y,0,Men's Ind. Compound - Open Semifinal,"Arco composto masc - aberto, semifinal",Men's Individual Compound - Open Semifinal,"Arco composto masculino - aberto, semifinal",EventUnit,15,HATH,N,Y,Men's Individual Compound - Open Semifinal 1,Semifinal,Semifinal
AR,M,072,2,02,Y,0,Men's Ind. Compound - Open Semifinal,"Arco composto masc - aberto, semifinal",Men's Individual Compound - Open Semifinal,"Arco composto masculino - aberto, semifinal",EventUnit,15,HATH,N,Y,Men's Individual Compound - Open Semifinal 2,Semifinal,Semifinal
AR,M,072,3,00,N,0,Men's Ind. Compound - Open QF,"Arco composto masc - aberto, quartas",Men's Individual Compound - Open Quarterfinals,"Arco composto masculino - aberto, quartas de final",Phase,14,NONE,N,N,Men's Individual Compound - Open Quarterfinals,Quarterfinals,Quartas de finais
AR,M,072,3,01,Y,0,Men's Ind. Compound - Open QF,"Arco composto masc - aberto, quartas",Men's Individual Compound - Open Quarterfinal,"Arco composto masculino - aberto, quartas de final",EventUnit,15,HATH,N,Y,Men's Individual Compound -Open Quarterfinal 1,Quarterfinal,Quartas de finais
AR,M,072,3,02,Y,0,Men's Ind. Compound - Open QF,"Arco composto masc - aberto, quartas",Men's Individual Compound - Open Quarterfinal,"Arco composto masculino - aberto, quartas de final",EventUnit,15,HATH,N,Y,Men's Individual Compound -Open Quarterfinal 2,Quarterfinal,Quartas de finais
AR,M,072,3,03,Y,0,Men's Ind. Compound - Open QF,"Arco composto masc - aberto, quartas",Men's Individual Compound - Open Quarterfinal,"Arco composto masculino - aberto, quartas de final",EventUnit,15,HATH,N,Y,Men's Individual Compound -Open Quarterfinal 3,Quarterfinal,Quartas de finais
AR,M,072,3,04,Y,0,Men's Ind. Compound - Open QF,"Arco composto masc - aberto, quartas",Men's Individual Compound - Open Quarterfinal,"Arco composto masculino - aberto, quartas de final",EventUnit,15,HATH,N,Y,Men's Individual Compound -Open Quarterfinal 4,Quarterfinal,Quartas de finais
AR,M,072,4,00,N,0,Men's Ind. Compound - Open 1/8 Elimin.,"Arco composto masc - aberto, oitavas",Men's Individual Compound - Open 1/8 Eliminations,"Arco composto masculino - aberto, oitavas de final",Phase,14,NONE,N,N,Men's Individual Compound - Open 1/8 Eliminations,1/8 Eliminations,Oitavas de final
AR,M,072,4,01,Y,0,Men's Ind. Compound - Open 1/8 Elimin.,"Arco composto masc - aberto, oitavas",Men's Individual Compound - Open 1/8 Elimination,"Arco composto masculino - aberto, oitavas de final",EventUnit,15,HATH,N,Y,Men's Individual Compound - Open 1/8 Elimination 1,1/8 Elimination 1,Oitavas de final
AR,M,072,4,02,Y,0,Men's Ind. Compound - Open 1/8 Elimin.,"Arco composto masc - aberto, oitavas",Men's Individual Compound - Open 1/8 Elimination,"Arco composto masculino - aberto, oitavas de final",EventUnit,15,HATH,N,Y,Men's Individual Compound - Open 1/8 Elimination 2,1/8 Elimination 2,Oitavas de final
AR,M,072,4,03,Y,0,Men's Ind. Compound - Open 1/8 Elimin.,"Arco composto masc - aberto, oitavas",Men's Individual Compound - Open 1/8 Elimination,"Arco composto masculino - aberto, oitavas de final",EventUnit,15,HATH,N,Y,Men's Individual Compound - Open 1/8 Elimination 3,1/8 Elimination 3,Oitavas de final
AR,M,072,4,04,Y,0,Men's Ind. Compound - Open 1/8 Elimin.,"Arco composto masc - aberto, oitavas",Men's Individual Compound - Open 1/8 Elimination,"Arco composto masculino - aberto, oitavas de final",EventUnit,15,HATH,N,Y,Men's Individual Compound - Open 1/8 Elimination 4,1/8 Elimination 4,Oitavas de final
AR,M,072,4,05,Y,0,Men's Ind. Compound - Open 1/8 Elimin.,"Arco composto masc - aberto, oitavas",Men's Individual Compound - Open 1/8 Elimination,"Arco composto masculino - aberto, oitavas de final",EventUnit,15,HATH,N,Y,Men's Individual Compound - Open 1/8 Elimination 5,1/8 Elimination 5,Oitavas de final
AR,M,072,4,06,Y,0,Men's Ind. Compound - Open 1/8 Elimin.,"Arco composto masc - aberto, oitavas",Men's Individual Compound - Open 1/8 Elimination,"Arco composto masculino - aberto, oitavas de final",EventUnit,15,HATH,N,Y,Men's Individual Compound - Open 1/8 Elimination 6,1/8 Elimination 6,Oitavas de final
AR,M,072,4,07,Y,0,Men's Ind. Compound - Open 1/8 Elimin.,"Arco composto masc - aberto, oitavas",Men's Individual Compound - Open 1/8 Elimination,"Arco composto masculino - aberto, oitavas de final",EventUnit,15,HATH,N,Y,Men's Individual Compound - Open 1/8 Elimination 7,1/8 Elimination 7,Oitavas de final
AR,M,072,4,08,Y,0,Men's Ind. Compound - Open 1/8 Elimin.,"Arco composto masc - aberto, oitavas",Men's Individual Compound - Open 1/8 Elimination,"Arco composto masculino - aberto, oitavas de final",EventUnit,15,HATH,N,Y,Men's Individual Compound - Open 1/8 Elimination 8,1/8 Elimination 8,Oitavas de final
AR,M,072,5,00,N,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, primeira",Men's Individual Compound - Open 1/16 Eliminations,"Arco composto masculino - aberto, primeira fase",Phase,14,NONE,N,N,Men's Individual Compound - Open 1/16 Eliminations,1/16 Eliminations,Primeira fase
AR,M,072,5,01,Y,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, primeira",Men's Individual Compound - Open 1/16 Elimination,"Arco composto masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,Men's Individual Compound - Open 1/16 Elimination 1,1/16 Elimination 1,Primeira fase
AR,M,072,5,02,Y,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, primeira",Men's Individual Compound - Open 1/16 Elimination,"Arco composto masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,Men's Individual Compound - Open 1/16 Elimination 2,1/16 Elimination 2,Primeira fase
AR,M,072,5,03,Y,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, primeira",Men's Individual Compound - Open 1/16 Elimination,"Arco composto masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,Men's Individual Compound - Open 1/16 Elimination 3,1/16 Elimination 3,Primeira fase
AR,M,072,5,04,Y,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, primeira",Men's Individual Compound - Open 1/16 Elimination,"Arco composto masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,Men's Individual Compound - Open 1/16 Elimination 4,1/16 Elimination 4,Primeira fase
AR,M,072,5,05,Y,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, primeira",Men's Individual Compound - Open 1/16 Elimination,"Arco composto masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,Men's Individual Compound - Open 1/16 Elimination 5,1/16 Elimination 5,Primeira fase
AR,M,072,5,06,Y,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, primeira",Men's Individual Compound - Open 1/16 Elimination,"Arco composto masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,Men's Individual Compound - Open 1/16 Elimination 6,1/16 Elimination 6,Primeira fase
AR,M,072,5,07,Y,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, primeira",Men's Individual Compound - Open 1/16 Elimination,"Arco composto masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,Men's Individual Compound - Open 1/16 Elimination 7,1/16 Elimination 7,Primeira fase
AR,M,072,5,08,Y,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, primeira",Men's Individual Compound - Open 1/16 Elimination,"Arco composto masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,Men's Individual Compound - Open 1/16 Elimination 8,1/16 Elimination 8,Primeira fase
AR,M,072,5,09,Y,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, primeira",Men's Individual Compound - Open 1/16 Elimination,"Arco composto masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,Men's Individual Compound - Open 1/16 Elimination 9,1/16 Elimination 9,Primeira fase
AR,M,072,5,10,Y,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, primeira",Men's Individual Compound - Open 1/16 Elimination,"Arco composto masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,Men's Individual Compound - Open 1/16 Elimination 10,1/16 Elimination 10,Primeira fase
AR,M,072,5,11,Y,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, primeira",Men's Individual Compound - Open 1/16 Elimination,"Arco composto masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,Men's Individual Compound - Open 1/16 Elimination 11,1/16 Elimination 11,Primeira fase
AR,M,072,5,12,Y,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, primeira",Men's Individual Compound - Open 1/16 Elimination,"Arco composto masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,Men's Individual Compound - Open 1/16 Elimination 12,1/16 Elimination 12,Primeira fase
AR,M,072,5,13,Y,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, primeira",Men's Individual Compound - Open 1/16 Elimination,"Arco composto masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,Men's Individual Compound - Open 1/16 Elimination 13,1/16 Elimination 13,Primeira fase
AR,M,072,5,14,Y,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, primeira",Men's Individual Compound - Open 1/16 Elimination,"Arco composto masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,Men's Individual Compound - Open 1/16 Elimination 14,1/16 Elimination 14,Primeira fase
AR,M,072,5,15,Y,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, primeira",Men's Individual Compound - Open 1/16 Elimination,"Arco composto masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,Men's Individual Compound - Open 1/16 Elimination 15,1/16 Elimination 15,Primeira fase
AR,M,072,5,16,Y,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, primeira",Men's Individual Compound - Open 1/16 Elimination,"Arco composto masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,Men's Individual Compound - Open 1/16 Elimination 16,1/16 Elimination 16,Primeira fase
AR,M,072,9,00,N,0,Men's Ind. Compound - Open Ranking Rnd,"Arco composto masc - aberto, classif",Men's Individual Compound - Open Ranking Round,"Arco composto masculino - aberto, classificatório",Phase,14,NONE,N,N,Men's Individual Compound - Open Ranking Round,Ranking Round,Classificatório
AR,M,072,9,01,Y,0,Men's Ind. Compound - Open Ranking Rnd,"Arco composto masc - aberto, classif",Men's Individual Compound - Open Ranking Round,"Arco composto masculino - aberto, classificatório",EventUnit,15,ATH,N,Y,Men's Individual Compound - Open Ranking Round,Ranking Round,Classificatório
AR,M,072,M,00,Y,0,Men's Ind. Compound - Open VC,"Arco composto masc - aberto, premiação",Men's Individual Compound - Open Victory Ceremony,"Arco composto masculino - aberto, cerimônia de premiação",Medals,17,NONE,N,Y,Men's Individual Compound - Open Victory Ceremony,Victory Ceremony,Cerimônia de premiação
AR,M,073,0,00,N,0,Men's Ind. Recurve - Open,Arco recurvo masculino - W1,Men's Individual Recurve - Open,Arco recurvo masculino - W1,Event,13,NONE,N,N,Men's Individual Recurve - Open,"",""
AR,M,073,1,00,N,0,Men's Ind. Recurve - Open Finals,"Arco recurvo masculino - W1, finais",Men's Individual Recurve - Open Finals,"Arco recurvo masculino - W1, finais",Phase,14,NONE,N,N,Men's Individual Recurve - Open Finals,Finals,Finais
AR,M,073,1,01,Y,1,Men's Ind. Recurve - Open Gold Medal,"Arco recurvo masc - W1, disputa ouro",Men's Individual Recurve - Open Gold Medal,"Arco recurvo masculino - W1, disputa pelo ouro",EventUnit,15,HATH,N,Y,Men's Individual Recurve - Open Gold Medal,Gold Medal,Disputa pelo ouro
AR,M,073,1,02,Y,2,Men's Ind. Recurve - Open Bronze Medal,"Arco recurvo masc - W1, disputa bronze",Men's Individual Recurve - Open Bronze Medal,"Arco recurvo masculino - W1, disputa pelo bronze",EventUnit,15,HATH,N,Y,Men's Individual Recurve - Open Bronze Medal,Bronze Medal,Disputa pelo bronze
AR,M,073,2,00,N,0,Men's Ind. Recurve - Open Semifinals,"Arco recurvo masc - W1, semifinal",Men's Individual Recurve - Open Semifinals,"Arco recurvo masculino - W1, semifinal",Phase,14,NONE,N,N,Men's Individual Recurve - Open Semifinals,Semifinals,Semifinais
AR,M,073,2,01,Y,0,Men's Ind. Recurve - Open Semifinal,"Arco recurvo masc - W1, semifinal",Men's Individual Recurve - Open Semifinal,"Arco recurvo masculino - W1, semifinal",EventUnit,15,HATH,N,Y,Men's Individual Recurve - Open Semifinal 1,Semifinal,Semifinal
AR,M,073,2,02,Y,0,Men's Ind. Recurve - Open Semifinal,"Arco recurvo masc - W1, semifinal",Men's Individual Recurve - Open Semifinal,"Arco recurvo masculino - W1, semifinal",EventUnit,15,HATH,N,Y,Men's Individual Recurve - Open Semifinal 2,Semifinal,Semifinal
AR,M,073,3,00,N,0,Men's Ind. Recurve - Open QF,"Arco recurvo masc - W1, quartas de final",Men's Individual Recurve - Open Quarterfinals,"Arco recurvo masculino - W1, quartas de final",Phase,14,NONE,N,N,Men's Individual Recurve - Open Quarterfinals,Quarterfinals,Quartas de finais
AR,M,073,3,01,Y,0,Men's Ind. Recurve - Open QF,"Arco recurvo masc - W1, quartas de final",Men's Individual Recurve - Open Quarterfinal,"Arco recurvo masculino - W1, quartas de final",EventUnit,15,HATH,N,Y,Men's Individual Recurve - Open Quarterfinal 1,Quarterfinal 1,Quartas de final 1
AR,M,073,3,02,Y,0,Men's Ind. Recurve - Open QF,"Arco recurvo masc - W1, quartas de final",Men's Individual Recurve - Open Quarterfinal,"Arco recurvo masculino - W1, quartas de final",EventUnit,15,HATH,N,Y,Men's Individual Recurve - Open Quarterfinal 2,Quarterfinal 2,Quartas de final 2
AR,M,073,3,03,Y,0,Men's Ind. Recurve - Open QF,"Arco recurvo masc - W1, quartas de final",Men's Individual Recurve - Open Quarterfinal,"Arco recurvo masculino - W1, quartas de final",EventUnit,15,HATH,N,Y,Men's Individual Recurve - Open Quarterfinal 3,Quarterfinal 3,Quartas de final 3
AR,M,073,3,04,Y,0,Men's Ind. Recurve - Open QF,"Arco recurvo masc - W1, quartas de final",Men's Individual Recurve - Open Quarterfinal,"Arco recurvo masculino - W1, quartas de final",EventUnit,15,HATH,N,Y,Men's Individual Recurve - Open Quarterfinal 4,Quarterfinal 4,Quartas de final 4
AR,M,073,4,00,N,0,Men's Ind. Recurve - Open 1/8 Elimin.,"Arco recurvo masc - W1, oitavas de final",Men's Individual Recurve - Open 1/8 Eliminations,"Arco recurvo masculino - W1, oitavas de final",Phase,14,NONE,N,N,Men's Individual Recurve - Open 1/8 Eliminations,1/8 Eliminations,Oitavas de final
AR,M,073,4,01,Y,0,Men's Ind. Recurve - Open 1/8 Elimin.,"Arco recurvo masc - W1, oitavas de final",Men's Individual Recurve - Open 1/8 Elimination,"Arco recurvo masculino - W1, oitavas de final",EventUnit,15,HATH,N,Y,Men's Individual Recurve - Open 1/8 Elimination 1,1/8 Elimination 1,Oitavas de final
AR,M,073,4,02,Y,0,Men's Ind. Recurve - Open 1/8 Elimin.,"Arco recurvo masc - W1, oitavas de final",Men's Individual Recurve - Open 1/8 Elimination,"Arco recurvo masculino - W1, oitavas de final",EventUnit,15,HATH,N,Y,Men's Individual Recurve - Open 1/8 Elimination 2,1/8 Elimination 2,Oitavas de final
AR,M,073,4,03,Y,0,Men's Ind. Recurve - Open 1/8 Elimin.,"Arco recurvo masc - W1, oitavas de final",Men's Individual Recurve - Open 1/8 Elimination,"Arco recurvo masculino - W1, oitavas de final",EventUnit,15,HATH,N,Y,Men's Individual Recurve - Open 1/8 Elimination 3,1/8 Elimination 3,Oitavas de final
