Discipline,Gender,Event,order,ENG Description,POR Description,ENG longdescription,POR longdescription,Team Event
CR,M,121,19,Men's Time Trial C1,Contrarrelógio de estrada masculina - C1,Men's Time Trial C1,Contrarrelógio de estrada masculina - C1,N
CR,M,122,20,Men's Time Trial C2,Contrarrelógio de estrada masculina - C2,Men's Time Trial C2,Contrarrelógio de estrada masculina - C2,N
CR,M,123,21,Men's Time Trial C3,Contrarrelógio de estrada masculina - C3,Men's Time Trial C3,Contrarrelógio de estrada masculina - C3,N
CR,M,124,22,Men's Time Trial C4,Contrarrelógio de estrada masculina - C4,Men's Time Trial C4,Contrarrelógio de estrada masculina - C4,N
CR,M,125,23,Men's Time Trial C5,Contrarrelógio de estrada masculina - C5,Men's Time Trial C5,Contrarrelógio de estrada masculina - C5,N
CR,M,132,24,Men's Time Trial T1-2,Contrarrelógio de estrada masc - T1-2,Men's Time Trial T1-2,Contrarrelógio de estrada masculina - T1-2,N
CR,M,141,25,Men's Time Trial B,Contrarrelógio de estrada masculina - B,Men's Time Trial B,Contrarrelógio de estrada masculina - B,N
CR,W,000,,Women's Cycling Road,Prova de estrada feminino,Women's Cycling Road,Prova de estrada feminino,
CR,W,014,9,Women's Road Race H1-2-3-4,Prova de estrada feminino - H1-2-3-4,Women's Road Race H1-2-3-4,Prova de estrada feminino - H1-2-3-4,N
CR,W,015,10,Women's Road Race H5,Prova de estrada feminino - H5,Women's Road Race H5,Prova de estrada feminino - H5,N
CR,W,023,11,Women's Road Race C1-2-3,Prova de estrada feminino - C1-2-3,Women's Road Race C1-2-3,Prova de estrada feminino - C1-2-3,N
CR,W,025,12,Women's Road Race C4-5,Prova de estrada feminino - C4-5,Women's Road Race C4-5,Prova de estrada feminino - C4-5,N
CR,W,032,13,Women's Road Race T1-2,Prova de estrada feminino - T1-2,Women's Road Race T1-2,Prova de estrada feminino - T1-2,N
CR,W,041,14,Women's Road Race B,Prova de estrada feminino - B,Women's Road Race B,Prova de estrada feminino - B,N
CR,W,113,26,Women's Time Trial H1-2-3,Contrarrelógio de estrada fem - H1-2-3,Women's Time Trial H1-2-3,Contrarrelógio de estrada feminino - H1-2-3,N
CR,W,115,27,Women's Time Trial H4-5,Contrarrelógio de estrada fem - H4-5,Women's Time Trial H4-5,Contrarrelógio de estrada feminino - H4-5,N
CR,W,123,28,Women's Time Trial C1-2-3,Contrarrelógio de estrada fem - C1-2-3,Women's Time Trial C1-2-3,Contrarrelógio de estrada feminino - C1-2-3,N
CR,W,124,29,Women's Time Trial C4,Contrarrelógio de estrada feminino - C4,Women's Time Trial C4,Contrarrelógio de estrada feminino - C4,N
CR,W,125,30,Women's Time Trial C5,Contrarrelógio de estrada feminino - C5,Women's Time Trial C5,Contrarrelógio de estrada feminino - C5,N
CR,W,132,31,Women's Time Trial T1-2,Contrarrelógio de estrada fem - T1-2,Women's Time Trial T1-2,Contrarrelógio de estrada feminino - T1-2,N
CR,W,141,32,Women's Time Trial B,Contrarrelógio de estrada feminino - B,Women's Time Trial B,Contrarrelógio de estrada feminino - B,N
CR,X,000,,Mixed Cycling Road,Prova de estrada mista,Mixed Cycling Road,Prova de estrada mista,
CR,X,415,33,Mixed Team Relay H5,Revezamento por equipes misto - H5,Mixed Team Relay H5,Revezamento por equipes misto - H5,Y
CT,0,000,,Cycling Track,Ciclismo de pista,Cycling Track,Ciclismo de pista,
CT,0,ROV,,Rio Olympic Velodrome,Velódromo Olímpico do Rio,Rio Olympic Velodrome,Velódromo Olímpico do Rio,
CT,M,000,,Men's Cycling Track,Ciclismo de pista masculino,Men's Cycling Track,Ciclismo de pista masculino,
CT,M,026,1,Men's Individual C1 Pursuit,Perseguição masculina - C1,Men's Individual C1 Pursuit,Perseguição masculina - C1,N
CT,M,027,2,Men's Individual B Pursuit,Perseguição masculina - B,Men's Individual B Pursuit,Perseguição masculina - B,N
CT,M,028,3,Men's Individual C2 Pursuit,Perseguição masculina - C2,Men's Individual C2 Pursuit,Perseguição masculina - C2,N
CT,M,029,4,Men's Individual C3 Pursuit,Perseguição masculina - C3,Men's Individual C3 Pursuit,Perseguição masculina - C3,N
CT,M,030,5,Men's Individual C4 Pursuit,Perseguição masculina - C4,Men's Individual C4 Pursuit,Perseguição masculina - C4,N
CT,M,036,6,Men's Individual B 1km Time Trial,Quilômetro masculino - B,Men's Individual B 1km Time Trial,Quilômetro masculino - B,N
CT,M,037,7,Men's Individual C1-2-3 1km Time Trial,Quilômetro masculino - C1-2-3,Men's Individual C1-2-3 1km Time Trial,Quilômetro masculino - C1-2-3,N
CT,M,038,8,Men's Individual C4-5 1km Time Trial,Quilômetro masculino - C4-5,Men's Individual C4-5 1km Time Trial,Quilômetro masculino - C4-5,N
CT,M,041,9,Men's Individual C5 Pursuit,Perseguição masculina - C5,Men's Individual C5 Pursuit,Perseguição masculina - C5,N
CT,W,000,,Women's Cycling Track,Ciclismo de pista feminino,Women's Cycling Track,Ciclismo de pista feminino,
CT,W,027,10,Women's Individual B Pursuit,Perseguição feminina - B,Women's Individual B Pursuit,Perseguição feminina - B,N
CT,W,028,11,Women's Individual C1-2-3 Pursuit,Perseguição feminina - C1-2-3,Women's Individual C1-2-3 Pursuit,Perseguição feminina - C1-2-3,N
CT,W,029,12,Women's Individual C4 Pursuit,Perseguição feminina - C4,Women's Individual C4 Pursuit,Perseguição feminina - C4,N
CT,W,030,13,Women's Individual C5 Pursuit,Perseguição feminina - C5,Women's Individual C5 Pursuit,Perseguição feminina - C5,N
CT,W,036,14,Women's Individual B 1km Time Trial,Quilômetro feminino - B,Women's Individual B 1km Time Trial,Quilômetro feminino - B,N
CT,W,037,15,Women's Indv. C1-2-3 500m Time Trial,500m feminino - C1-2-3,Women's Individual C1-2-3 500m Time Trial,500m feminino - C1-2-3,N
CT,W,038,16,Women's Individual C4-5 500m Time Trial,500m feminino - C4-5,Women's Individual C4-5 500m Time Trial,500m feminino - C4-5,N
CT,X,000,,Mixed Cycling Track,Ciclismo de pista misto,Mixed Cycling Track,Ciclismo de pista misto,
CT,X,052,17,Mixed C1 to 5 Team Sprint,Velocidade por equipes mista - C1-5,Mixed C1 to 5 Team Sprint,Velocidade por equipes mista - C1-5,Y
CY,0,000,,Cycling,Ciclismo,Cycling,Ciclismo,
EQ,0,000,,Equestrian,Hipismo,Equestrian,Hipismo,
EQ,0,EQC,,Olympic Equestrian Centre,Centro Olímpico de Hipismo,Olympic Equestrian Centre,Centro Olímpico de Hipismo,
EQ,X,000,,Equestrian,Hipismo,Equestrian,Hipismo,
EQ,X,001,6,Individual Championship Test - Grade Ia,Campeonato individual misto - grau Ia,Individual Championship Test - Grade Ia,Campeonato individual misto - grau Ia,N
EQ,X,002,8,Individual Championship Test - Grade II,Campeonato individual misto - grau II,Individual Championship Test - Grade II,Campeonato individual misto - grau II,N
EQ,X,003,9,Individual Championship Test - Grade III,Campeonato individual misto - grau III,Individual Championship Test - Grade III,Campeonato individual misto - grau III,N
EQ,X,004,10,Individual Championship Test - Grade IV,Campeonato individual misto - grau IV,Individual Championship Test - Grade IV,Campeonato individual misto - grau IV,N
EQ,X,012,7,Individual Championship Test - Grade Ib,Campeonato individual misto - grau Ib,Individual Championship Test - Grade Ib,Campeonato individual misto - grau Ib,N
EQ,X,201,11,Individual Freestyle Test - Grade Ia,Estilo livre individual misto - grau Ia,Individual Freestyle Test - Grade Ia,Estilo livre individual misto - grau Ia,N
EQ,X,202,13,Individual Freestyle Test - Grade II,Estilo livre individual misto - grau II,Individual Freestyle Test - Grade II,Estilo livre individual misto - grau II,N
EQ,X,203,14,Individual Freestyle Test - Grade III,Estilo livre individual misto - grau III,Individual Freestyle Test - Grade III,Estilo livre individual misto - grau III,N
EQ,X,204,15,Individual Freestyle Test - Grade IV,Estilo livre individual misto - grau IV,Individual Freestyle Test - Grade IV,Estilo livre individual misto - grau IV,N
EQ,X,212,12,Individual Freestyle Test - Grade Ib,Estilo livre individual misto - grau Ib,Individual Freestyle Test - Grade Ib,Estilo livre individual misto - grau Ib,N
EQ,X,400,,Team Test,Competição por equipes,Team Test,Competição por equipes,
EQ,X,401,1,Team Test - Grade Ia,Competição por equipes - grau Ia,Team Test - Grade Ia,Competição por equipes - grau Ia,
EQ,X,402,3,Team Test - Grade II,Competição por equipes - grau II,Team Test - Grade II,Competição por equipes - grau II,
EQ,X,403,4,Team Test - Grade III,Competição por equipes - grau III,Team Test - Grade III,Competição por equipes - grau III,
EQ,X,404,5,Team Test - Grade IV,Competição por equipes - grau IV,Team Test - Grade IV,Competição por equipes - grau IV,
EQ,X,412,2,Team Test - Grade Ib,Competição por equipes - grau Ib,Team Test - Grade Ib,Competição por equipes - grau Ib,
EQ,X,420,,Team Championship,Campeonato por equipes,Team Championship,Campeonato por equipes,
FB,0,000,,Football 5-a-side,Futebol de 5,Football 5-a-side,Futebol de 5,
FB,0,OTN,,Olympic Tennis Centre,Centro Olímpico de Tênis,Olympic Tennis Centre,Centro Olímpico de Tênis,
FB,M,000,,Men's Football 5-a-side,Futebol de 5 masculino,Men's Football 5-a-side,Futebol de 5 masculino,
FB,M,400,1,Men's Team - B1,Torneio masculino - B1,Men's Team - B1,Torneio masculino - B1,Y
FT,0,000,,Football 7-a-side,Futebol de 7 masculino,Football 7-a-side,Futebol de 7 masculino,
FT,0,DES,,Deodoro Stadium,Estádio de Deodoro,Deodoro Stadium,Estádio de Deodoro,
FT,M,000,,Men's Football 7-a-side,Futebol de 7 masculino,Men's Football 7-a-side,Futebol de 7 masculino,
FT,M,400,1,Men's Team,Torneio masculino,Men's Team,Torneio masculino ,Y
GB,0,000,,Goalball,Goalball,Goalball,Goalball,
GB,0,FTA,,Future Arena,Arena do Futuro,Future Arena,Arena do Futuro,
GB,M,000,,Men's Goalball,Goalball masculino,Men's Goalball,Goalball masculino,
GB,M,400,1,Men's Team,Torneio masculino ,Men's Team,Torneio masculino ,Y
GB,W,000,,Women's Goalball,Goalball feminino,Women's Goalball,Goalball feminino,
GB,W,400,2,Women's Team,Torneio feminino,Women's Team,Torneio feminino,Y
GL,0,000,,General,Geral,General,Geral,
GL,0,BAT,,BAT Place Conditions / Weather Alerts,BAT Condições / Alertas meteorológicos,BAT Place Conditions / Weather Alerts,BAT Condições / Alertas meteorológicos,
GL,0,CA1,,Carioca Arena 1,Arena Carioca 1,Carioca Arena 1,Arena Carioca 1,
GL,0,CA2,,Carioca Arena 2,Arena Carioca 2,Carioca Arena 2,Arena Carioca 2,
GL,0,CA3,,Carioca Arena 3,Arena Carioca 3,Carioca Arena 3,Arena Carioca 3,
GL,0,COP,,COP Place Conditions / Weather Alerts,COP Condições / Alertas meteorológicos,COP Place Conditions / Weather Alerts,COP Condições / Alertas meteorológicos,
GL,0,DEO,,DEO Place Conditions / Weather Alerts,DEO Condições / Alertas meteorológicos,DEO Place Conditions / Weather Alerts,DEO Condições / Alertas meteorológicos,
GL,0,DES,,Deodoro Stadium,Estádio de Deodoro,Deodoro Stadium,Estádio de Deodoro,
GL,0,EQC,,Olympic Equestrian Centre,Centro Olímpico de Hipismo,Olympic Equestrian Centre,Centro Olímpico de Hipismo,
GL,0,FTA,,Future Arena,Arena do Futuro,Future Arena,Arena do Futuro,
GL,0,FTC,,Fort Copacabana,Forte de Copacabana,Fort Copacabana,Forte de Copacabana,
GL,0,GLO,,Marina da Glória,Marina da Glória,Marina da Glória,Marina da Glória,
GL,0,LAG,,Lagoa Stadium,Estádio da Lagoa,Lagoa Stadium,Estádio da Lagoa,
GL,0,MRZ,,MRZ Place Conditions / Weather Alerts,MRZ Condições / Alertas meteorológicos,MRZ Place Conditions / Weather Alerts,MRZ Condições / Alertas meteorológicos,
GL,0,OAS,,Olympic Aquatics Stadium,Estádio Aquático Olímpico,Olympic Aquatics Stadium,Estádio Aquático Olímpico,
GL,0,OLS,,Olympic Stadium,Estádio Olímpico,Olympic Stadium,Estádio Olímpico,
GL,0,OSC,,Olympic Shooting Centre,Centro Olímpico de Tiro,Olympic Shooting Centre,Centro Olímpico de Tiro,
GL,0,OTN,,Olympic Tennis Centre,Centro Olímpico de Tênis,Olympic Tennis Centre,Centro Olímpico de Tênis,
GL,0,PON,,Pontal,Pontal,Pontal,Pontal,
GL,0,RC2,,Riocentro - Pavilion 2,Riocentro - Pavilhão 2,Riocentro - Pavilion 2,Riocentro - Pavilhão 2,
GL,0,RC3,,Riocentro - Pavilion 3,Riocentro - Pavilhão 3,Riocentro - Pavilion 3,Riocentro - Pavilhão 3,
GL,0,RC6,,Riocentro - Pavilion 6,Riocentro - Pavilhão 6,Riocentro - Pavilion 6,Riocentro - Pavilhão 6,
GL,0,ROA,,Rio Olympic Arena,Arena Olímpica do Rio,Rio Olympic Arena,Arena Olímpica do Rio,
GL,0,ROV,,Rio Olympic Velodrome,Velódromo Olímpico do Rio,Rio Olympic Velodrome,Velódromo Olímpico do Rio,
GL,0,SBD,,Sambódromo,Sambódromo,Sambódromo,Sambódromo,
GL,0,YOA,,Youth Arena,Arena da Juventude,Youth Arena,Arena da Juventude,
JU,0,000,,Judo,Judô,Judo,Judô,
JU,0,CA3,,Carioca Arena 3,Arena Carioca 3,Carioca Arena 3,Arena Carioca 3,
JU,M,000,,Men Judo,Judô masculino,Men Judo,Judô masculino,
JU,M,060,7,Men -60 kg,Até 60kg masculino,Men -60 kg,Até 60kg masculino,N
JU,M,066,8,Men -66 kg,Até 66kg masculino,Men -66 kg,Até 66kg masculino,N
JU,M,073,9,Men -73 kg,Até 73kg masculino,Men -73 kg,Até 73kg masculino,N
JU,M,081,10,Men -81 kg,Até 81kg masculino,Men -81 kg,Até 81kg masculino,N
JU,M,090,11,Men -90 kg,Até 90kg masculino,Men -90 kg,Até 90kg masculino,N
JU,M,100,12,Men -100 kg,Até 100kg masculino,Men -100 kg,Até 100kg masculino,N
JU,M,200,13,Men +100 kg,Acima de 100kg masculino,Men +100 kg,Acima de 100kg masculino,N
JU,W,000,,Women Judo,Judô feminino,Women Judo,Judô feminino,
JU,W,048,1,Women -48 kg,Até 48kg feminino,Women -48 kg,Até 48kg feminino,N
JU,W,052,2,Women -52 kg,Até 52kg feminino,Women -52 kg,Até 52kg feminino,N
JU,W,057,3,Women -57 kg,Até 57kg feminino ,Women -57 kg,Até 57kg feminino ,N
JU,W,063,4,Women -63 kg,Até 63kg feminino,Women -63 kg,Até 63kg feminino,N
JU,W,070,5,Women -70 kg,Até 70kg feminino,Women -70 kg,Até 70kg feminino,N
JU,W,171,6,Women +70 kg,Acima de 70kg feminino,Women +70 kg,Acima de 70kg feminino,N
OV,0,CFH,,Coffee House,Café,Coffee House,Café,
OV,0,CLB,,Club,Clube,Club,Clube,
OV,0,ENP,,Entertainment Programme,Programas de Entretenimento,Entertainment Programme,Programas de Entretenimento,
OV,0,IFC,,Interfaith Centre,Centro inter-religioso,Interfaith Centre,Centro inter-religioso,
OV,0,IOC,,IPC Athletes' Commission Election,Eleição da comisssão de atletas do CPI,IPC Athletes' Commission Election,Eleição da comisssão de atletas do CPI,
OV,0,SPE,,Special Events,Eventos especiais,Special Events,Eventos especiais,
OV,0,TEA,,Team Welcome Ceremonies,Cerimônias de boas-vindas aos times,Team Welcome Ceremonies,Cerimônias de boas-vindas aos times,
OV,0,THR,,Theatre,Geral,Theatre,Geral,
OV,0,VTG,,IPC Voting,Votação do CPI,IPC Voting,Votação do CPI,
PC,0,AR0,,Archery Press Conference,Coletiva de imprensa - Tiro com arco,Archery Press Conference,Coletiva de imprensa - Tiro com arco,
PC,0,AT0,,Athletics Press Conference,Coletiva de imprensa - Atletismo,Athletics Press Conference,Coletiva de imprensa - Atletismo,
PC,0,BO0,,Boccia Press Conference,Coletiva de imprensa - Boccia,Boccia Press Conference,Coletiva de imprensa - Boccia,
PC,0,CF0,,Canoe Sprint Press Conference,Coletiva de imprensa-Canoagem velocidade,Canoe Sprint Press Conference,Coletiva de imprensa - Canoagem velocidade,
PC,0,CR0,,Cycling Road Press Conference,Coletiva de imprensa - Prova de estrada,Cycling Road Press Conference,Coletiva de imprensa - Prova de estrada,
PC,0,CT0,,Cycling Track Press Conference,Coletiva de imprensa - Ciclismo de pista,Cycling Track Press Conference,Coletiva de imprensa - Ciclismo de pista,
PC,0,EQ0,,Equestrian Press Conference,Coletiva de imprensa - Hipismo,Equestrian Press Conference,Coletiva de imprensa - Hipismo,
PC,0,FB0,,Football 5-a-side Press Conference,Coletiva de imprensa - Futebol de 5,Football 5-a-side Press Conference,Coletiva de imprensa - Futebol de 5,
