Discipline,Gender,Event,phase,type,ENG Description,POR Description,SPA Description,ENG longdescription,POR longdescription,SPA longdescription,ENG phase Description,POR phase Description,SPA phase Description
TT,M,A05,1,3,Men's Team - Class 4-5 Finals Match 1,"Equipes masc-classes 4-5, finais, jogo 1","Equipos, masc-clases 4-5, finales, pdo 1",Men's Team - Class 4-5 Finals Match 1,"Por equipes masculino - classes 4-5, finais, jogo 1","Equipos, masculino - clases 4-5, finales, partido 1",Finals,"Finais, jogo 1","Finales, partido 1"
TT,M,A05,2,3,Men's Team - Class 4-5 Semifinals Mtch 1,"Equipes masc-classes 4-5, 1/2, jogo 1","Equipos, masc-clases 4-5, 1/2, pdo 1",Men's Team - Class 4-5 Semifinals Match 1,"Por equipes masculino - classes 4-5, semifinais, jogo 1","Equipos, masculino - clases 4-5, semifinales, partido 1",Semifinals,"Semifinais, jogo 1","Semifinales, partido 1"
TT,M,A05,3,3,Men's Team - Class 4-5 Q-finals Match 1,"Equipes masc-classes 4-5, 1/4, jogo 1","Equipos, masc-clases 4-5, 1/4, pdo 1",Men's Team - Class 4-5 Quarterfinals Match 1,"Por equipes masculino - classes 4-5, quartas de final, jogo 1","Equipos, masculino - clases 4-5, cuartos de final, partido 1",Quarterfinals,"Quartas de final, jogo 1","Cuartos de final, partido 1"
TT,M,A05,4,3,Men's Team - Class 4-5 Round 1 Match 1,"Equipes masc-classes 4-5, 1/8, jogo 1","Equipos, masc-clases 4-5, 1a ronda,pdo 1",Men's Team - Class 4-5 Round 1 Match 1,"Por equipes masculino - classes 4-5, oitavas de final, jogo 1","Equipos, masculino - clases 4-5, 1a ronda, partido 1",Round 1,"Oitavas de final, jogo 1","1a ronda, partido 1"
TT,M,A05,9,3,Men's Team - Class 4-5 Preliminaries M1,"Equipes masc-classes 4-5,prelim, jogo 1","Equipos, masc-clases 4-5, prelim., pdo 1",Men's Team - Class 4-5 Preliminaries Match 1,"Por equipes masculino - classes 4-5, fase preliminar, jogo 1","Equipos, masculino - clases 4-5, preliminares, partido 1",Preliminaries,"Fase preliminar, jogo 1","Preliminares, partido 1"
TT,M,A08,0,8,Men's Team - Class 6-8 Match 1,"Equipes masculino - classes 6-8, jogo 1","Equipos, masc - clases 6-8, partido 1",Men's Team - Class 6-8 Match 1,"Por equipes masculino - classes 6-8, jogo 1","Equipos, masculino - clases 6-8, partido 1","","",
TT,M,A08,1,3,Men's Team - Class 6-8 Finals Match 1,"Equipes masc-classes 6-8, finais, jogo 1","Equipos, masc-clases 6-8, finales, pdo 1",Men's Team - Class 6-8 Finals Match 1,"Por equipes masculino - classes 6-8, finais, jogo 1","Equipos, masculino - clases 6-8, finales, partido 1",Finals,"Finais, jogo 1","Finales, partido 1"
TT,M,A08,2,3,Men's Team - Class 6-8 Semifinals Mtch 1,"Equipes masc-classes 6-8, 1/2, jogo 1","Equipos, masc-clases 6-8, 1/2, pdo 1",Men's Team - Class 6-8 Semifinals Match 1,"Por equipes masculino - classes 6-8, semifinais, jogo 1","Equipos, masculino - clases 6-8, semifinales, partido 1",Semifinals,"Semifinais, jogo 1","Semifinales, partido 1"
TT,M,A08,3,3,Men's Team - Class 6-8 Q-finals Match 1,"Equipes masc-classes 6-8, 1/4, jogo 1","Equipos, masc-clases 6-8, 1/4, pdo 1",Men's Team - Class 6-8 Quarterfinals Match 1,"Por equipes masculino - classes 6-8, quartas de final, jogo 1","Equipos, masculino - clases 6-8, cuartos de final, partido 1",Quarterfinals,"Quartas de final, jogo 1","Cuartos de final, partido 1"
TT,M,A08,4,3,Men's Team - Class 6-8 Round 1 Match 1,"Equipes masc-classes 6-8, 1/8, jogo 1","Equipos, masc-clases 6-8, 1a ronda,pdo 1",Men's Team - Class 6-8 Round 1 Match 1,"Por equipes masculino - classes 6-8, oitavas de final, jogo 1","Equipos, masculino - clases 6-8, 1a ronda, partido 1",Round 1,"Oitavas de final, jogo 1","1a ronda, partido 1"
TT,M,A08,9,3,Men's Team - Class 6-8 Preliminaries M1,"Equipes masc-classes 6-8, prelim, jogo 1","Equipos, masc-clases 6-8, prelim., pdo 1",Men's Team - Class 6-8 Preliminaries Match 1,"Por equipes masculino - classes 6-8, fase preliminar, jogo 1","Equipos, masculino - clases 6-8, preliminares, partido 1",Preliminaries,"Fase preliminar, jogo 1","Preliminares, partido 1"
TT,M,A10,0,8,Men's Team - Class 9-10 Match 1,"Por equipes masc - classes 9-10, jogo 1","Equipos, masc - clases 9-10, partido 1",Men's Team - Class 9-10 Match 1,"Por equipes masculino - classes 9-10, jogo 1","Equipos, masculino - clases 9-10, partido 1","","",
TT,M,A10,1,3,Men's Team - Class 9-10 Finals Match 1,"Equipes masc-classes 9-10,finais, jogo 1","Equipos, masc-clases 9-10, finales,pdo 1",Men's Team - Class 9-10 Finals Match 1,"Por equipes masculino - classes 9-10, finais, jogo 1","Equipos, masculino - clases 9-10, finales, partido 1",Finals,"Finais, jogo 1","Finales, partido 1"
TT,M,A10,2,3,Men's Team - Class 9-10 Semifinals Mtch1,"Equipes masc-classes 9-10, 1/2, jogo 1","Equipos, masc-clases 9-10, 1/2, pdo 1",Men's Team - Class 9-10 Semifinals Match 1,"Por equipes masculino - classes 9-10, semifinais, jogo 1","Equipos, masculino - clases 9-10, semifinales, partido 1",Semifinals,"Semifinais, jogo 1","Semifinales, partido 1"
TT,M,A10,3,3,Men's Team - Class 9-10 Q-finals Match 1,"Equipes masc-classes 9-10, 1/4, jogo 1","Equipos, masc-clases 9-10, 1/4, pdo 1",Men's Team - Class 9-10 Quarterfinals Match 1,"Por equipes masculino - classes 9-10, quartas de final, jogo 1","Equipos, masculino - clases 9-10, cuartos de final, partido 1",Quarterfinals,"Quartas de final, jogo 1","Cuartos de final, partido 1"
TT,M,A10,4,3,Men's Team - Class 9-10 Round 1 Match 1,"Equipes masc-classes 9-10, 1/8, jogo 1","Equipos, masc-clases 9-10, 1a rda, pdo 1",Men's Team - Class 9-10 Round 1 Match 1,"Por equipes masculino - classes 9-10, oitavas de final, jogo 1","Equipos, masculino - clases 9-10, 1a ronda, partido 1",Round 1,"Oitavas de final, jogo 1","1a ronda, partido 1"
TT,M,A10,9,3,Men's Team - Class 9-10 Preliminaries M1,"Equipes masc-classes 9-10,prelim, jogo 1","Equipos, masc-clases 9-10, prelim, pdo 1",Men's Team - Class 9-10 Preliminaries Match 1,"Por equipes masculino - classes 9-10, fase preliminar, jogo 1","Equipos, masculino - clases 9-10, preliminares, partido 1",Preliminaries,"Fase preliminar, jogo 1","Preliminares, partido 1"
TT,M,B02,0,8,Men's Team - Class 1-2 Match 2,"Equipes masculino - classes 1-2, jogo 2","Equipos, masc - clases 1-2, partido 2",Men's Team - Class 1-2 Match 2,"Por equipes masculino - classes 1-2, jogo 2","Equipos, masculino - clases 1-2, partido 2","","",
TT,M,B02,1,3,Men's Team - Class 1-2 Finals Match 2,"Equipes masc-classes 1-2, finais, jogo 2","Equipos, masc-clases 1-2, finales,pdo 2",Men's Team - Class 1-2 Finals Match 2,"Por equipes masculino - classes 1-2, finais, jogo 2","Equipos, masculino - clases 1-2, finales, partido 2",Finals,"Finais, jogo 2","Finales, partido 2"
TT,M,B02,2,3,Men's Team - Class 1-2 Semifinals Mtch 2,"Equipes masc-classes 1-2, 1/2, jogo 2","Equipos, masc-clases 1-2, 1/2, pdo 2",Men's Team - Class 1-2 Semifinals Match 2,"Por equipes masculino - classes 1-2, semifinais, jogo 2","Equipos, masculino - clases 1-2, semifinales, partido 2",Semifinals,"Semifinais, jogo 2","Semifinales, partido 2"
TT,M,B02,3,3,Men's Team - Class 1-2 Q-finals Match 2,"Equipes masc-classes 1-2, 1/4, jogo 2","Equipos, masc-clases 1-2, 1/4, pdo 2",Men's Team - Class 1-2 Quarterfinals Match 2,"Por equipes masculino - classes 1-2, quartas de final, jogo 2","Equipos, masculino - clases 1-2, cuartos de final, partido 2",Quarterfinals,"Quartas de final, jogo 2","Cuartos de final, partido 2"
TT,M,B02,4,3,Men's Team - Class 1-2 Round 1 Match 2,"Equipes masc-classes 1-2, 1/8, jogo 2","Equipos, masc-clases 1-2, 1a ronda,pdo 2",Men's Team - Class 1-2 Round 1 Match 2,"Por equipes masculino - classes 1-2, oitavas de final, jogo 2","Equipos, masculino - clases 1-2, 1a ronda, partido 2",Round 1,"Oitavas de final, jogo 2","1a ronda, partido 2"
TT,M,B02,9,3,Men's Team - Class 1-2 Preliminaries M2,"Equipes masc-classes 1-2,prelim, jogo 2","Equipos, masc-clases 1-2, prelim., pdo 2",Men's Team - Class 1-2 Preliminaries Match 2,"Por equipes masculino - classes 1-2, fase preliminar, jogo 2","Equipos, masculino - clases 1-2, preliminares, partido 2",Preliminaries,"Fase preliminar, jogo 2","Preliminares, partido 2"
TT,M,B03,0,8,Men's Team - Class 3 Match 2,"Por equipes masc - classe 3, jogo 2","Equipos, masc - clase 3, partido 2",Men's Team - Class 3 Match 2,"Por equipes masculino - classe 3, jogo 2","Equipos, masculino - clase 3, partido 2","","",
TT,M,B03,1,3,Men's Team - Class 3 Finals Match 2,"Equipes masc-classe 3, finais, jogo 2","Equipos, masc - clase 3, finales, pdo 2",Men's Team - Class 3 Finals Match 2,"Por equipes masculino - classe 3, finais, jogo 2","Equipos, masculino - clase 3, finales, partido 2",Finals,"Finais, jogo 2","Finales, partido 2"
TT,M,B03,2,3,Men's Team - Class 3 Semifinals Match 2,"Equipes masc-classe 3, 1/2, jogo 2","Equipos, masc - clase 3, 1/2, pdo 1",Men's Team - Class 3 Semifinals Match 2,"Por equipes masculino - classe 3, semifinais, jogo 2","Equipos, masculino - clase 3, semifinales, partido 2",Semifinals,"Semifinais, jogo 2","Semifinales, partido 2"
TT,M,B03,3,3,Men's Team - Class 3 Q-finals Match 2,"Equipes masc-classe 3, 1/4, jogo 2","Equipos, masc - clase 3, 1/4, pdo 2",Men's Team - Class 3 Quarterfinals Match 2,"Por equipes masculino - classe 3, quartas de final, jogo 2","Equipos, masculino - clase 3, cuartos de final, partido 2",Quarterfinals,"Quartas de final, jogo 2","Cuartos de final, partido 2"
TT,M,B03,4,3,Men's Team - Class 3 Round 1 Match 2,"Equipes masc-classe 3, 1/8, jogo 2","Equipos, masc - clase 3, 1a ronda, pdo 2",Men's Team - Class 3 Round 1 Match 2,"Por equipes masculino - classe 3, oitavas de final, jogo 2","Equipos, masculino - clase 3, 1a ronda, partido 2",Round 1,"Oitavas de final, jogo 2","1a ronda, partido 2"
TT,M,B03,9,3,Men's Team - Class 3 Preliminaries Mtch2,"Equipes masc-classe 3, prelim, jogo 2","Equipos, masc - clase 3, prelim., pdo 2",Men's Team - Class 3 Preliminaries Match 2,"Por equipes masculino - classe 3, fase preliminar, jogo 2","Equipos, masculino - clase 3, preliminares, partido 2",Preliminaries,"Fase preliminar, jogo 2","Preliminares, partido 2"
TT,M,B05,0,8,Men's Team - Class 4-5 Match 2,"Por equipes masc - classes 4-5, jogo 2","Equipos, masc - clases 4-5, partido 2",Men's Team - Class 4-5 Match 2,"Por equipes masculino - classes 4-5, jogo 2","Equipos, masculino - clases 4-5, partido 2","","",
TT,M,B05,1,3,Men's Team - Class 4-5 Finals Match 2,"Equipes masc-classes 4-5, finais, jogo 2","Equipos, masc-clases 4-5, finales,pdo 2",Men's Team - Class 4-5 Finals Match 2,"Por equipes masculino - classes 4-5, finais, jogo 2","Equipos, masculino - clases 4-5, finales, partido 2",Finals,"Finais, jogo 2","Finales, partido 2"
TT,M,B05,2,3,Men's Team - Class 4-5 Semifinals Mtch 2,"Equipes masc-classes 4-5, 1/2, jogo 2","Equipos, masc-clases 4-5, 1/2, pdo 2",Men's Team - Class 4-5 Semifinals Match 2,"Por equipes masculino - classes 4-5, semifinais, jogo 2","Equipos, masculino - clases 4-5, semifinales, partido 2",Semifinals,"Semifinais, jogo 2","Semifinales, partido 2"
TT,M,B05,3,3,Men's Team - Class 4-5 Q-finals Match 2,"Equipes masc-classes 4-5, 1/4, jogo 2","Equipos, masc-clases 4-5, 1/4, pdo 2",Men's Team - Class 4-5 Quarterfinals Match 2,"Por equipes masculino - classes 4-5, quartas de final, jogo 2","Equipos, masculino - clases 4-5, cuartos de final, partido 2",Quarterfinals,"Quartas de final, jogo 2","Cuartos de final, partido 2"
TT,M,B05,4,3,Men's Team - Class 4-5 Round 1 Match 2,"Equipes masc-classes 4-5, 1/8, jogo 2","Equipos, masc-clases 4-5, 1a ronda,pdo 2",Men's Team - Class 4-5 Round 1 Match 2,"Por equipes masculino - classes 4-5, oitavas de final, jogo 2","Equipos, masculino - clases 4-5, 1a ronda, partido 2",Round 1,"Oitavas de final, jogo 2","1a ronda, partido 2"
TT,M,B05,9,3,Men's Team - Class 4-5 Preliminaries M2,"Equipes masc-classes 4-5,prelim, jogo 2","Equipos, masc-clases 4-5, prelim., pdo 2",Men's Team - Class 4-5 Preliminaries Match 2,"Por equipes masculino - classes 4-5, fase preliminar, jogo 2","Equipos, masculino - clases 4-5, preliminares, partido 2",Preliminaries,"Fase preliminar, jogo 2","Preliminares, partido 2"
TT,M,B08,0,8,Men's Team - Class 6-8 Match 2,"Equipes masculino - classes 6-8, jogo 2","Equipos, masc - clases 6-8, partido 2",Men's Team - Class 6-8 Match 2,"Por equipes masculino - classes 6-8, jogo 2","Equipos, masculino - clases 6-8, partido 2","","",
TT,M,B08,1,3,Men's Team - Class 6-8 Finals Match 2,"Equipes masc-classes 6-8, finais, jogo 2","Equipos, masc-clases 6-8, finales,pdo 2",Men's Team - Class 6-8 Finals Match 2,"Por equipes masculino - classes 6-8, finais, jogo 2","Equipos, masculino - clases 6-8, finales, partido 2",Finals,"Finais, jogo 2","Finales, partido 2"
TT,M,B08,2,3,Men's Team - Class 6-8 Semifinals Mtch 2,"Equipes masc-classes 6-8, 1/2, jogo 2","Equipos, masc-clases 6-8, 1/2, pdo 2",Men's Team - Class 6-8 Semifinals Match 2,"Por equipes masculino - classes 6-8, semifinais, jogo 2","Equipos, masculino - clases 6-8, semifinales, partido 2",Semifinals,"Semifinais, jogo 2","Semifinales, partido 2"
TT,M,B08,3,3,Men's Team - Class 6-8 Q-finals Match 2,"Equipes masc-classes 6-8, 1/4, jogo 2","Equipos, masc-clases 6-8, 1/4, pdo 2",Men's Team - Class 6-8 Quarterfinals Match 2,"Por equipes masculino - classes 6-8, quartas de final, jogo 2","Equipos, masculino - clases 6-8, cuartos de final, partido 2",Quarterfinals,"Quartas de final, jogo 2","Cuartos de final, partido 2"
TT,M,B08,4,3,Men's Team - Class 6-8 Round 1 Match 2,"Equipes masc-classes 6-8, 1/8, jogo 2","Equipos, masc-clases 6-8, 1a ronda,pdo 2",Men's Team - Class 6-8 Round 1 Match 2,"Por equipes masculino - classes 6-8, oitavas de final, jogo 2","Equipos, masculino - clases 6-8, 1a ronda, partido 2",Round 1,"Oitavas de final, jogo 2","1a ronda, partido 2"
TT,M,B08,9,3,Men's Team - Class 6-8 Preliminaries M2,"Equipes masc-classes 6-8,prelim, jogo 2","Equipos, masc-clases 6-8, prelim., pdo 2",Men's Team - Class 6-8 Preliminaries Match 2,"Por equipes masculino - classes 6-8, fase preliminar, jogo 2","Equipos, masculino - clases 6-8, preliminares, partido 2",Preliminaries,"Fase preliminar, jogo 2","Preliminares, partido 2"
TT,M,B10,0,8,Men's Team - Class 9-10 Match 2,"Por equipes masc - classes 9-10, jogo 2","Equipos, masc - clases 9-10, partido 2",Men's Team - Class 9-10 Match 2,"Por equipes masculino - classes 9-10, jogo 2","Equipos, masculino - clases 9-10, partido 2","","",
TT,M,B10,1,3,Men's Team - Class 9-10 Finals Match 2,"Equipes masc-classes 9-10,finais, jogo 2","Equipos, masc-clases 9-10, finales,pdo 2",Men's Team - Class 9-10 Finals Match 2,"Por equipes masculino - classes 9-10, finais, jogo 2","Equipos, masculino - clases 9-10, finales, partido 2",Finals,"Finais, jogo 2","Finales, partido 2"
TT,M,B10,2,3,Men's Team - Class 9-10 Semifinals Mtch2,"Equipes masc-classes 9-10, 1/2, jogo 2","Equipos, masc-clases 9-10, 1/2, pdo 2",Men's Team - Class 9-10 Semifinals Match 2,"Por equipes masculino - classes 9-10, semifinais, jogo 2","Equipos, masculino - clases 9-10, semifinales, partido 2",Semifinals,"Semifinais, jogo 2","Semifinales, partido 2"
TT,M,B10,3,3,Men's Team - Class 9-10 Q-finals Match 2,"Equipes masc-classes 9-10, 1/4, jogo 2","Equipos, masc-clases 9-10, 1/4, pdo 2",Men's Team - Class 9-10 Quarterfinals Match 2,"Por equipes masculino - classes 9-10, quartas de final, jogo 2","Equipos, masculino - clases 9-10, cuartos de final, partido 2",Quarterfinals,"Quartas de final, jogo 2","Cuartos de final, partido 2"
TT,M,B10,4,3,Men's Team - Class 9-10 Round 1 Match 2,"Equipes masc-classes 9-10, 1/8, jogo 2","Equipos, masc-clases 9-10, 1a rda, pdo 2",Men's Team - Class 9-10 Round 1 Match 2,"Por equipes masculino - classes 9-10, oitavas de final, jogo 2","Equipos, masculino - clases 9-10, 1a ronda, partido 2",Round 1,"Oitavas de final, jogo 2","1a ronda, partido 2"
TT,M,B10,9,3,Men's Team - Class 9-10 Preliminaries M2,"Equipes masc-classes 9-10,prelim, jogo 2","Equipos, masc-clases 9-10, prelim.,pdo 2",Men's Team - Class 9-10 Preliminaries Match 2,"Por equipes masculino - classes 9-10, fase preliminar, jogo 2","Equipos, masculino - clases 9-10, preliminares, partido 2",Preliminaries,"Fase preliminar, jogo 2","Preliminares, partido 2"
TT,M,C02,0,8,Men's Team - Class 1-2 Match 3,"Equipes masculino - classes 1-2, jogo 3","Equipos, masc - clases 1-2, partido 3",Men's Team - Class 1-2 Match 3,"Por equipes masculino - classes 1-2, jogo 3","Equipos, masculino - clases 1-2, partido 3","","",
TT,M,C02,1,3,Men's Team - Class 1-2 Finals Match 3,"Equipes masc-classes 1-2, finais, jogo 3","Equipos, masc-clases 1-2, finales,pdo 3",Men's Team - Class 1-2 Finals Match 3,"Por equipes masculino - classes 1-2, finais, jogo 3","Equipos, masculino - clases 1-2, finales, partido 3",Finals,"Finais, jogo 3","Finales, partido 3"
TT,M,C02,2,3,Men's Team - Class 1-2 Semifinals Mtch 3,"Equipes masc-classes 1-2, 1/2, jogo 3","Equipos, masc-clases 1-2, 1/2, pdo 3",Men's Team - Class 1-2 Semifinals Match 3,"Por equipes masculino - classes 1-2, semifinais, jogo 3","Equipos, masculino - clases 1-2, semifinales, partido 3",Semifinals,"Semifinais, jogo 3","Semifinales, partido 3"
TT,M,C02,3,3,Men's Team - Class 1-2 Q-finals Match 3,"Equipes masc-classes 1-2, 1/4, jogo 3","Equipos, masc-clases 1-2, 1/4, pdo 3",Men's Team - Class 1-2 Quarterfinals Match 3,"Por equipes masculino - classes 1-2, quartas de final, jogo 3","Equipos, masculino - clases 1-2, cuartos de final, partido 3",Quarterfinals,"Quartas de final, jogo 3","Cuartos de final, partido 3"
TT,M,C02,4,3,Men's Team - Class 1-2 Round 1 Match 3,"Equipes masc-classes 1-2, 1/8, jogo 3","Equipos, masc-clases 1-2, 1a ronda,pdo 3",Men's Team - Class 1-2 Round 1 Match 3,"Por equipes masculino - classes 1-2, oitavas de final, jogo 3","Equipos, masculino - clases 1-2, 1a ronda, partido 3",Round 1,"Oitavas de final, jogo 3","1a ronda, partido 3"
TT,M,C02,9,3,Men's Team - Class 1-2 Preliminaries M3,"Equipes masc-classes 1-2,prelim, jogo 3","Equipos, masc-clases 1-2, prelim., pdo 3",Men's Team - Class 1-2 Preliminaries Match 3,"Por equipes masculino - classes 1-2, fase preliminar, jogo 3","Equipos, masculino - clases 1-2, preliminares, partido 3",Preliminaries,"Fase preliminar, jogo 3","Preliminares, partido 3"
TT,M,C03,0,8,Men's Team - Class 3 Match 3,"Por equipes masc - classe 3, jogo 3","Equipos, masc - clase 3, partido 3",Men's Team - Class 3 Match 3,"Por equipes masculino - classe 3, jogo 3","Equipos, masculino - clase 3, partido 3","","",
TT,M,C03,1,3,Men's Team - Class 3 Finals Match 3,"Equipes masc-classe 3, finais, jogo 3","Equipos, masc - clase 3, finales, pdo 3",Men's Team - Class 3 Finals Match 3,"Por equipes masculino - classe 3, finais, jogo 3","Equipos, masculino - clase 3, finales, partido 3",Finals,"Finais, jogo 3","Finales, partido 3"
TT,M,C03,2,3,Men's Team - Class 3 Semifinals Match 3,"Equipes masc-classe 3, 1/2, jogo 3","Equipos, masc - clase 3, 1/2, pdo 3",Men's Team - Class 3 Semifinals Match 3,"Por equipes masculino - classe 3, semifinais, jogo 3","Equipos, masculino - clase 3, semifinales, partido 3",Semifinals,"Semifinais, jogo 3","Semifinales, partido 3"
TT,M,C03,3,3,Men's Team - Class 3 Q-finals Match 3,"Equipes masc-classe 3, 1/4, jogo 3","Equipos, masc - clase 3, 1/4, pdo 3",Men's Team - Class 3 Quarterfinals Match 3,"Por equipes masculino - classe 3, quartas de final, jogo 3","Equipos, masculino - clase 3, cuartos de final, partido 3",Quarterfinals,"Quartas de final, jogo 3","Cuartos de final, partido 3"
TT,M,C03,4,3,Men's Team - Class 3 Round 1 Match 3,"Equipes masc-classe 3, 1/8, jogo 3","Equipos, masc - clase 3, 1a ronda, pdo 3",Men's Team - Class 3 Round 1 Match 3,"Por equipes masculino - classe 3, oitavas de final, jogo 3","Equipos, masculino - clase 3, 1a ronda, partido 3",Round 1,"Oitavas de final, jogo 3","1a ronda, partido 3"
TT,M,C03,9,3,Men's Team - Class 3 Preliminaries Mtch3,"Equipes masc-classe 3, prelim, jogo 3","Equipos, masc - clase 3, prelim., pdo 3",Men's Team - Class 3 Preliminaries Match 3,"Por equipes masculino - classe 3, fase preliminar, jogo 3","Equipos, masculino - clase 3, preliminares, partido 3",Preliminaries,"Fase preliminar, jogo 3","Preliminares, partido 3"
TT,M,C05,0,8,Men's Team - Class 4-5 Match 3,"Por equipes masc - classes 4-5, jogo 3","Equipos, masc - clases 4-5, partido 3",Men's Team - Class 4-5 Match 3,"Por equipes masculino - classes 4-5, jogo 3","Equipos, masculino - clases 4-5, partido 3","","",
TT,M,C05,1,3,Men's Team - Class 4-5 Finals Match 3,"Equipes masc-classes 4-5, finais, jogo 3","Equipos, masc-clases 4-5, finales,pdo 3",Men's Team - Class 4-5 Finals Match 3,"Por equipes masculino - classes 4-5, finais, jogo 3","Equipos, masculino - clases 4-5, finales, partido 3",Finals,"Finais, jogo 3","Finales, partido 3"
TT,M,C05,2,3,Men's Team - Class 4-5 Semifinals Mtch 3,"Equipes masc-classes 4-5, 1/2, jogo 3","Equipos, masc-clases 4-5, 1/2, pdo 3",Men's Team - Class 4-5 Semifinals Match 3,"Por equipes masculino - classes 4-5, semifinais, jogo 3","Equipos, masculino - clases 4-5, semifinales, partido 3",Semifinals,"Semifinais, jogo 3","Semifinales, partido 3"
TT,M,C05,3,3,Men's Team - Class 4-5 Q-finals Match 3,"Equipes masc-classes 4-5, 1/4, jogo 3","Equipos, masc-clases 4-5, 1/4, pdo 3",Men's Team - Class 4-5 Quarterfinals Match 3,"Por equipes masculino - classes 4-5, quartas de final, jogo 3","Equipos, masculino - clases 4-5, cuartos de final, partido 3",Quarterfinals,"Quartas de final, jogo 3","Cuartos de final, partido 3"
TT,M,C05,4,3,Men's Team - Class 4-5 Round 1 Match 3,"Equipes masc-classes 4-5, 1/8, jogo 3","Equipos, masc-clases 4-5, 1a ronda,pdo 3",Men's Team - Class 4-5 Round 1 Match 3,"Por equipes masculino - classes 4-5, oitavas de final, jogo 3","Equipos, masculino - clases 4-5, 1a ronda, partido 3",Round 1,"Oitavas de final, jogo 3","1a ronda, partido 3"
TT,M,C05,9,3,Men's Team - Class 4-5 Preliminaries M3,"Equipes masc-classes 4-5, prelim, jogo 3","Equipos, masc-clases 4-5, prelim., pdo 3",Men's Team - Class 4-5 Preliminaries Match 3,"Por equipes masculino - classes 4-5, fase preliminar, jogo 3","Equipos, masculino - clases 4-5, preliminares, partido 3",Preliminaries,"Fase preliminar, jogo 3","Preliminares, partido 3"
TT,M,C08,0,8,Men's Team - Class 6-8 Match 3,"Equipes masculino - classes 6-8, jogo 3","Equipos, masc - clases 6-8, partido 3",Men's Team - Class 6-8 Match 3,"Por equipes masculino - classes 6-8, jogo 3","Equipos, masculino - clases 6-8, partido 3","","",
TT,M,C08,1,3,Men's Team - Class 6-8 Finals Match 3,"Equipes masc-classes 6-8, finais, jogo 3","Equipos, masc-clases 6-8, finales,pdo 3",Men's Team - Class 6-8 Finals Match 3,"Por equipes masculino - classes 6-8, finais, jogo 3","Equipos, masculino - clases 6-8, finales, partido 3",Finals,"Finais, jogo 3","Finales, partido 3"
TT,M,C08,2,3,Men's Team - Class 6-8 Semifinals Mtch 3,"Equipes masc-classes 6-8, 1/2, jogo 3","Equipos, masc-clases 6-8, 1/2, pdo 3",Men's Team - Class 6-8 Semifinals Match 3,"Por equipes masculino - classes 6-8, semifinais, jogo 3","Equipos, masculino - clases 6-8, semifinales, partido 3",Semifinals,"Semifinais, jogo 3","Semifinales, partido 3"
TT,M,C08,3,3,Men's Team - Class 6-8 Q-finals Match 3,"Equipes masc-classes 6-8, 1/4, jogo 3","Equipos, masc-clases 6-8, 1/4, pdo 3",Men's Team - Class 6-8 Quarterfinals Match 3,"Por equipes masculino - classes 6-8, quartas de final, jogo 3","Equipos, masculino - clases 6-8, cuartos de final, partido 3",Quarterfinals,"Quartas de final, jogo 3","Cuartos de final, partido 3"
TT,M,C08,4,3,Men's Team - Class 6-8 Round 1 Match 3,"Equipes masc-classes 6-8, 1/8, jogo 3","Equipos, masc-clases 6-8, 1a ronda,pdo 3",Men's Team - Class 6-8 Round 1 Match 3,"Por equipes masculino - classes 6-8, oitavas de final, jogo 3","Equipos, masculino - clases 6-8, 1a ronda, partido 3",Round 1,"Oitavas de final, jogo 3","1a ronda, partido 3"
TT,M,C08,9,3,Men's Team - Class 6-8 Preliminaries M3,"Equipes masc-classes 6-8,prelim, jogo 3","Equipos, masc-clases 6-8, prelim., pdo 3",Men's Team - Class 6-8 Preliminaries Match 3,"Por equipes masculino - classes 6-8, fase preliminar, jogo 3","Equipos, masculino - clases 6-8, preliminares, partido 3",Preliminaries,"Fase preliminar, jogo 3","Preliminares, partido 3"
TT,M,C10,0,8,Men's Team - Class 9-10 Match 3,"Por equipes masc - classes 9-10, jogo 3","Equipos, masc - clases 9-10, partido 3",Men's Team - Class 9-10 Match 3,"Por equipes masculino - classes 9-10, jogo 3","Equipos, masculino - clases 9-10, partido 3","","",
TT,M,C10,1,3,Men's Team - Class 9-10 Finals Match 3,"Equipes masc-classes 9-10,finais, jogo 3","Equipos, masc-clases 9-10, finales,pdo 3",Men's Team - Class 9-10 Finals Match 3,"Por equipes masculino - classes 9-10, finais, jogo 3","Equipos, masculino - clases 9-10, finales, partido 3",Finals,"Finais, jogo 3","Finales, partido 3"
TT,M,C10,2,3,Men's Team - Class 9-10 Semifinals Mtch3,"Equipes masc-classes 9-10, 1/2, jogo 3","Equipos, masc-clases 9-10, 1/2, pdo 3",Men's Team - Class 9-10 Semifinals Match 3,"Por equipes masculino - classes 9-10, semifinais, jogo 3","Equipos, masculino - clases 9-10, semifinales, partido 3",Semifinals,"Semifinais, jogo 3","Semifinales, partido 3"
TT,M,C10,3,3,Men's Team - Class 9-10 Q-finals Match 3,"Equipes masc-classes 9-10, 1/4, jogo 3","Equipos, masc-clases 9-10, 1/4, pdo 3",Men's Team - Class 9-10 Quarterfinals Match 3,"Por equipes masculino - classes 9-10, quartas de final, jogo 3","Equipos, masculino - clases 9-10, cuartos de final, partido 3",Quarterfinals,"Quartas de final, jogo 3","Cuartos de final, partido 3"
