Discipline,Gender,Event,phase,Eventunit,ENG Description,FRA Description,POR Description,ENG longdescription,FRA longdescription,POR longdescription,Level,Order,schedule,medalflag,Eventunittype,cisSchedule,infoSchedule,ENG unit Description,FRA unit Description,POR unit Description
AR,M,070,4,03,Men's Individual 1/8 Eliminations,"Individuelle - hom., élim. (1/8)","Competição individual masculina, 1/8",Men's Individual 1/8 Eliminations,"Épreuve individuelle - hommes, éliminatoires (8e de finale)","Competição individual masculina, oitavas de final",EventUnit,15,Y,0,HATH,N,Y,1/8 Eliminations,Éliminatoires (8e de finale),Oitavas de Final
AR,M,070,4,04,Men's Individual 1/8 Eliminations,"Individuelle - hom., élim. (1/8)","Competição individual masculina, 1/8",Men's Individual 1/8 Eliminations,"Épreuve individuelle - hommes, éliminatoires (8e de finale)","Competição individual masculina, oitavas de final",EventUnit,15,Y,0,HATH,N,Y,1/8 Eliminations,Éliminatoires (8e de finale),Oitavas de Final
AR,M,070,4,05,Men's Individual 1/8 Eliminations,"Individuelle - hom., élim. (1/8)","Competição individual masculina, 1/8",Men's Individual 1/8 Eliminations,"Épreuve individuelle - hommes, éliminatoires (8e de finale)","Competição individual masculina, oitavas de final",EventUnit,15,Y,0,HATH,N,Y,1/8 Eliminations,Éliminatoires (8e de finale),Oitavas de Final
AR,M,070,4,06,Men's Individual 1/8 Eliminations,"Individuelle - hom., élim. (1/8)","Competição individual masculina, 1/8",Men's Individual 1/8 Eliminations,"Épreuve individuelle - hommes, éliminatoires (8e de finale)","Competição individual masculina, oitavas de final",EventUnit,15,Y,0,HATH,N,Y,1/8 Eliminations,Éliminatoires (8e de finale),Oitavas de Final
AR,M,070,4,07,Men's Individual 1/8 Eliminations,"Individuelle - hom., élim. (1/8)","Competição individual masculina, 1/8",Men's Individual 1/8 Eliminations,"Épreuve individuelle - hommes, éliminatoires (8e de finale)","Competição individual masculina, oitavas de final",EventUnit,15,Y,0,HATH,N,Y,1/8 Eliminations,Éliminatoires (8e de finale),Oitavas de Final
AR,M,070,4,08,Men's Individual 1/8 Eliminations,"Individuelle - hom., élim. (1/8)","Competição individual masculina, 1/8",Men's Individual 1/8 Eliminations,"Épreuve individuelle - hommes, éliminatoires (8e de finale)","Competição individual masculina, oitavas de final",EventUnit,15,Y,0,HATH,N,Y,1/8 Eliminations,Éliminatoires (8e de finale),Oitavas de Final
AR,M,070,5,00,Men's Individual 1/16 Eliminations,"Individuelle - hom., élim. (1/16)","Competição individual masc, 2a fase elim",Men's Individual 1/16 Eliminations,"Épreuve individuelle - hommes, éliminatoires (16e de finale)","Competição individual masculina, segunda fase eliminatória",Phase,14,N,0,NONE,N,N,1/16 Eliminations,Éliminatoires (16e de finale),Segunda Fase Eliminatória
AR,M,070,5,01,Men's Individual 1/16 Eliminations,"Individuelle - hom., élim. (1/16)","Competição individual masc, 2a fase elim",Men's Individual 1/16 Eliminations,"Épreuve individuelle - hommes, éliminatoires (16e de finale)","Competição individual masculina, segunda fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/16 Eliminations,Éliminatoires (16e de finale),Segunda Fase Eliminatória
AR,M,070,5,02,Men's Individual 1/16 Eliminations,"Individuelle - hom., élim. (1/16)","Competição individual masc, 2a fase elim",Men's Individual 1/16 Eliminations,"Épreuve individuelle - hommes, éliminatoires (16e de finale)","Competição individual masculina, segunda fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/16 Eliminations,Éliminatoires (16e de finale),Segunda Fase Eliminatória
AR,M,070,5,03,Men's Individual 1/16 Eliminations,"Individuelle - hom., élim. (1/16)","Competição individual masc, 2a fase elim",Men's Individual 1/16 Eliminations,"Épreuve individuelle - hommes, éliminatoires (16e de finale)","Competição individual masculina, segunda fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/16 Eliminations,Éliminatoires (16e de finale),Segunda Fase Eliminatória
AR,M,070,5,04,Men's Individual 1/16 Eliminations,"Individuelle - hom., élim. (1/16)","Competição individual masc, 2a fase elim",Men's Individual 1/16 Eliminations,"Épreuve individuelle - hommes, éliminatoires (16e de finale)","Competição individual masculina, segunda fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/16 Eliminations,Éliminatoires (16e de finale),Segunda Fase Eliminatória
AR,M,070,5,05,Men's Individual 1/16 Eliminations,"Individuelle - hom., élim. (1/16)","Competição individual masc, 2a fase elim",Men's Individual 1/16 Eliminations,"Épreuve individuelle - hommes, éliminatoires (16e de finale)","Competição individual masculina, segunda fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/16 Eliminations,Éliminatoires (16e de finale),Segunda Fase Eliminatória
AR,M,070,5,06,Men's Individual 1/16 Eliminations,"Individuelle - hom., élim. (1/16)","Competição individual masc, 2a fase elim",Men's Individual 1/16 Eliminations,"Épreuve individuelle - hommes, éliminatoires (16e de finale)","Competição individual masculina, segunda fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/16 Eliminations,Éliminatoires (16e de finale),Segunda Fase Eliminatória
AR,M,070,5,07,Men's Individual 1/16 Eliminations,"Individuelle - hom., élim. (1/16)","Competição individual masc, 2a fase elim",Men's Individual 1/16 Eliminations,"Épreuve individuelle - hommes, éliminatoires (16e de finale)","Competição individual masculina, segunda fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/16 Eliminations,Éliminatoires (16e de finale),Segunda Fase Eliminatória
AR,M,070,5,08,Men's Individual 1/16 Eliminations,"Individuelle - hom., élim. (1/16)","Competição individual masc, 2a fase elim",Men's Individual 1/16 Eliminations,"Épreuve individuelle - hommes, éliminatoires (16e de finale)","Competição individual masculina, segunda fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/16 Eliminations,Éliminatoires (16e de finale),Segunda Fase Eliminatória
AR,M,070,5,09,Men's Individual 1/16 Eliminations,"Individuelle - hom., élim. (1/16)","Competição individual masc, 2a fase elim",Men's Individual 1/16 Eliminations,"Épreuve individuelle - hommes, éliminatoires (16e de finale)","Competição individual masculina, segunda fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/16 Eliminations,Éliminatoires (16e de finale),Segunda Fase Eliminatória
AR,M,070,5,10,Men's Individual 1/16 Eliminations,"Individuelle - hom., élim. (1/16)","Competição individual masc, 2a fase elim",Men's Individual 1/16 Eliminations,"Épreuve individuelle - hommes, éliminatoires (16e de finale)","Competição individual masculina, segunda fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/16 Eliminations,Éliminatoires (16e de finale),Segunda Fase Eliminatória
AR,M,070,5,11,Men's Individual 1/16 Eliminations,"Individuelle - hom., élim. (1/16)","Competição individual masc, 2a fase elim",Men's Individual 1/16 Eliminations,"Épreuve individuelle - hommes, éliminatoires (16e de finale)","Competição individual masculina, segunda fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/16 Eliminations,Éliminatoires (16e de finale),Segunda Fase Eliminatória
AR,M,070,5,12,Men's Individual 1/16 Eliminations,"Individuelle - hom., élim. (1/16)","Competição individual masc, 2a fase elim",Men's Individual 1/16 Eliminations,"Épreuve individuelle - hommes, éliminatoires (16e de finale)","Competição individual masculina, segunda fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/16 Eliminations,Éliminatoires (16e de finale),Segunda Fase Eliminatória
AR,M,070,5,13,Men's Individual 1/16 Eliminations,"Individuelle - hom., élim. (1/16)","Competição individual masc, 2a fase elim",Men's Individual 1/16 Eliminations,"Épreuve individuelle - hommes, éliminatoires (16e de finale)","Competição individual masculina, segunda fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/16 Eliminations,Éliminatoires (16e de finale),Segunda Fase Eliminatória
AR,M,070,5,14,Men's Individual 1/16 Eliminations,"Individuelle - hom., élim. (1/16)","Competição individual masc, 2a fase elim",Men's Individual 1/16 Eliminations,"Épreuve individuelle - hommes, éliminatoires (16e de finale)","Competição individual masculina, segunda fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/16 Eliminations,Éliminatoires (16e de finale),Segunda Fase Eliminatória
AR,M,070,5,15,Men's Individual 1/16 Eliminations,"Individuelle - hom., élim. (1/16)","Competição individual masc, 2a fase elim",Men's Individual 1/16 Eliminations,"Épreuve individuelle - hommes, éliminatoires (16e de finale)","Competição individual masculina, segunda fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/16 Eliminations,Éliminatoires (16e de finale),Segunda Fase Eliminatória
AR,M,070,5,16,Men's Individual 1/16 Eliminations,"Individuelle - hom., élim. (1/16)","Competição individual masc, 2a fase elim",Men's Individual 1/16 Eliminations,"Épreuve individuelle - hommes, éliminatoires (16e de finale)","Competição individual masculina, segunda fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/16 Eliminations,Éliminatoires (16e de finale),Segunda Fase Eliminatória
AR,M,070,6,00,Men's Individual 1/32 Eliminations,"Individuelle - hom., élim. (1/32)","Competição individual masc, 1a fase elim",Men's Individual 1/32 Eliminations,"Épreuve individuelle - hommes, éliminatoires (32e de finale)","Competição individual masculina, primeira fase eliminatória",Phase,14,N,0,NONE,N,N,1/32 Eliminations,Éliminatoires (32e de finale),Primeira Fase eliminatória
AR,M,070,6,01,Men's Individual 1/32 Eliminations,"Individuelle - hom., élim. (1/32)","Competição individual masc, 1a fase elim",Men's Individual 1/32 Eliminations,"Épreuve individuelle - hommes, éliminatoires (32e de finale)","Competição individual masculina, primeira fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/32 Eliminations,Éliminatoires (32e de finale),Primeira Fase eliminatória
AR,M,070,6,02,Men's Individual 1/32 Eliminations,"Individuelle - hom., élim. (1/32)","Competição individual masc, 1a fase elim",Men's Individual 1/32 Eliminations,"Épreuve individuelle - hommes, éliminatoires (32e de finale)","Competição individual masculina, primeira fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/32 Eliminations,Éliminatoires (32e de finale),Primeira Fase eliminatória
AR,M,070,6,03,Men's Individual 1/32 Eliminations,"Individuelle - hom., élim. (1/32)","Competição individual masc, 1a fase elim",Men's Individual 1/32 Eliminations,"Épreuve individuelle - hommes, éliminatoires (32e de finale)","Competição individual masculina, primeira fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/32 Eliminations,Éliminatoires (32e de finale),Primeira Fase eliminatória
AR,M,070,6,04,Men's Individual 1/32 Eliminations,"Individuelle - hom., élim. (1/32)","Competição individual masc, 1a fase elim",Men's Individual 1/32 Eliminations,"Épreuve individuelle - hommes, éliminatoires (32e de finale)","Competição individual masculina, primeira fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/32 Eliminations,Éliminatoires (32e de finale),Primeira Fase eliminatória
AR,M,070,6,05,Men's Individual 1/32 Eliminations,"Individuelle - hom., élim. (1/32)","Competição individual masc, 1a fase elim",Men's Individual 1/32 Eliminations,"Épreuve individuelle - hommes, éliminatoires (32e de finale)","Competição individual masculina, primeira fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/32 Eliminations,Éliminatoires (32e de finale),Primeira Fase eliminatória
AR,M,070,6,06,Men's Individual 1/32 Eliminations,"Individuelle - hom., élim. (1/32)","Competição individual masc, 1a fase elim",Men's Individual 1/32 Eliminations,"Épreuve individuelle - hommes, éliminatoires (32e de finale)","Competição individual masculina, primeira fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/32 Eliminations,Éliminatoires (32e de finale),Primeira Fase eliminatória
AR,M,070,6,07,Men's Individual 1/32 Eliminations,"Individuelle - hom., élim. (1/32)","Competição individual masc, 1a fase elim",Men's Individual 1/32 Eliminations,"Épreuve individuelle - hommes, éliminatoires (32e de finale)","Competição individual masculina, primeira fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/32 Eliminations,Éliminatoires (32e de finale),Primeira Fase eliminatória
AR,M,070,6,08,Men's Individual 1/32 Eliminations,"Individuelle - hom., élim. (1/32)","Competição individual masc, 1a fase elim",Men's Individual 1/32 Eliminations,"Épreuve individuelle - hommes, éliminatoires (32e de finale)","Competição individual masculina, primeira fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/32 Eliminations,Éliminatoires (32e de finale),Primeira Fase eliminatória
AR,M,070,6,09,Men's Individual 1/32 Eliminations,"Individuelle - hom., élim. (1/32)","Competição individual masc, 1a fase elim",Men's Individual 1/32 Eliminations,"Épreuve individuelle - hommes, éliminatoires (32e de finale)","Competição individual masculina, primeira fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/32 Eliminations,Éliminatoires (32e de finale),Primeira Fase eliminatória
AR,M,070,6,10,Men's Individual 1/32 Eliminations,"Individuelle - hom., élim. (1/32)","Competição individual masc, 1a fase elim",Men's Individual 1/32 Eliminations,"Épreuve individuelle - hommes, éliminatoires (32e de finale)","Competição individual masculina, primeira fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/32 Eliminations,Éliminatoires (32e de finale),Primeira Fase eliminatória
AR,M,070,6,11,Men's Individual 1/32 Eliminations,"Individuelle - hom., élim. (1/32)","Competição individual masc, 1a fase elim",Men's Individual 1/32 Eliminations,"Épreuve individuelle - hommes, éliminatoires (32e de finale)","Competição individual masculina, primeira fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/32 Eliminations,Éliminatoires (32e de finale),Primeira Fase eliminatória
AR,M,070,6,12,Men's Individual 1/32 Eliminations,"Individuelle - hom., élim. (1/32)","Competição individual masc, 1a fase elim",Men's Individual 1/32 Eliminations,"Épreuve individuelle - hommes, éliminatoires (32e de finale)","Competição individual masculina, primeira fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/32 Eliminations,Éliminatoires (32e de finale),Primeira Fase eliminatória
AR,M,070,6,13,Men's Individual 1/32 Eliminations,"Individuelle - hom., élim. (1/32)","Competição individual masc, 1a fase elim",Men's Individual 1/32 Eliminations,"Épreuve individuelle - hommes, éliminatoires (32e de finale)","Competição individual masculina, primeira fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/32 Eliminations,Éliminatoires (32e de finale),Primeira Fase eliminatória
AR,M,070,6,14,Men's Individual 1/32 Eliminations,"Individuelle - hom., élim. (1/32)","Competição individual masc, 1a fase elim",Men's Individual 1/32 Eliminations,"Épreuve individuelle - hommes, éliminatoires (32e de finale)","Competição individual masculina, primeira fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/32 Eliminations,Éliminatoires (32e de finale),Primeira Fase eliminatória
AR,M,070,6,15,Men's Individual 1/32 Eliminations,"Individuelle - hom., élim. (1/32)","Competição individual masc, 1a fase elim",Men's Individual 1/32 Eliminations,"Épreuve individuelle - hommes, éliminatoires (32e de finale)","Competição individual masculina, primeira fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/32 Eliminations,Éliminatoires (32e de finale),Primeira Fase eliminatória
AR,M,070,6,16,Men's Individual 1/32 Eliminations,"Individuelle - hom., élim. (1/32)","Competição individual masc, 1a fase elim",Men's Individual 1/32 Eliminations,"Épreuve individuelle - hommes, éliminatoires (32e de finale)","Competição individual masculina, primeira fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/32 Eliminations,Éliminatoires (32e de finale),Primeira Fase eliminatória
AR,M,070,6,17,Men's Individual 1/32 Eliminations,"Individuelle - hom., élim. (1/32)","Competição individual masc, 1a fase elim",Men's Individual 1/32 Eliminations,"Épreuve individuelle - hommes, éliminatoires (32e de finale)","Competição individual masculina, primeira fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/32 Eliminations,Éliminatoires (32e de finale),Primeira Fase eliminatória
AR,M,070,6,18,Men's Individual 1/32 Eliminations,"Individuelle - hom., élim. (1/32)","Competição individual masc, 1a fase elim",Men's Individual 1/32 Eliminations,"Épreuve individuelle - hommes, éliminatoires (32e de finale)","Competição individual masculina, primeira fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/32 Eliminations,Éliminatoires (32e de finale),Primeira Fase eliminatória
AR,M,070,6,19,Men's Individual 1/32 Eliminations,"Individuelle - hom., élim. (1/32)","Competição individual masc, 1a fase elim",Men's Individual 1/32 Eliminations,"Épreuve individuelle - hommes, éliminatoires (32e de finale)","Competição individual masculina, primeira fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/32 Eliminations,Éliminatoires (32e de finale),Primeira Fase eliminatória
AR,M,070,6,20,Men's Individual 1/32 Eliminations,"Individuelle - hom., élim. (1/32)","Competição individual masc, 1a fase elim",Men's Individual 1/32 Eliminations,"Épreuve individuelle - hommes, éliminatoires (32e de finale)","Competição individual masculina, primeira fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/32 Eliminations,Éliminatoires (32e de finale),Primeira Fase eliminatória
AR,M,070,6,21,Men's Individual 1/32 Eliminations,"Individuelle - hom., élim. (1/32)","Competição individual masc, 1a fase elim",Men's Individual 1/32 Eliminations,"Épreuve individuelle - hommes, éliminatoires (32e de finale)","Competição individual masculina, primeira fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/32 Eliminations,Éliminatoires (32e de finale),Primeira Fase eliminatória
AR,M,070,6,22,Men's Individual 1/32 Eliminations,"Individuelle - hom., élim. (1/32)","Competição individual masc, 1a fase elim",Men's Individual 1/32 Eliminations,"Épreuve individuelle - hommes, éliminatoires (32e de finale)","Competição individual masculina, primeira fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/32 Eliminations,Éliminatoires (32e de finale),Primeira Fase eliminatória
AR,M,070,6,23,Men's Individual 1/32 Eliminations,"Individuelle - hom., élim. (1/32)","Competição individual masc, 1a fase elim",Men's Individual 1/32 Eliminations,"Épreuve individuelle - hommes, éliminatoires (32e de finale)","Competição individual masculina, primeira fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/32 Eliminations,Éliminatoires (32e de finale),Primeira Fase eliminatória
AR,M,070,6,24,Men's Individual 1/32 Eliminations,"Individuelle - hom., élim. (1/32)","Competição individual masc, 1a fase elim",Men's Individual 1/32 Eliminations,"Épreuve individuelle - hommes, éliminatoires (32e de finale)","Competição individual masculina, primeira fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/32 Eliminations,Éliminatoires (32e de finale),Primeira Fase eliminatória
AR,M,070,6,25,Men's Individual 1/32 Eliminations,"Individuelle - hom., élim. (1/32)","Competição individual masc, 1a fase elim",Men's Individual 1/32 Eliminations,"Épreuve individuelle - hommes, éliminatoires (32e de finale)","Competição individual masculina, primeira fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/32 Eliminations,Éliminatoires (32e de finale),Primeira Fase eliminatória
AR,M,070,6,26,Men's Individual 1/32 Eliminations,"Individuelle - hom., élim. (1/32)","Competição individual masc, 1a fase elim",Men's Individual 1/32 Eliminations,"Épreuve individuelle - hommes, éliminatoires (32e de finale)","Competição individual masculina, primeira fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/32 Eliminations,Éliminatoires (32e de finale),Primeira Fase eliminatória
AR,M,070,6,27,Men's Individual 1/32 Eliminations,"Individuelle - hom., élim. (1/32)","Competição individual masc, 1a fase elim",Men's Individual 1/32 Eliminations,"Épreuve individuelle - hommes, éliminatoires (32e de finale)","Competição individual masculina, primeira fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/32 Eliminations,Éliminatoires (32e de finale),Primeira Fase eliminatória
AR,M,070,6,28,Men's Individual 1/32 Eliminations,"Individuelle - hom., élim. (1/32)","Competição individual masc, 1a fase elim",Men's Individual 1/32 Eliminations,"Épreuve individuelle - hommes, éliminatoires (32e de finale)","Competição individual masculina, primeira fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/32 Eliminations,Éliminatoires (32e de finale),Primeira Fase eliminatória
AR,M,070,6,29,Men's Individual 1/32 Eliminations,"Individuelle - hom., élim. (1/32)","Competição individual masc, 1a fase elim",Men's Individual 1/32 Eliminations,"Épreuve individuelle - hommes, éliminatoires (32e de finale)","Competição individual masculina, primeira fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/32 Eliminations,Éliminatoires (32e de finale),Primeira Fase eliminatória
AR,M,070,6,30,Men's Individual 1/32 Eliminations,"Individuelle - hom., élim. (1/32)","Competição individual masc, 1a fase elim",Men's Individual 1/32 Eliminations,"Épreuve individuelle - hommes, éliminatoires (32e de finale)","Competição individual masculina, primeira fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/32 Eliminations,Éliminatoires (32e de finale),Primeira Fase eliminatória
AR,M,070,6,31,Men's Individual 1/32 Eliminations,"Individuelle - hom., élim. (1/32)","Competição individual masc, 1a fase elim",Men's Individual 1/32 Eliminations,"Épreuve individuelle - hommes, éliminatoires (32e de finale)","Competição individual masculina, primeira fase eliminatória",EventUnit,15,Y,0,HATH,N,Y,1/32 Eliminations,Éliminatoires (32e de finale),Primeira Fase eliminatória
