Discipline,Gender,Event,phase,Eventunit,ENG Description,FRA Description,POR Description,ENG longdescription,FRA longdescription,POR longdescription,Level,Order,schedule,medalflag,Eventunittype,cisSchedule,infoSchedule,ENG unit Description,FRA unit Description,POR unit Description
TT,W,D00,2,02,Women's Team Semifinal 2 - Match 4,"Par équipes fem, demi-finale 2 - match 4","Equipes femininas, semifinal 2 - jogo 4",Women's Team Semifinal 2 - Match 4,"Par équipes femmes, demi-finale 2 - match 4","Competição por equipes, feminino, semifinal 2 - jogo 4",EventUnit,15,N,0,NONE,N,N,Semifinal 2 - Match 4,Demi-finale 1 - match 4,Semifinal 2 - jogo 4
TT,W,D00,3,00,Women's Team Quarterfinals - Match 4,"Par équipes fem., 1/4 finale - match 4","Equipes fem, quartas de final - jogo 4",Women's Team Quarterfinals - Match 4,"Par équipes femmes, quarts de finale - match 4","Competição por equipes, feminino, quartas de final - jogo 4",Phase,14,N,0,NONE,N,N,Quarterfinals - Match 4,Quarts de finale - match 4,Quartas de final - jogo 4
TT,W,D00,3,01,Women's Team Quarterfinal 1 - Match 4,"Par équipes fem., 1/4 finale 1 - match 4","Equipes fem, quartas de final 1 - jogo 4",Women's Team Quarterfinal 1 - Match 4,"Par équipes femmes, quart de finale 1 - match 4","Competição por equipes, feminino, quartas de final 1 - jogo 4",EventUnit,15,N,0,NONE,N,N,Quarterfinal 1 - Match 4,Quart de finale 1 - match 4,Quartas de final 1 - jogo 4
TT,W,D00,3,02,Women's Team Quarterfinal 2 - Match 4,"Par équipes fem., 1/4 finale 2 - match 4","Equipes fem, quartas de final 2 - jogo 4",Women's Team Quarterfinal 2 - Match 4,"Par équipes femmes, quart de finale 2 - match 4","Competição por equipes, feminino, quartas de final 2 - jogo 4",EventUnit,15,N,0,NONE,N,N,Quarterfinal 2 - Match 4,Quart de finale 2 - match 4,Quartas de final 2 - jogo 4
TT,W,D00,3,03,Women's Team Quarterfinal 3 - Match 4,"Par équipes fem., 1/4 finale 3 - match 4","Equipes fem, quartas de final 3 - jogo 4",Women's Team Quarterfinal 3 - Match 4,"Par équipes femmes, quart de finale 3 - match 4","Competição por equipes, feminino, quartas de final 3 - jogo 4",EventUnit,15,N,0,NONE,N,N,Quarterfinal 3 - Match 4,Quart de finale 3 - match 4,Quartas de final 3  - jogo 4
TT,W,D00,3,04,Women's Team Quarterfinal 4 - Match 4,"Par équipes fem., 1/4 finale 4 - match 4","Equipes fem, quartas de final 4 - jogo 4",Women's Team Quarterfinal 4 - Match 4,"Par équipes femmes, quart de finale 4 - match 4","Competição por equipes, feminino, quartas de final 4 - jogo 4",EventUnit,15,N,0,NONE,N,N,Quarterfinal 4 - Match 4,Quart de finale 4 - match 4,Quartas de final 4 - jogo 4
TT,W,D00,9,00,Women's Team Round 1 - Match 4,"Par équipes femmes, tour 1 - match 4","Equipes femininas, rodada 1 - jogo 4",Women's Team Round 1 - Match 4,"Par équipes femmes, tour 1 - match 4","Competição por equipes, feminino, rodada 1 - jogo 4",Phase,14,N,0,NONE,N,N,Round 1 - Match 4,Tour 1 - match 4,Rodada 1 - jogo 4
TT,W,D00,9,01,Women's Team Round 1 - Match 4,"Par équipes femmes, tour 1 - match 4","Equipes femininas, rodada 1 - jogo 4",Women's Team Round 1 - Match 4,"Par équipes femmes, tour 1 - match 4","Competição por equipes, feminino, rodada 1 - jogo 4",EventUnit,15,N,0,NONE,N,N,Round 1 - Match 4,Tour 1 - match 4,Rodada 1 - jogo 4
TT,W,D00,9,02,Women's Team Round 1 - Match 4,"Par équipes femmes, tour 1 - match 4","Equipes femininas, rodada 1 - jogo 4",Women's Team Round 1 - Match 4,"Par équipes femmes, tour 1 - match 4","Competição por equipes, feminino, rodada 1 - jogo 4",EventUnit,15,N,0,NONE,N,N,Round 1 - Match 4,Tour 1 - match 4,Rodada 1 - jogo 4
TT,W,D00,9,03,Women's Team Round 1 - Match 4,"Par équipes femmes, tour 1 - match 4","Equipes femininas, rodada 1 - jogo 4",Women's Team Round 1 - Match 4,"Par équipes femmes, tour 1 - match 4","Competição por equipes, feminino, rodada 1 - jogo 4",EventUnit,15,N,0,NONE,N,N,Round 1 - Match 4,Tour 1 - match 4,Rodada 1 - jogo 4
TT,W,D00,9,04,Women's Team Round 1 - Match 4,"Par équipes femmes, tour 1 - match 4","Equipes femininas, rodada 1 - jogo 4",Women's Team Round 1 - Match 4,"Par équipes femmes, tour 1 - match 4","Competição por equipes, feminino, rodada 1 - jogo 4",EventUnit,15,N,0,NONE,N,N,Round 1 - Match 4,Tour 1 - match 4,Rodada 1 - jogo 4
TT,W,D00,9,05,Women's Team Round 1 - Match 4,"Par équipes femmes, tour 1 - match 4","Equipes femininas, rodada 1 - jogo 4",Women's Team Round 1 - Match 4,"Par équipes femmes, tour 1 - match 4","Competição por equipes, feminino, rodada 1 - jogo 4",EventUnit,15,N,0,NONE,N,N,Round 1 - Match 4,Tour 1 - match 4,Rodada 1 - jogo 4
TT,W,D00,9,06,Women's Team Round 1 - Match 4,"Par équipes femmes, tour 1 - match 4","Equipes femininas, rodada 1 - jogo 4",Women's Team Round 1 - Match 4,"Par équipes femmes, tour 1 - match 4","Competição por equipes, feminino, rodada 1 - jogo 4",EventUnit,15,N,0,NONE,N,N,Round 1 - Match 4,Tour 1 - match 4,Rodada 1 - jogo 4
TT,W,D00,9,07,Women's Team Round 1 - Match 4,"Par équipes femmes, tour 1 - match 4","Equipes femininas, rodada 1 - jogo 4",Women's Team Round 1 - Match 4,"Par équipes femmes, tour 1 - match 4","Competição por equipes, feminino, rodada 1 - jogo 4",EventUnit,15,N,0,NONE,N,N,Round 1 - Match 4,Tour 1 - match 4,Rodada 1 - jogo 4
TT,W,D00,9,08,Women's Team Round 1 - Match 4,"Par équipes femmes, tour 1 - match 4","Equipes femininas, rodada 1 - jogo 4",Women's Team Round 1 - Match 4,"Par équipes femmes, tour 1 - match 4","Competição por equipes, feminino, rodada 1 - jogo 4",EventUnit,15,N,0,NONE,N,N,Round 1 - Match 4,Tour 1 - match 4,Rodada 1 - jogo 4
TT,W,E00,0,00,Women's Team - Match 5,Par équipes femmes - match 5,Equipes femininas - jogo 5,Women's Team - Match 5,Par équipes femmes - match 5,"Competição por equipes, feminino - jogo 5",Event,13,N,0,NONE,N,N,"","",""
TT,W,E00,1,00,Women's Team Finals - Match 5,"Par équipes femmes, finales - match 5","Equipes femininas, finais - jogo 5",Women's Team Finals - Match 5,"Par équipes femmes, finales - match 5","Competição por equipes, feminino, finais - jogo 5",Phase,14,N,0,NONE,N,N,Finals - Match 5,Finales - match 5,Finais - jogo 5
TT,W,E00,1,01,Women's Team Gold Medal - Match 5,"Par équipes femmes, méd or - match 5","Equipes fem, disputa pelo ouro - jogo 5",Women's Team Gold Medal - Match 5,"Par équipes femmes, match pour la médaille d'or - match 5","Competição por equipes, feminino, disputa pela medalha de ouro - jogo 5",EventUnit,15,N,0,NONE,N,N,Gold Medal - Match 5,Match pour la médaille d'or - match 5,Disputa pela medalha de ouro - jogo 5
TT,W,E00,1,02,Women's Team Bronze Medal - Match 5,"Par équipes femmes, méd bronze - match 5","Equipes fem, disputa bronze - jogo 5",Women's Team Bronze Medal - Match 5,"Par équipes femmes, match pour la médaille de bronze - match 5","Competição por equipes, feminino, disputa pela medalha de bronze - jogo 5",EventUnit,15,N,0,NONE,N,N,Bronze Medal - Match 5,Match pour la médaille de bronze - match 5,Disputa pela medalha de bronze - jogo 5
TT,W,E00,2,00,Women's Team Semifinals - Match 5,"Par équipes fem., demi-finales - match 5","Equipes femininas, semifinais - jogo 5",Women's Team Semifinals - Match 5,"Par équipes femmes, demi-finales - match 5","Competição por equipes, feminino, semifinais - jogo 5",Phase,14,N,0,NONE,N,N,Semifinals - Match 5,Demi-finales - match 5,Semifinais - jogo 5
TT,W,E00,2,01,Women's Team Semifinal 1 - Match 5,"Par équipes fem, demi-finale 1 - match 5","Equipes femininas, semifinal 1 - jogo 5",Women's Team Semifinal 1 - Match 5,"Par équipes femmes, demi-finale 1 - match 5","Competição por equipes, feminino, semifinal 1 - jogo 5",EventUnit,15,N,0,NONE,N,N,Semifinal 1 - Match 5,Demi-finale 1 - match 5,Semifinal 1 - jogo 5
TT,W,E00,2,02,Women's Team Semifinal 2 - Match 5,"Par équipes fem, demi-finale 2 - match 5","Equipes femininas, semifinal 2 - jogo 5",Women's Team Semifinal 2 - Match 5,"Par équipes femmes, demi-finale 2 - match 5","Competição por equipes, feminino, semifinal 2 - jogo 5",EventUnit,15,N,0,NONE,N,N,Semifinal 2 - Match 5,Demi-finale 1 - match 5,Semifinal 2 - jogo 5
TT,W,E00,3,00,Women's Team Quarterfinals - Match 5,"Par équipes fem., 1/4 finale - match 5","Equipes fem, quartas de final - jogo 5",Women's Team Quarterfinals - Match 5,"Par équipes femmes, quarts de finale - match 5","Competição por equipes, feminino, quartas de final - jogo 5",Phase,14,N,0,NONE,N,N,Quarterfinals - Match 5,Quarts de finale - match 5,Quartas de final - jogo 5
TT,W,E00,3,01,Women's Team Quarterfinal 1 - Match 5,"Par équipes fem., 1/4 finale 1 - match 5","Equipes fem, quartas de final 1 - jogo 5",Women's Team Quarterfinal 1 - Match 5,"Par équipes femmes, quart de finale 1 - match 5","Competição por equipes, feminino, quartas de final 1 - jogo 5",EventUnit,15,N,0,NONE,N,N,Quarterfinal 1 - Match 5,Quart de finale 1 - match 5,Quartas de final 1 - jogo 5
TT,W,E00,3,02,Women's Team Quarterfinal 2 - Match 5,"Par équipes fem., 1/4 finale 2 - match 5","Equipes fem, quartas de final 2 - jogo 5",Women's Team Quarterfinal 2 - Match 5,"Par équipes femmes, quart de finale 2 - match 5","Competição por equipes, feminino, quartas de final 2 - jogo 5",EventUnit,15,N,0,NONE,N,N,Quarterfinal 2 - Match 5,Quart de finale 2 - match 5,Quartas de final 2 - jogo 5
TT,W,E00,3,03,Women's Team Quarterfinal 3 - Match 5,"Par équipes fem., 1/4 finale 3 - match 5","Equipes fem, quartas de final 3 - jogo 5",Women's Team Quarterfinal 3 - Match 5,"Par équipes femmes, quart de finale 3 - match 5","Competição por equipes, feminino, quartas de final 3 - jogo 5",EventUnit,15,N,0,NONE,N,N,Quarterfinal 3 - Match 5,Quart de finale 3 - match 5,Quartas de final 3  - jogo 5
TT,W,E00,3,04,Women's Team Quarterfinal 4 - Match 5,"Par équipes fem., 1/4 finale 4 - match 5","Equipes fem, quartas de final 4 - jogo 5",Women's Team Quarterfinal 4 - Match 5,"Par équipes femmes, quart de finale 4 - match 5","Competição por equipes, feminino, quartas de final 4 - jogo 5",EventUnit,15,N,0,NONE,N,N,Quarterfinal 4 - Match 5,Quart de finale 4 - match 5,Quartas de final 4 - jogo 5
TT,W,E00,9,00,Women's Team Round 1 - Match 5,"Par équipes femmes, tour 1 - match 5","Equipes femininas, rodada 1 - jogo 5",Women's Team Round 1 - Match 5,"Par équipes femmes, tour 1 - match 5","Competição por equipes, feminino, rodada 1 - jogo 5",Phase,14,N,0,NONE,N,N,Round 1 - Match 5,Tour 1 - match 5,Rodada 1 - jogo 5
TT,W,E00,9,01,Women's Team Round 1 - Match 5,"Par équipes femmes, tour 1 - match 5","Equipes femininas, rodada 1 - jogo 5",Women's Team Round 1 - Match 5,"Par équipes femmes, tour 1 - match 5","Competição por equipes, feminino, rodada 1 - jogo 5",EventUnit,15,N,0,NONE,N,N,Round 1 - Match 5,Tour 1 - match 5,Rodada 1 - jogo 5
TT,W,E00,9,02,Women's Team Round 1 - Match 5,"Par équipes femmes, tour 1 - match 5","Equipes femininas, rodada 1 - jogo 5",Women's Team Round 1 - Match 5,"Par équipes femmes, tour 1 - match 5","Competição por equipes, feminino, rodada 1 - jogo 5",EventUnit,15,N,0,NONE,N,N,Round 1 - Match 5,Tour 1 - match 5,Rodada 1 - jogo 5
TT,W,E00,9,03,Women's Team Round 1 - Match 5,"Par équipes femmes, tour 1 - match 5","Equipes femininas, rodada 1 - jogo 5",Women's Team Round 1 - Match 5,"Par équipes femmes, tour 1 - match 5","Competição por equipes, feminino, rodada 1 - jogo 5",EventUnit,15,N,0,NONE,N,N,Round 1 - Match 5,Tour 1 - match 5,Rodada 1 - jogo 5
TT,W,E00,9,04,Women's Team Round 1 - Match 5,"Par équipes femmes, tour 1 - match 5","Equipes femininas, rodada 1 - jogo 5",Women's Team Round 1 - Match 5,"Par équipes femmes, tour 1 - match 5","Competição por equipes, feminino, rodada 1 - jogo 5",EventUnit,15,N,0,NONE,N,N,Round 1 - Match 5,Tour 1 - match 5,Rodada 1 - jogo 5
TT,W,E00,9,05,Women's Team Round 1 - Match 5,"Par équipes femmes, tour 1 - match 5","Equipes femininas, rodada 1 - jogo 5",Women's Team Round 1 - Match 5,"Par équipes femmes, tour 1 - match 5","Competição por equipes, feminino, rodada 1 - jogo 5",EventUnit,15,N,0,NONE,N,N,Round 1 - Match 5,Tour 1 - match 5,Rodada 1 - jogo 5
TT,W,E00,9,06,Women's Team Round 1 - Match 5,"Par équipes femmes, tour 1 - match 5","Equipes femininas, rodada 1 - jogo 5",Women's Team Round 1 - Match 5,"Par équipes femmes, tour 1 - match 5","Competição por equipes, feminino, rodada 1 - jogo 5",EventUnit,15,N,0,NONE,N,N,Round 1 - Match 5,Tour 1 - match 5,Rodada 1 - jogo 5
TT,W,E00,9,07,Women's Team Round 1 - Match 5,"Par équipes femmes, tour 1 - match 5","Equipes femininas, rodada 1 - jogo 5",Women's Team Round 1 - Match 5,"Par équipes femmes, tour 1 - match 5","Competição por equipes, feminino, rodada 1 - jogo 5",EventUnit,15,N,0,NONE,N,N,Round 1 - Match 5,Tour 1 - match 5,Rodada 1 - jogo 5
TT,W,E00,9,08,Women's Team Round 1 - Match 5,"Par équipes femmes, tour 1 - match 5","Equipes femininas, rodada 1 - jogo 5",Women's Team Round 1 - Match 5,"Par équipes femmes, tour 1 - match 5","Competição por equipes, feminino, rodada 1 - jogo 5",EventUnit,15,N,0,NONE,N,N,Round 1 - Match 5,Tour 1 - match 5,Rodada 1 - jogo 5
VB,0,000,0,00,Volleyball Sport,Volleyball,Voleibol,Volleyball Sport,Volleyball,Voleibol,Sport,1,N,0,NONE,N,N,"","",""
VO,0,000,0,00,Volleyball,Volleyball,Voleibol,Volleyball,Volleyball,Voleibol,Discipline,2,N,0,NONE,N,N,"","",""
VO,0,000,N,02,Volleyball - Draw,"Volleyball, tirage au sort","Voleibol, sorteio",Volleyball - Draw,"Volleyball, tirage au sort","Voleibol, sorteio",Draw,18,N,0,NONE,N,N,"","",""
VO,0,000,Q,00,Volleyball - Team Captains Meeting,"Volleyball, réunion des chefs d'équipe",Voleibol - reunião dos chefes de equipe,Volleyball - Team Captains Meeting,"Volleyball, réunion des chefs d'équipe",Voleibol - reunião dos chefes de equipe,Meetings,19,N,0,NONE,N,N,"","",""
VO,0,000,Q,01,Volleyball - Team Captains Meeting,"Volleyball, réunion des chefs d'équipe",Voleibol - reunião dos chefes de equipe,Volleyball - Team Captains Meeting,"Volleyball, réunion des chefs d'équipe",Voleibol - reunião dos chefes de equipe,Meetings,19,Y,0,NONE,N,Y,"","",""
VO,0,000,Y,00,Volleyball Daily Schedule,"Volleyball, calendrier par jour","Voleibol, programação diária",Volleyball Daily Schedule,"Volleyball, calendrier par jour","Voleibol, programação diária",Day,4,N,0,NONE,N,N,"","",""
VO,0,000,Y,01,Volleyball Day 1,"Volleyball, jour 1","Voleibol, dia 1",Volleyball Day 1,"Volleyball, jour 1","Voleibol, dia 1",Day,4,N,0,NONE,N,N,"","",""
VO,0,000,Y,02,Volleyball Day 2,"Volleyball, jour 2","Voleibol, dia 2",Volleyball Day 2,"Volleyball, jour 2","Voleibol, dia 2",Day,4,N,0,NONE,N,N,"","",""
VO,0,000,Y,03,Volleyball Day 3,"Volleyball, jour 3","Voleibol, dia 3",Volleyball Day 3,"Volleyball, jour 3","Voleibol, dia 3",Day,4,N,0,NONE,N,N,"","",""
VO,0,000,Y,04,Volleyball Day 4,"Volleyball, jour 4","Voleibol, dia 4",Volleyball Day 4,"Volleyball, jour 4","Voleibol, dia 4",Day,4,N,0,NONE,N,N,"","",""
VO,0,000,Y,05,Volleyball Day 5,"Volleyball, jour 5","Voleibol, dia 5",Volleyball Day 5,"Volleyball, jour 5","Voleibol, dia 5",Day,4,N,0,NONE,N,N,"","",""
VO,0,000,Y,06,Volleyball Day 6,"Volleyball, jour 6","Voleibol, dia 5",Volleyball Day 6,"Volleyball, jour 6","Voleibol, dia 5",Day,4,N,0,NONE,N,N,"","",""
VO,0,000,Y,07,Volleyball Day 7,"Volleyball, jour 7","Voleibol, dia 6",Volleyball Day 7,"Volleyball, jour 7","Voleibol, dia 6",Day,4,N,0,NONE,N,N,"","",""
VO,0,000,Y,08,Volleyball Day 8,"Volleyball, jour 8","Voleibol, dia 8",Volleyball Day 8,"Volleyball, jour 8","Voleibol, dia 8",Day,4,N,0,NONE,N,N,"","",""
VO,0,000,Y,09,Volleyball Day 9,"Volleyball, jour 9","Voleibol, dia 9",Volleyball Day 9,"Volleyball, jour 9","Voleibol, dia 9",Day,4,N,0,NONE,N,N,"","",""
VO,0,000,Y,10,Volleyball Day 10,"Volleyball, jour 10","Voleibol, dia 10",Volleyball Day 10,"Volleyball, jour 10","Voleibol, dia 10",Day,4,N,0,NONE,N,N,"","",""
VO,0,000,Y,11,Volleyball Day 11,"Volleyball, jour 11","Voleibol, dia 11",Volleyball Day 11,"Volleyball, jour 11","Voleibol, dia 11",Day,4,N,0,NONE,N,N,"","",""
VO,0,000,Y,12,Volleyball Day 12,"Volleyball, jour 12","Voleibol, dia 12",Volleyball Day 12,"Volleyball, jour 12","Voleibol, dia 12",Day,4,N,0,NONE,N,N,"","",""
VO,0,000,Y,13,Volleyball Day 13,"Volleyball, jour 13","Voleibol, dia 13",Volleyball Day 13,"Volleyball, jour 13","Voleibol, dia 13",Day,4,N,0,NONE,N,N,"","",""
VO,0,000,Y,14,Volleyball Day 14,"Volleyball, jour 14","Voleibol, dia 14",Volleyball Day 14,"Volleyball, jour 14","Voleibol, dia 14",Day,4,N,0,NONE,N,N,"","",""
VO,0,000,Y,15,Volleyball Day 15,"Volleyball, jour 15","Voleibol, dia 15",Volleyball Day 15,"Volleyball, jour 15","Voleibol, dia 15",Day,4,N,0,NONE,N,N,"","",""
VO,0,000,Y,16,Volleyball Day 16,"Volleyball, jour 16","Voleibol, dia 16",Volleyball Day 16,"Volleyball, jour 16","Voleibol, dia 16",Day,4,N,0,NONE,N,N,"","",""
VO,0,000,Y,17,Volleyball Day 17,"Volleyball, jour 17","Voleibol, dia 17",Volleyball Day 17,"Volleyball, jour 17","Voleibol, dia 17",Day,4,N,0,NONE,N,N,"","",""
VO,0,000,Y,18,Volleyball Day 18,"Volleyball, jour 18","Voleibol, dia 18",Volleyball Day 18,"Volleyball, jour 18","Voleibol, dia 18",Day,4,N,0,NONE,N,N,"","",""
VO,0,000,Y,19,Volleyball Day 19,"Volleyball, jour 19","Voleibol, dia 19",Volleyball Day 19,"Volleyball, jour 19","Voleibol, dia 19",Day,4,N,0,NONE,N,N,"","",""
VO,0,000,Y,20,Volleyball Day 20,"Volleyball, jour 20","Voleibol, dia 20",Volleyball Day 20,"Volleyball, jour 20","Voleibol, dia 20",Day,4,N,0,NONE,N,N,"","",""
VO,0,000,Y,21,Volleyball Day 21,"Volleyball, jour 21","Voleibol, dia 21",Volleyball Day 21,"Volleyball, jour 21","Voleibol, dia 21",Day,4,N,0,NONE,N,N,"","",""
VO,0,000,Y,22,Volleyball Day 22,"Volleyball, jour 22","Voleibol, dia 22",Volleyball Day 22,"Volleyball, jour 22","Voleibol, dia 22",Day,4,N,0,NONE,N,N,"","",""
VO,0,000,Y,23,Volleyball Day 23,"Volleyball, jour 23","Voleibol, dia 23",Volleyball Day 23,"Volleyball, jour 23","Voleibol, dia 23",Day,4,N,0,NONE,N,N,"","",""
VO,0,000,Y,24,Volleyball Day 24,"Volleyball, jour 24","Voleibol, dia 24",Volleyball Day 24,"Volleyball, jour 24","Voleibol, dia 24",Day,4,N,0,NONE,N,N,"","",""
VO,0,000,Y,25,Volleyball Day 25,"Volleyball, jour 25","Voleibol, dia 25",Volleyball Day 25,"Volleyball, jour 25","Voleibol, dia 25",Day,4,N,0,NONE,N,N,"","",""
VO,0,000,Y,26,Volleyball Day 26,"Volleyball, jour 26","Voleibol, dia 26",Volleyball Day 26,"Volleyball, jour 26","Voleibol, dia 26",Day,4,N,0,NONE,N,N,"","",""
VO,0,000,Y,27,Volleyball Day 27,"Volleyball, jour 27","Voleibol, dia 27",Volleyball Day 27,"Volleyball, jour 27","Voleibol, dia 27",Day,4,N,0,NONE,N,N,"","",""
VO,0,000,Y,28,Volleyball Day 28,"Volleyball, jour 28","Voleibol, dia 28",Volleyball Day 28,"Volleyball, jour 28","Voleibol, dia 28",Day,4,N,0,NONE,N,N,"","",""
VO,0,000,Y,29,Volleyball Day 29,"Volleyball, jour 29","Voleibol, dia 29",Volleyball Day 29,"Volleyball, jour 29","Voleibol, dia 29",Day,4,N,0,NONE,N,N,"","",""
VO,0,000,Y,30,Volleyball Day 30,"Volleyball, jour 30","Voleibol, dia 30",Volleyball Day 30,"Volleyball, jour 30","Voleibol, dia 30",Day,4,N,0,NONE,N,N,"","",""
VO,0,000,Y,31,Volleyball Day 31,"Volleyball, jour 31","Voleibol, dia 31",Volleyball Day 31,"Volleyball, jour 31","Voleibol, dia 31",Day,4,N,0,NONE,N,N,"","",""
VO,0,MNZ,0,00,Maracanãzinho,Maracanãzinho,Maracanãzinho,Maracanãzinho,Maracanãzinho,Maracanãzinho,Venue,3,N,0,NONE,N,N,"","",""
VO,M,000,0,00,Men,Hommes,Masculino,Men,Hommes,Masculino,Gender,10,N,0,NONE,N,N,"","",""
VO,M,400,0,00,Men,Hommes,Masculino,Men,Hommes,Masculino,Event,13,N,0,NONE,N,N,"","",""
VO,M,400,0,01,Team # 1,Équipe 1,Equipe 1,Team # 1,Équipe 1,Equipe 1,Team,7,N,0,NONE,N,N,Team # 1,Équipe 1,Equipe 1
VO,M,400,0,02,Team # 2,Équipe 2,Equipe 2,Team # 2,Équipe 2,Equipe 2,Team,7,N,0,NONE,N,N,Team # 2,Équipe 2,Equipe 2
VO,M,400,0,03,Team # 3,Équipe 3,Equipe 3,Team # 3,Équipe 3,Equipe 3,Team,7,N,0,NONE,N,N,Team # 3,Équipe 3,Equipe 3
VO,M,400,0,04,Team # 4,Équipe 4,Equipe 4,Team # 4,Équipe 4,Equipe 4,Team,7,N,0,NONE,N,N,Team # 4,Équipe 4,Equipe 4
VO,M,400,0,05,Team # 5,Équipe 5,Equipe 5,Team # 5,Équipe 5,Equipe 5,Team,7,N,0,NONE,N,N,Team # 5,Équipe 5,Equipe 5
VO,M,400,0,06,Team # 6,Équipe 6,Equipe 6,Team # 6,Équipe 6,Equipe 6,Team,7,N,0,NONE,N,N,Team # 6,Équipe 6,Equipe 6
VO,M,400,0,07,Team # 7,Équipe 7,Equipe 7,Team # 7,Équipe 7,Equipe 7,Team,7,N,0,NONE,N,N,Team # 7,Équipe 7,Equipe 7
VO,M,400,0,08,Team # 8,Équipe 8,Equipe 8,Team # 8,Équipe 8,Equipe 8,Team,7,N,0,NONE,N,N,Team # 8,Équipe 8,Equipe 8
VO,M,400,0,09,Team # 9,Équipe 9,Equipe 9,Team # 9,Équipe 9,Equipe 9,Team,7,N,0,NONE,N,N,Team # 9,Équipe 9,Equipe 9
VO,M,400,0,10,Team # 10,Équipe 10,Equipe 10,Team # 10,Équipe 10,Equipe 10,Team,7,N,0,NONE,N,N,Team # 10,Équipe 10,Equipe 10
VO,M,400,0,11,Team # 11,Équipe 11,Equipe 11,Team # 11,Équipe 11,Equipe 11,Team,7,N,0,NONE,N,N,Team # 11,Équipe 11,Equipe 11
VO,M,400,0,12,Team # 12,Équipe 12,Equipe 12,Team # 12,Équipe 12,Equipe 12,Team,7,N,0,NONE,N,N,Team # 12,Équipe 12,Equipe 12
VO,M,400,1,00,Men's Final Round,"Hommes, finales","Masculino, finais",Men's Final Round,"Hommes, finales","Masculino, finais",Phase,14,N,0,NONE,N,N,Final Round,Finales,Finais
VO,M,400,1,01,Men's Gold Medal Match,"Hommes, médaille d'or","Masculino, disputa pelo ouro",Men's Gold Medal Match,"Hommes, match pour la médaille d'or","Masculino, disputa pela medalha de ouro",EventUnit,15,Y,1,HTEAM,Y,Y,Gold Medal Match,Match pour la médaille d'or,Disputa pela medalha de ouro
VO,M,400,1,02,Men's Bronze Medal Match,"Hommes, médaille de bronze","Masculino, disputa pelo bronze",Men's Bronze Medal Match,"Hommes, match pour la médaille de bronze","Masculino, disputa pela medalha de bronze",EventUnit,15,Y,2,HTEAM,Y,Y,Bronze Medal Match,Match pour la médaille de bronze,Disputa pela medalha de bronze
VO,M,400,2,00,Men's Semifinals,"Hommes, demi-finales","Masculino, semifinais",Men's Semifinals,"Hommes, demi-finales","Masculino, semifinais",Phase,14,N,0,NONE,N,N,Semifinals,Demi-finales,Semifinais
VO,M,400,2,01,Men's Semifinals,"Hommes, demi-finales","Masculino, semifinais",Men's Semifinals,"Hommes, demi-finales","Masculino, semifinais",EventUnit,15,Y,0,HTEAM,Y,Y,Semifinals,Demi-finales,Semifinais
VO,M,400,2,02,Men's Semifinals,"Hommes, demi-finales","Masculino, semifinais",Men's Semifinals,"Hommes, demi-finales","Masculino, semifinais",EventUnit,15,Y,0,HTEAM,Y,Y,Semifinals,Demi-finales,Semifinais
VO,M,400,3,00,Men's Quarterfinals,"Hommes, quarts de finale","Masculino, quartas de final",Men's Quarterfinals,"Hommes, quarts de finale","Masculino, quartas de final",Phase,14,N,0,NONE,N,N,Quarterfinals,Quarts de finale,Quartas de Final
VO,M,400,3,01,Men's Quarterfinals,"Hommes, quarts de finale","Masculino, quartas de final",Men's Quarterfinals,"Hommes, quarts de finale","Masculino, quartas de final",EventUnit,15,Y,0,HTEAM,Y,Y,Quarterfinals,Quarts de finale,Quartas de Final
VO,M,400,3,02,Men's Quarterfinals,"Hommes, quarts de finale","Masculino, quartas de final",Men's Quarterfinals,"Hommes, quarts de finale","Masculino, quartas de final",EventUnit,15,Y,0,HTEAM,Y,Y,Quarterfinals,Quarts de finale,Quartas de Final
VO,M,400,3,03,Men's Quarterfinals,"Hommes, quarts de finale","Masculino, quartas de final",Men's Quarterfinals,"Hommes, quarts de finale","Masculino, quartas de final",EventUnit,15,Y,0,HTEAM,Y,Y,Quarterfinals,Quarts de finale,Quartas de Final
VO,M,400,3,04,Men's Quarterfinals,"Hommes, quarts de finale","Masculino, quartas de final",Men's Quarterfinals,"Hommes, quarts de finale","Masculino, quartas de final",EventUnit,15,Y,0,HTEAM,Y,Y,Quarterfinals,Quarts de finale,Quartas de Final
VO,M,400,9,00,Men's Preliminary Round,"Hommes, éliminatoires","Masculino, fase de grupos",Men's Preliminary Round,"Hommes, éliminatoires","Masculino, fase de grupos",Phase,14,N,0,NONE,N,N,Preliminary Round,Éliminatoires,Fase de grupos
VO,M,400,A,00,Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",Phase,14,N,0,NONE,N,N,Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
VO,M,400,A,01,Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
