Discipline,Gender,Event,phase,Eventunit,schedule,medalflag,ENG Description,POR Description,ENG longdescription,POR longdescription,Level,Order,Eventunittype,cisSchedule,infoSchedule,ENG unit Description,POR unit Description
TT,M,009,B,06,Y,0,Men's Singles - Class 9 Group B,"Individual masc - classe 9, grupo B",Men's Singles - Class 9 Group B,"Individual masculino - classe 9, grupo B",EventUnit,15,HATH,N,Y,Group B,Grupo B
TT,M,009,C,01,Y,0,Men's Singles - Class 9 Group C,"Individual masc - classe 9, grupo C",Men's Singles - Class 9 Group C,"Individual masculino - classe 9, grupo C",EventUnit,15,HATH,N,Y,Group C,Grupo C
TT,M,009,C,02,Y,0,Men's Singles - Class 9 Group C,"Individual masc - classe 9, grupo C",Men's Singles - Class 9 Group C,"Individual masculino - classe 9, grupo C",EventUnit,15,HATH,N,Y,Group C,Grupo C
TT,M,009,C,03,Y,0,Men's Singles - Class 9 Group C,"Individual masc - classe 9, grupo C",Men's Singles - Class 9 Group C,"Individual masculino - classe 9, grupo C",EventUnit,15,HATH,N,Y,Group C,Grupo C
TT,M,009,C,04,Y,0,Men's Singles - Class 9 Group C,"Individual masc - classe 9, grupo C",Men's Singles - Class 9 Group C,"Individual masculino - classe 9, grupo C",EventUnit,15,HATH,N,Y,Group C,Grupo C
TT,M,009,C,05,Y,0,Men's Singles - Class 9 Group C,"Individual masc - classe 9, grupo C",Men's Singles - Class 9 Group C,"Individual masculino - classe 9, grupo C",EventUnit,15,HATH,N,Y,Group C,Grupo C
TT,M,009,C,06,Y,0,Men's Singles - Class 9 Group C,"Individual masc - classe 9, grupo C",Men's Singles - Class 9 Group C,"Individual masculino - classe 9, grupo C",EventUnit,15,HATH,N,Y,Group C,Grupo C
TT,M,009,D,01,Y,0,Men's Singles - Class 9 Group D,"Individual masc - classe 9, grupo D",Men's Singles - Class 9 Group D,"Individual masculino - classe 9, grupo D",EventUnit,15,HATH,N,Y,Group D,Grupo D
TT,M,009,D,02,Y,0,Men's Singles - Class 9 Group D,"Individual masc - classe 9, grupo D",Men's Singles - Class 9 Group D,"Individual masculino - classe 9, grupo D",EventUnit,15,HATH,N,Y,Group D,Grupo D
TT,M,009,D,03,Y,0,Men's Singles - Class 9 Group D,"Individual masc - classe 9, grupo D",Men's Singles - Class 9 Group D,"Individual masculino - classe 9, grupo D",EventUnit,15,HATH,N,Y,Group D,Grupo D
TT,M,009,D,04,Y,0,Men's Singles - Class 9 Group D,"Individual masc - classe 9, grupo D",Men's Singles - Class 9 Group D,"Individual masculino - classe 9, grupo D",EventUnit,15,HATH,N,Y,Group D,Grupo D
TT,M,009,D,05,Y,0,Men's Singles - Class 9 Group D,"Individual masc - classe 9, grupo D",Men's Singles - Class 9 Group D,"Individual masculino - classe 9, grupo D",EventUnit,15,HATH,N,Y,Group D,Grupo D
TT,M,009,D,06,Y,0,Men's Singles - Class 9 Group D,"Individual masc - classe 9, grupo D",Men's Singles - Class 9 Group D,"Individual masculino - classe 9, grupo D",EventUnit,15,HATH,N,Y,Group D,Grupo D
TT,M,009,E,01,Y,0,Men's Singles - Class 9 Group E,"Individual masc - classe 9, grupo E",Men's Singles - Class 9 Group E,"Individual masculino - classe 9, grupo E",EventUnit,15,HATH,N,Y,Group E,Grupo E
TT,M,009,E,02,Y,0,Men's Singles - Class 9 Group E,"Individual masc - classe 9, grupo E",Men's Singles - Class 9 Group E,"Individual masculino - classe 9, grupo E",EventUnit,15,HATH,N,Y,Group E,Grupo E
TT,M,009,E,03,Y,0,Men's Singles - Class 9 Group E,"Individual masc - classe 9, grupo E",Men's Singles - Class 9 Group E,"Individual masculino - classe 9, grupo E",EventUnit,15,HATH,N,Y,Group E,Grupo E
TT,M,009,E,04,Y,0,Men's Singles - Class 9 Group E,"Individual masc - classe 9, grupo E",Men's Singles - Class 9 Group E,"Individual masculino - classe 9, grupo E",EventUnit,15,HATH,N,Y,Group E,Grupo E
TT,M,009,E,05,Y,0,Men's Singles - Class 9 Group E,"Individual masc - classe 9, grupo E",Men's Singles - Class 9 Group E,"Individual masculino - classe 9, grupo E",EventUnit,15,HATH,N,Y,Group E,Grupo E
TT,M,009,E,06,Y,0,Men's Singles - Class 9 Group E,"Individual masc - classe 9, grupo E",Men's Singles - Class 9 Group E,"Individual masculino - classe 9, grupo E",EventUnit,15,HATH,N,Y,Group E,Grupo E
TT,M,009,F,01,Y,0,Men's Singles - Class 9 Group F,"Individual masc - classe 9, grupo F",Men's Singles - Class 9 Group F,"Individual masculino - classe 9, grupo F",EventUnit,15,HATH,N,Y,Group F,Grupo F
TT,M,009,F,02,Y,0,Men's Singles - Class 9 Group F,"Individual masc - classe 9, grupo F",Men's Singles - Class 9 Group F,"Individual masculino - classe 9, grupo F",EventUnit,15,HATH,N,Y,Group F,Grupo F
TT,M,009,F,03,Y,0,Men's Singles - Class 9 Group F,"Individual masc - classe 9, grupo F",Men's Singles - Class 9 Group F,"Individual masculino - classe 9, grupo F",EventUnit,15,HATH,N,Y,Group F,Grupo F
TT,M,009,F,04,Y,0,Men's Singles - Class 9 Group F,"Individual masc - classe 9, grupo F",Men's Singles - Class 9 Group F,"Individual masculino - classe 9, grupo F",EventUnit,15,HATH,N,Y,Group F,Grupo F
TT,M,009,F,05,Y,0,Men's Singles - Class 9 Group F,"Individual masc - classe 9, grupo F",Men's Singles - Class 9 Group F,"Individual masculino - classe 9, grupo F",EventUnit,15,HATH,N,Y,Group F,Grupo F
TT,M,009,F,06,Y,0,Men's Singles - Class 9 Group F,"Individual masc - classe 9, grupo F",Men's Singles - Class 9 Group F,"Individual masculino - classe 9, grupo F",EventUnit,15,HATH,N,Y,Group F,Grupo F
