Discipline,Gender,Event,phase,Eventunit,schedule,medalflag,ENG Description,POR Description,ENG longdescription,POR longdescription,Level,Order,Eventunittype,cisSchedule,infoSchedule,ENG unit Description,POR unit Description
EQ,X,212,0,00,N,0,Ind. Freestyle Test - Grade Ib,Estilo livre individual misto - grau Ib,Individual Freestyle Test - Grade Ib,Estilo livre individual misto - grau Ib,Event,13,NONE,N,N,"",""
EQ,X,212,1,00,N,0,Ind. Freestyle Test - Grade Ib,Estilo livre individual misto - grau Ib,Individual Freestyle Test - Grade Ib,Estilo livre individual misto - grau Ib,Phase,14,NONE,N,N,"",""
EQ,X,212,1,01,Y,1,Ind. Freestyle Test - Grade Ib,Estilo livre individual misto - grau Ib,Individual Freestyle Test - Grade Ib,Estilo livre individual misto - grau Ib,EventUnit,15,ATH,N,Y,"",""
EQ,X,212,M,00,Y,0,Ind. Freestyle - Grade Ib VC,"Est livre ind misto-grau Ib, premiação",Individual Freestyle Test - Grade Ib Victory Ceremony,"Estilo livre individual misto - grau Ib, cerimônia de premiação",Medals,17,NONE,N,Y,Victory Ceremony,Cerimônia de premiação
EQ,X,212,T,00,N,0,Ind. Freestyle Test - Grade Ib Warmup,"Est livre ind misto-grau Ib, aquecimento",Individual Freestyle Test - Grade Ib Warmup,"Estilo livre individual misto - grau Ib, aquecimento",Phase,14,NONE,N,N,Warmup,Aquecimento
EQ,X,212,T,01,Y,0,Ind. Freestyle Test - Grade Ib Warmup,"Est livre ind misto-grau Ib, aquecimento",Individual Freestyle Test - Grade Ib Warmup,"Estilo livre individual misto - grau Ib, aquecimento",EventUnit,15,ATH,N,Y,Warmup,Aquecimento
EQ,X,400,0,00,N,0,Team Test,Competição por equipes,Team Test,Competição por equipes,,,NONE,N,N,"",""
EQ,X,401,0,00,N,0,Team Test - Grade Ia,Competição por equipes - grau Ia,Team Test - Grade Ia,Competição por equipes - grau Ia,Phase,14,NONE,N,N,"",""
EQ,X,401,1,00,N,0,Team Test - Grade Ia,Competição por equipes - grau Ia,Team Test - Grade Ia,Competição por equipes - grau Ia,Phase,14,NONE,N,N,"",""
EQ,X,401,1,01,Y,0,Team Test - Grade Ia,Competição por equipes - grau Ia,Team Test - Grade Ia,Competição por equipes - grau Ia,EventUnit,15,ATH,N,Y,"",""
EQ,X,401,T,00,N,0,Team Test - Grade Ia Warmup,"Comp. por equipes - grau Ia, aquecimento",Team Test - Grade Ia Warmup,"Competição por equipes - grau Ia, aquecimento",Phase,14,NONE,N,N,Warmup,Aquecimento
EQ,X,401,T,01,Y,0,Team Test - Grade Ia Warmup,"Comp. por equipes - grau Ia, aquecimento",Team Test - Grade Ia Warmup,"Competição por equipes - grau Ia, aquecimento",EventUnit,15,ATH,N,Y,Warmup,Aquecimento
EQ,X,402,0,00,N,0,Team Test - Grade II,Competição por equipes - grau II,Team Test - Grade II,Competição por equipes - grau II,Phase,14,NONE,N,N,"",""
EQ,X,402,1,00,N,0,Team Test - Grade II,Competição por equipes - grau II,Team Test - Grade II,Competição por equipes - grau II,Phase,14,NONE,N,N,"",""
EQ,X,402,1,01,Y,0,Team Test - Grade II,Competição por equipes - grau II,Team Test - Grade II,Competição por equipes - grau II,EventUnit,15,ATH,N,Y,"",""
EQ,X,402,T,00,N,0,Team Test - Grade II Warmup,"Comp. por equipes - grau II, aquecimento",Team Test - Grade II Warmup,"Competição por equipes - grau II, aquecimento",Phase,14,NONE,N,N,Warmup,Aquecimento
EQ,X,402,T,01,Y,0,Team Test - Grade II Warmup,"Comp. por equipes - grau II, aquecimento",Team Test - Grade II Warmup,"Competição por equipes - grau II, aquecimento",EventUnit,15,ATH,N,Y,Warmup,Aquecimento
EQ,X,403,0,00,N,0,Team Test - Grade III,Competição por equipes - grau III,Team Test - Grade III,Competição por equipes - grau III,Phase,14,NONE,N,N,"",""
EQ,X,403,1,00,N,0,Team Test - Grade III,Competição por equipes - grau III,Team Test - Grade III,Competição por equipes - grau III,Phase,14,NONE,N,N,"",""
EQ,X,403,1,01,Y,0,Team Test - Grade III,Competição por equipes - grau III,Team Test - Grade III,Competição por equipes - grau III,EventUnit,15,ATH,N,Y,"",""
EQ,X,403,T,00,N,0,Team Test - Grade III Warmup,"Comp. por equipes - grau III,aquecimento",Team Test - Grade III Warmup,"Competição por equipes - grau III, aquecimento",Phase,14,NONE,N,N,Warmup,Aquecimento
EQ,X,403,T,01,Y,0,Team Test - Grade III Warmup,"Comp. por equipes - grau III,aquecimento",Team Test - Grade III Warmup,"Competição por equipes - grau III, aquecimento",EventUnit,15,ATH,N,Y,Warmup,Aquecimento
EQ,X,404,0,00,N,0,Team Test - Grade IV,Competição por equipes - grau IV,Team Test - Grade IV,Competição por equipes - grau IV,Phase,14,NONE,N,N,"",""
EQ,X,404,1,00,N,0,Team Test - Grade IV,Competição por equipes - grau IV,Team Test - Grade IV,Competição por equipes - grau IV,Phase,14,NONE,N,N,"",""
EQ,X,404,1,01,Y,0,Team Test - Grade IV,Competição por equipes - grau IV,Team Test - Grade IV,Competição por equipes - grau IV,EventUnit,15,ATH,N,Y,"",""
EQ,X,404,T,00,N,0,Team Test - Grade IV Warmup,"Comp. por equipes - grau IV, aquecimento",Team Test - Grade IV Warmup,"Competição por equipes - grau IV, aquecimento",Phase,14,NONE,N,N,Warmup,Aquecimento
EQ,X,404,T,01,Y,0,Team Test - Grade IV Warmup,"Comp. por equipes - grau IV, aquecimento",Team Test - Grade IV Warmup,"Competição por equipes - grau IV, aquecimento",EventUnit,15,ATH,N,Y,Warmup,Aquecimento
EQ,X,412,0,00,N,0,Team Test - Grade Ib,Competição por equipes - grau Ib,Team Test - Grade Ib,Competição por equipes - grau Ib,Phase,14,NONE,N,N,"",""
EQ,X,412,1,00,N,0,Team Test - Grade Ib,Competição por equipes - grau Ib,Team Test - Grade Ib,Competição por equipes - grau Ib,Phase,14,NONE,N,N,"",""
EQ,X,412,1,01,Y,0,Team Test - Grade Ib,Competição por equipes - grau Ib,Team Test - Grade Ib,Competição por equipes - grau Ib,EventUnit,15,ATH,N,Y,"",""
EQ,X,412,T,00,N,0,Team Test - Grade Ib Warmup,"Comp. por equipes - grau Ib, aquecimento",Team Test - Grade Ib Warmup,"Competição por equipes - grau Ib, aquecimento",Phase,14,NONE,N,N,Warmup,Aquecimento
EQ,X,412,T,01,Y,0,Team Test - Grade Ib Warmup,"Comp. por equipes - grau Ib, aquecimento",Team Test - Grade Ib Warmup,"Competição por equipes - grau Ib, aquecimento",EventUnit,15,ATH,N,Y,Warmup,Aquecimento
EQ,X,420,0,00,N,0,Team Championship,Campeonato por equipes,Team Championship,Campeonato por equipes,Phase,14,NONE,N,N,"",""
EQ,X,420,1,00,N,0,Team Champion. - Ind. Champion. Test,Campeonato equipes-competição individual,Team Championship - Individual Championship Test,Campeonato por equipes - campeonato individual,Phase,14,NONE,N,N,Team Championship - Individual Championship Test,Campeonato individual
EQ,X,420,1,01,Y,1,Team Championship - Overall,Campeonato por equipes - geral,Team Championship - Overall,Campeonato por equipes - geral,Phase,14,ATH,N,Y,Overall,Geral
EQ,X,420,9,00,Y,0,Team Championship - Team Test,Campeonato equipes - competição equipes,Team Championship - Team Test,Campeonato por equipes - competição por equipes,Phase,14,ATH,N,Y,Team Test,Competição por equipes
EQ,X,420,M,00,Y,0,Team Championship VC,"Campeonato por equipes, cer. premiação",Team Championship Victory Ceremony,"Campeonato por equipes, cerimônia de premiação",Medals,17,NONE,N,Y,Victory Ceremony,Cerimônia de premiação
FB,0,000,0,00,N,0,Football 5-a-side,Futebol de 5,Football 5-a-side,Futebol de 5,Discipline,2,NONE,N,N,"",""
FB,0,000,Y,00,N,0,Football 5-a-side Daily Schedule,"Futebol de 5, programação diária",Football 5-a-sideDaily Schedule,"Futebol de 5, programação diária",Day,4,NONE,N,N,"",""
FB,0,000,Y,01,N,0,Football 5-a-side Day 1,"Futebol de 5, dia 1",Football 5-a-side Day 1,"Futebol de 5, dia 1",Day,4,NONE,N,N,"",""
FB,0,000,Y,02,N,0,Football 5-a-side Day 2,"Futebol de 5, dia 2",Football 5-a-side Day 2,"Futebol de 5, dia 2",Day,4,NONE,N,N,"",""
FB,0,000,Y,03,N,0,Football 5-a-side Day 3,"Futebol de 5, dia 3",Football 5-a-side Day 3,"Futebol de 5, dia 3",Day,4,NONE,N,N,"",""
FB,0,000,Y,04,N,0,Football 5-a-side Day 4,"Futebol de 5, dia 4",Football 5-a-side Day 4,"Futebol de 5, dia 4",Day,4,NONE,N,N,"",""
FB,0,000,Y,05,N,0,Football 5-a-side Day 5,"Futebol de 5, dia 5",Football 5-a-side Day 5,"Futebol de 5, dia 5",Day,4,NONE,N,N,"",""
FB,0,000,Y,06,N,0,Football 5-a-side Day 6,"Futebol de 5, dia 6",Football 5-a-side Day 6,"Futebol de 5, dia 6",Day,4,NONE,N,N,"",""
FB,0,000,Y,07,N,0,Football 5-a-side Day 7,"Futebol de 5, dia 7",Football 5-a-side Day 7,"Futebol de 5, dia 7",Day,4,NONE,N,N,"",""
FB,0,000,Y,08,N,0,Football 5-a-side Day 8,"Futebol de 5, dia 8",Football 5-a-side Day 8,"Futebol de 5, dia 8",Day,4,NONE,N,N,"",""
FB,0,000,Y,09,N,0,Football 5-a-side Day 9,"Futebol de 5, dia 9",Football 5-a-side Day 9,"Futebol de 5, dia 9",Day,4,NONE,N,N,"",""
FB,0,000,Y,10,N,0,Football 5-a-side Day 10,"Futebol de 5, dia 10",Football 5-a-side Day 10,"Futebol de 5, dia 10",Day,4,NONE,N,N,"",""
FB,0,000,Y,11,N,0,Football 5-a-side Day 11,"Futebol de 5, dia 11",Football 5-a-side Day 11,"Futebol de 5, dia 11",Day,4,NONE,N,N,"",""
FB,0,000,Y,12,N,0,Football 5-a-side Day 12,"Futebol de 5, dia 12",Football 5-a-side Day 12,"Futebol de 5, dia 12",Day,4,NONE,N,N,"",""
FB,0,000,Y,13,N,0,Football 5-a-side Day 13,"Futebol de 5, dia 13",Football 5-a-side Day 13,"Futebol de 5, dia 13",Day,4,NONE,N,N,"",""
FB,0,000,Y,14,N,0,Football 5-a-side Day 14,"Futebol de 5, dia 14",Football 5-a-side Day 14,"Futebol de 5, dia 14",Day,4,NONE,N,N,"",""
FB,0,000,Y,15,N,0,Football 5-a-side Day 15,"Futebol de 5, dia 15",Football 5-a-side Day 15,"Futebol de 5, dia 15",Day,4,NONE,N,N,"",""
FB,0,000,Y,16,N,0,Football 5-a-side Day 16,"Futebol de 5, dia 16",Football 5-a-side Day 16,"Futebol de 5, dia 16",Day,4,NONE,N,N,"",""
FB,0,000,Y,17,N,0,Football 5-a-side Day 17,"Futebol de 5, dia 17",Football 5-a-side Day 17,"Futebol de 5, dia 17",Day,4,NONE,N,N,"",""
FB,0,000,Y,18,N,0,Football 5-a-side Day 18,"Futebol de 5, dia 18",Football 5-a-side Day 18,"Futebol de 5, dia 18",Day,4,NONE,N,N,"",""
FB,0,000,Y,19,N,0,Football 5-a-side Day 19,"Futebol de 5, dia 19",Football 5-a-side Day 19,"Futebol de 5, dia 19",Day,4,NONE,N,N,"",""
FB,0,000,Y,20,N,0,Football 5-a-side Day 20,"Futebol de 5, dia 20",Football 5-a-side Day 20,"Futebol de 5, dia 20",Day,4,NONE,N,N,"",""
FB,0,000,Y,21,N,0,Football 5-a-side Day 21,"Futebol de 5, dia 21",Football 5-a-side Day 21,"Futebol de 5, dia 21",Day,4,NONE,N,N,"",""
FB,0,000,Y,22,N,0,Football 5-a-side Day 22,"Futebol de 5, dia 22",Football 5-a-side Day 22,"Futebol de 5, dia 22",Day,4,NONE,N,N,"",""
FB,0,000,Y,23,N,0,Football 5-a-side Day 23,"Futebol de 5, dia 23",Football 5-a-side Day 23,"Futebol de 5, dia 23",Day,4,NONE,N,N,"",""
FB,0,000,Y,24,N,0,Football 5-a-side Day 24,"Futebol de 5, dia 24",Football 5-a-side Day 24,"Futebol de 5, dia 24",Day,4,NONE,N,N,"",""
FB,0,000,Y,25,N,0,Football 5-a-side Day 25,"Futebol de 5, dia 25",Football 5-a-side Day 25,"Futebol de 5, dia 25",Day,4,NONE,N,N,"",""
FB,0,000,Y,26,N,0,Football 5-a-side Day 26,"Futebol de 5, dia 26",Football 5-a-side Day 26,"Futebol de 5, dia 26",Day,4,NONE,N,N,"",""
FB,0,000,Y,27,N,0,Football 5-a-side Day 27,"Futebol de 5, dia 27",Football 5-a-side Day 27,"Futebol de 5, dia 27",Day,4,NONE,N,N,"",""
FB,0,000,Y,28,N,0,Football 5-a-side Day 28,"Futebol de 5, dia 28",Football 5-a-side Day 28,"Futebol de 5, dia 28",Day,4,NONE,N,N,"",""
FB,0,000,Y,29,N,0,Football 5-a-side Day 29,"Futebol de 5, dia 29",Football 5-a-side Day 29,"Futebol de 5, dia 29",Day,4,NONE,N,N,"",""
FB,0,000,Y,30,N,0,Football 5-a-side Day 30,"Futebol de 5, dia 30",Football 5-a-side Day 30,"Futebol de 5, dia 30",Day,4,NONE,N,N,"",""
FB,0,000,Y,31,N,0,Football 5-a-side Day 31,"Futebol de 5, dia 31",Football 5-a-side Day 31,"Futebol de 5, dia 31",Day,4,NONE,N,N,"",""
FB,0,OTN,0,00,N,0,Olympic Tennis Centre,Centro Olímpico de Tênis,Olympic Tennis Centre,Centro Olímpico de Tênis,Venue,3,NONE,N,N,"",""
FB,M,000,0,00,N,0,Men's Football 5-a-side,Futebol de 5 masculino,Men's Football 5-a-side,Futebol de 5 masculino,Gender,10,NONE,N,N,"",""
FB,M,400,0,00,N,0,Men's - B1,Masculino - B1,Men's - B1,Masculino - B1,Event,13,NONE,N,N,"",""
FB,M,400,0,01,N,0,Team # 1,Equipe 1,Team # 1,Equipe 1,Team,7,NONE,N,N,"",""
FB,M,400,0,02,N,0,Team # 2,Equipe 2,Team # 2,Equipe 2,Team,7,NONE,N,N,"",""
FB,M,400,0,03,N,0,Team # 3,Equipe 3,Team # 3,Equipe 3,Team,7,NONE,N,N,"",""
FB,M,400,0,04,N,0,Team # 4,Equipe 4,Team # 4,Equipe 4,Team,7,NONE,N,N,"",""
FB,M,400,0,05,N,0,Team # 5,Equipe 5,Team # 5,Equipe 5,Team,7,NONE,N,N,"",""
FB,M,400,0,06,N,0,Team # 6,Equipe 6,Team # 6,Equipe 6,Team,7,NONE,N,N,"",""
FB,M,400,0,07,N,0,Team # 7,Equipe 7,Team # 7,Equipe 7,Team,7,NONE,N,N,"",""
FB,M,400,0,08,N,0,Team # 8,Equipe 8,Team # 8,Equipe 8,Team,7,NONE,N,N,"",""
FB,M,400,1,00,N,0,Men's - B1 Finals,"Masculino - B1, finais",Men's - B1 Finals,"Masculino - B1, finais",Phase,14,NONE,N,N,Finals,Finais
FB,M,400,1,01,Y,1,Men's - B1 Gold Medal Match,"Masculino - B1, disputa pelo ouro",Men's - B1 Gold Medal Match,"Masculino - B1, disputa pelo ouro",EventUnit,15,HTEAM,Y,Y,Gold Medal Match,Disputa pelo ouro
FB,M,400,1,02,Y,2,Men's - B1 Bronze Medal Match,"Masculino - B1, disputa pelo bronze",Men's - B1 Bronze Medal Match,"Masculino - B1, disputa pelo bronze",EventUnit,15,HTEAM,Y,Y,Bronze Medal Match,Disputa pelo bronze
FB,M,400,1,03,Y,0,Men's - B1 5-6 Classification,"Masculino - B1, disputa pelo 5º lugar",Men's - B1 5-6 Classification,"Masculino - B1, disputa pelo 5º lugar",EventUnit,15,HTEAM,Y,Y,Classification,Disputa pelo 5º lugar
FB,M,400,1,04,Y,0,Men's - B1 7-8 Classification Match,"Masculino - B1, disputa pelo 7º lugar",Men's - B1 7-8 Classification Match,"Masculino - B1, disputa pelo 7º lugar",EventUnit,15,HTEAM,Y,Y,Classification Match,Disputa pelo 7º lugar
FB,M,400,2,00,N,0,Men's Semifinals,"Masculino, semifinais",Men's Semifinals,"Masculino, semifinais",Phase,14,NONE,N,N,Semifinals,Semifinais
FB,M,400,2,01,Y,0,Men's Semifinal 1,"Masculino, semifinal 1",Men's Semifinal 1,"Masculino, semifinal 1",EventUnit,15,HTEAM,Y,Y,Semifinal 1,Semifinal 1
FB,M,400,2,02,Y,0,Men's Semifinal 2,"Masculino, semifinal 2",Men's Semifinal 2,"Masculino, semifinal 2",EventUnit,15,HTEAM,Y,Y,Semifinal 2,Semifinal 2
FB,M,400,9,00,N,0,Men's Preliminaries,"Masculino, primeira fase",Men's Preliminaries,"Masculino, primeira fase",Phase,14,NONE,N,N,Preliminaries,Primeira fase
FB,M,400,A,00,N,0,Men's Preliminaries Pool A,"Masculino, primeira fase, grupo A",Men's Preliminaries Pool A,"Masculino, primeira fase, grupo A",Phase,14,NONE,N,N,Preliminaries Pool A,"Primeira fase, grupo A"
FB,M,400,A,01,Y,0,Men's Preliminaries Pool A,"Masculino, primeira fase, grupo A",Men's Preliminaries Pool A,"Masculino, primeira fase, grupo A",EventUnit,15,HTEAM,Y,Y,Preliminaries Pool A,"Primeira fase, grupo A"
FB,M,400,A,02,Y,0,Men's Preliminaries Pool A,"Masculino, primeira fase, grupo A",Men's Preliminaries Pool A,"Masculino, primeira fase, grupo A",EventUnit,15,HTEAM,Y,Y,Preliminaries Pool A,"Primeira fase, grupo A"
FB,M,400,A,03,Y,0,Men's Preliminaries Pool A,"Masculino, primeira fase, grupo A",Men's Preliminaries Pool A,"Masculino, primeira fase, grupo A",EventUnit,15,HTEAM,Y,Y,Preliminaries Pool A,"Primeira fase, grupo A"
FB,M,400,A,04,Y,0,Men's Preliminaries Pool A,"Masculino, primeira fase, grupo A",Men's Preliminaries Pool A,"Masculino, primeira fase, grupo A",EventUnit,15,HTEAM,Y,Y,Preliminaries Pool A,"Primeira fase, grupo A"
FB,M,400,A,05,Y,0,Men's Preliminaries Pool A,"Masculino, primeira fase, grupo A",Men's Preliminaries Pool A,"Masculino, primeira fase, grupo A",EventUnit,15,HTEAM,Y,Y,Preliminaries Pool A,"Primeira fase, grupo A"
FB,M,400,A,06,Y,0,Men's Preliminaries Pool A,"Masculino, primeira fase, grupo A",Men's Preliminaries Pool A,"Masculino, primeira fase, grupo A",EventUnit,15,HTEAM,Y,Y,Preliminaries Pool A,"Primeira fase, grupo A"
FB,M,400,B,00,N,0,Men's Preliminaries Pool B,"Masculino, primeira fase, grupo B",Men's Preliminaries Pool B,"Masculino, primeira fase, grupo B",Phase,14,NONE,N,N,Preliminaries Pool B,"Primeira fase, grupo B"
FB,M,400,B,01,Y,0,Men's Preliminaries Pool B,"Masculino, primeira fase, grupo B",Men's Preliminaries Pool B,"Masculino, primeira fase, grupo B",EventUnit,15,HTEAM,Y,Y,Preliminaries Pool B,"Primeira fase, grupo B"
FB,M,400,B,02,Y,0,Men's Preliminaries Pool B,"Masculino, primeira fase, grupo B",Men's Preliminaries Pool B,"Masculino, primeira fase, grupo B",EventUnit,15,HTEAM,Y,Y,Preliminaries Pool B,"Primeira fase, grupo B"
FB,M,400,B,03,Y,0,Men's Preliminaries Pool B,"Masculino, primeira fase, grupo B",Men's Preliminaries Pool B,"Masculino, primeira fase, grupo B",EventUnit,15,HTEAM,Y,Y,Preliminaries Pool B,"Primeira fase, grupo B"
FB,M,400,B,04,Y,0,Men's Preliminaries Pool B,"Masculino, primeira fase, grupo B",Men's Preliminaries Pool B,"Masculino, primeira fase, grupo B",EventUnit,15,HTEAM,Y,Y,Preliminaries Pool B,"Primeira fase, grupo B"
FB,M,400,B,05,Y,0,Men's Preliminaries Pool B,"Masculino, primeira fase, grupo B",Men's Preliminaries Pool B,"Masculino, primeira fase, grupo B",EventUnit,15,HTEAM,Y,Y,Preliminaries Pool B,"Primeira fase, grupo B"
FB,M,400,B,06,Y,0,Men's Preliminaries Pool B,"Masculino, primeira fase, grupo B",Men's Preliminaries Pool B,"Masculino, primeira fase, grupo B",EventUnit,15,HTEAM,Y,Y,Preliminaries Pool B,"Primeira fase, grupo B"
FB,M,400,M,00,Y,0,Men's B1 VC,"Masculino - B1, cerimônia de premiação",Men's B1 VC,"Masculino - B1, cerimônia de premiação",Medals,17,NONE,N,Y,Victory Ceremony,Cerimônia de premiação
FT,0,000,0,00,N,0,Football 7-a-side,Futebol de 7,Football 7-a-side,Futebol de 7,Discipline,2,NONE,N,N,"",""
FT,0,000,Y,00,N,0,Football 7-a-side Daily Schedule,"Futebol de 7, programação diária",Football 7-a-side Daily Schedule,"Futebol de 7, programação diária",Day,4,NONE,N,N,"",""
FT,0,000,Y,01,N,0,Football 7-a-side Day 1,"Futebol de 7, dia 1",Football 7-a-side Day 1,"Futebol de 7, dia 1",Day,4,NONE,N,N,"",""
FT,0,000,Y,02,N,0,Football 7-a-side Day 2,"Futebol de 7, dia 2",Football 7-a-side Day 2,"Futebol de 7, dia 2",Day,4,NONE,N,N,"",""
FT,0,000,Y,03,N,0,Football 7-a-side Day 3,"Futebol de 7, dia 3",Football 7-a-side Day 3,"Futebol de 7, dia 3",Day,4,NONE,N,N,"",""
FT,0,000,Y,04,N,0,Football 7-a-side Day 4,"Futebol de 7, dia 4",Football 7-a-side Day 4,"Futebol de 7, dia 4",Day,4,NONE,N,N,"",""
FT,0,000,Y,05,N,0,Football 7-a-side Day 5,"Futebol de 7, dia 5",Football 7-a-side Day 5,"Futebol de 7, dia 5",Day,4,NONE,N,N,"",""
FT,0,000,Y,06,N,0,Football 7-a-side Day 6,"Futebol de 7, dia 6",Football 7-a-side Day 6,"Futebol de 7, dia 6",Day,4,NONE,N,N,"",""
FT,0,000,Y,07,N,0,Football 7-a-side Day 7,"Futebol de 7, dia 7",Football 7-a-side Day 7,"Futebol de 7, dia 7",Day,4,NONE,N,N,"",""
FT,0,000,Y,08,N,0,Football 7-a-side Day 8,"Futebol de 7, dia 8",Football 7-a-side Day 8,"Futebol de 7, dia 8",Day,4,NONE,N,N,"",""
FT,0,000,Y,09,N,0,Football 7-a-side Day 9,"Futebol de 7, dia 9",Football 7-a-side Day 9,"Futebol de 7, dia 9",Day,4,NONE,N,N,"",""
FT,0,000,Y,10,N,0,Football 7-a-side Day 10,"Futebol de 7, dia 10",Football 7-a-side Day 10,"Futebol de 7, dia 10",Day,4,NONE,N,N,"",""
FT,0,000,Y,11,N,0,Football 7-a-side Day 11,"Futebol de 7, dia 11",Football 7-a-side Day 11,"Futebol de 7, dia 11",Day,4,NONE,N,N,"",""
FT,0,000,Y,12,N,0,Football 7-a-side Day 12,"Futebol de 7, dia 12",Football 7-a-side Day 12,"Futebol de 7, dia 12",Day,4,NONE,N,N,"",""
FT,0,000,Y,13,N,0,Football 7-a-side Day 13,"Futebol de 7, dia 13",Football 7-a-side Day 13,"Futebol de 7, dia 13",Day,4,NONE,N,N,"",""
FT,0,000,Y,14,N,0,Football 7-a-side Day 14,"Futebol de 7, dia 14",Football 7-a-side Day 14,"Futebol de 7, dia 14",Day,4,NONE,N,N,"",""
FT,0,000,Y,15,N,0,Football 7-a-side Day 15,"Futebol de 7, dia 15",Football 7-a-side Day 15,"Futebol de 7, dia 15",Day,4,NONE,N,N,"",""
FT,0,000,Y,16,N,0,Football 7-a-side Day 16,"Futebol de 7, dia 16",Football 7-a-side Day 16,"Futebol de 7, dia 16",Day,4,NONE,N,N,"",""
FT,0,000,Y,17,N,0,Football 7-a-side Day 17,"Futebol de 7, dia 17",Football 7-a-side Day 17,"Futebol de 7, dia 17",Day,4,NONE,N,N,"",""
FT,0,000,Y,18,N,0,Football 7-a-side Day 18,"Futebol de 7, dia 18",Football 7-a-side Day 18,"Futebol de 7, dia 18",Day,4,NONE,N,N,"",""
FT,0,000,Y,19,N,0,Football 7-a-side Day 19,"Futebol de 7, dia 19",Football 7-a-side Day 19,"Futebol de 7, dia 19",Day,4,NONE,N,N,"",""
FT,0,000,Y,20,N,0,Football 7-a-side Day 20,"Futebol de 7, dia 20",Football 7-a-side Day 20,"Futebol de 7, dia 20",Day,4,NONE,N,N,"",""
FT,0,000,Y,21,N,0,Football 7-a-side Day 21,"Futebol de 7, dia 21",Football 7-a-side Day 21,"Futebol de 7, dia 21",Day,4,NONE,N,N,"",""
FT,0,000,Y,22,N,0,Football 7-a-side Day 22,"Futebol de 7, dia 22",Football 7-a-side Day 22,"Futebol de 7, dia 22",Day,4,NONE,N,N,"",""
FT,0,000,Y,23,N,0,Football 7-a-side Day 23,"Futebol de 7, dia 23",Football 7-a-side Day 23,"Futebol de 7, dia 23",Day,4,NONE,N,N,"",""
FT,0,000,Y,24,N,0,Football 7-a-side Day 24,"Futebol de 7, dia 24",Football 7-a-side Day 24,"Futebol de 7, dia 24",Day,4,NONE,N,N,"",""
FT,0,000,Y,25,N,0,Football 7-a-side Day 25,"Futebol de 7, dia 25",Football 7-a-side Day 25,"Futebol de 7, dia 25",Day,4,NONE,N,N,"",""
FT,0,000,Y,26,N,0,Football 7-a-side Day 26,"Futebol de 7, dia 26",Football 7-a-side Day 26,"Futebol de 7, dia 26",Day,4,NONE,N,N,"",""
FT,0,000,Y,27,N,0,Football 7-a-side Day 27,"Futebol de 7, dia 27",Football 7-a-side Day 27,"Futebol de 7, dia 27",Day,4,NONE,N,N,"",""
FT,0,000,Y,28,N,0,Football 7-a-side Day 28,"Futebol de 7, dia 28",Football 7-a-side Day 28,"Futebol de 7, dia 28",Day,4,NONE,N,N,"",""
FT,0,000,Y,29,N,0,Football 7-a-side Day 29,"Futebol de 7, dia 29",Football 7-a-side Day 29,"Futebol de 7, dia 29",Day,4,NONE,N,N,"",""
FT,0,000,Y,30,N,0,Football 7-a-side Day 30,"Futebol de 7, dia 30",Football 7-a-side Day 30,"Futebol de 7, dia 30",Day,4,NONE,N,N,"",""
FT,0,000,Y,31,N,0,Football 7-a-side Day 31,"Futebol de 7, dia 31",Football 7-a-side Day 31,"Futebol de 7, dia 31",Day,4,NONE,N,N,"",""
FT,0,DES,0,00,N,0,Deodoro Stadium,Estádio de Deodoro,Deodoro Stadium,Estádio de Deodoro,Venue,3,NONE,N,N,"",""
FT,M,000,0,00,N,0,Men's Football 7-a-side,Futebol de 7 masculino,Men's Football 7-a-side,Futebol de 7 masculino,Gender,10,NONE,N,N,"",""
FT,M,400,0,00,N,0,Football 7-a-side,Futebol de 7,Football 7-a-side,Futebol de 7,Event,13,NONE,N,N,"",""
FT,M,400,0,01,N,0,Team # 1,Equipe 1,Team # 1,Equipe 1,Team,7,NONE,N,N,"",""
FT,M,400,0,02,N,0,Team # 2,Equipe 2,Team # 2,Equipe 2,Team,7,NONE,N,N,"",""
FT,M,400,0,03,N,0,Team # 3,Equipe 3,Team # 3,Equipe 3,Team,7,NONE,N,N,"",""
FT,M,400,0,04,N,0,Team # 4,Equipe 4,Team # 4,Equipe 4,Team,7,NONE,N,N,"",""
FT,M,400,0,05,N,0,Team # 5,Equipe 5,Team # 5,Equipe 5,Team,7,NONE,N,N,"",""
FT,M,400,0,06,N,0,Team # 6,Equipe 6,Team # 6,Equipe 6,Team,7,NONE,N,N,"",""
FT,M,400,0,07,N,0,Team # 7,Equipe 7,Team # 7,Equipe 7,Team,7,NONE,N,N,"",""
FT,M,400,0,08,N,0,Team # 8,Equipe 8,Team # 8,Equipe 8,Team,7,NONE,N,N,"",""
FT,M,400,1,00,N,0,Men's Finals,"Masculino, finais",Men's Finals,"Masculino, finais",Phase,14,NONE,N,N,Finals,Finais
FT,M,400,1,01,Y,1,Men's Gold Medal Match,"Masculino, disputa pelo ouro",Men's Gold Medal Match,"Masculino, disputa pelo ouro",EventUnit,15,HTEAM,Y,Y,Gold Medal Match,Disputa pelo ouro
FT,M,400,1,02,Y,2,Men's Bronze Medal Match,"Masculino, disputa pelo bronze",Men's Bronze Medal Match,"Masculino, disputa pelo bronze",EventUnit,15,HTEAM,Y,Y,Bronze Medal Match,Disputa pelo bronze
